Variable;Valeur
GVL_Troubleshooting.LevageUnitaireM1.Control_400.Idx413_InBottomSlowdownZone;FALSE
GVL_Troubleshooting.LevageUnitaireM1.Control_400.Idx414_BottomLimitActiveM;REAL#-15
GVL_Troubleshooting.LevageUnitaireM1.Outputs_500.Idx501_CmdRelayFwd_Up_DQ;FALSE
GVL_Troubleshooting.LevageUnitaireM1.Outputs_500.Idx502_CmdRelayRev_Down_DQ;FALSE
GVL_Troubleshooting.LevageUnitaireM1.Outputs_500.Idx503_CmdSpeedContactor1_DQ;FALSE
GVL_Troubleshooting.LevageUnitaireM1.Outputs_500.Idx504_CmdSpeedContactor4_DQ;FALSE
GVL_Troubleshooting.LevageUnitaireM1.Outputs_500.Idx505_CmdBrakeRelease_RQ;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Inputs_100.Idx101_EncoderRawPos;DINT#0
GVL_Troubleshooting.LevageUnitaireM2.Inputs_100.Idx102_CablePos_M;REAL#244.140625
GVL_Troubleshooting.LevageUnitaireM2.Inputs_100.Idx103_ContactorsReleased_DI;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Inputs_100.Idx104_BrakeApplied;TRUE
GVL_Troubleshooting.LevageUnitaireM2.Inputs_100.Idx105_ThermalOk_DI;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Demandes_200.Idx201_JoyRawPhysical_ANA;INT#0
GVL_Troubleshooting.LevageUnitaireM2.Demandes_200.Idx202_JoyScaledPhysical_Pct;REAL#0
GVL_Troubleshooting.LevageUnitaireM2.Demandes_200.Idx203_HmiManualCmd_BtnUp;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Demandes_200.Idx204_HmiManualCmd_BtnDown;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Demandes_200.Idx205_CycleAutoCmd_Pct;REAL#0
GVL_Troubleshooting.LevageUnitaireM2.Demandes_200.Idx206_ModeActive;E_Mode.DISABLE
GVL_Troubleshooting.LevageUnitaireM2.Demandes_200.Idx207_BypassOperatorComm;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Demandes_200.Idx208_ArbitratedSpeed_Pct;REAL#0
GVL_Troubleshooting.LevageUnitaireM2.Demandes_200.Idx209_ArbitratedDirection;INT#0
GVL_Troubleshooting.LevageUnitaireM2.Demandes_200.Idx210_CoupledUserRequestDirection;INT#0
GVL_Troubleshooting.LevageUnitaireM2.Demandes_200.Idx211_CoupledUserRequestActive;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx301_EmergencyChainClosed;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx302_SafeStopActive;TRUE
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx303_PowerCutOffActive;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx304_TopSensorPhysical_DI;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx305_TopSensorBypassActive;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx306_AscentPermitEffective;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx307_SlackCablePhysical_DI;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx308_SlackCableBypassActive;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx309_DescendPermitEffective;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx310_ErrorOperatorComm;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx311_ErrorEncoder;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx312_ErrorPhaseRotation;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx313_ErrorMecaA;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx314_ErrorMecaB;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx315_ErrorMecaC;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx316_ErrorMecaD;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx317_ErrorMecaE;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx318_ErrorBrakeThermal;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx319_ErrorOppositeDir;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx320_ErrorNoMovement;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx321_CfgTopLimitM;REAL#7.5
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx322_CablePosM;REAL#244.140625
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx323_TopLimitReached;TRUE
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx324_AscentBlockedByTopLimit;TRUE
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx325_BypassTopLimitSoftware;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx326_BypassTopLimitSoftCommun;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx327_BypassTopLimitSwitch;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx328_BypassTopLimitSwitchCommun;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx329_BypassGlobal;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Safety_300.Idx330_BypassGlobalCommun;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Control_400.Idx401_MotionAllowed;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Control_400.Idx402_SpeedStepCalculated;INT#0
GVL_Troubleshooting.LevageUnitaireM2.Control_400.Idx403_SpeedRamp_Pct;REAL#0
GVL_Troubleshooting.LevageUnitaireM2.Control_400.Idx404_BrakeReleaseAuthorized;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Control_400.Idx405_FinalInterlockState;E_WinchFinalInterlockState.DISABLED
GVL_Troubleshooting.LevageUnitaireM2.Control_400.Idx406_FinalInterlockReason;E_WinchFinalInterlockReason.NONE
GVL_Troubleshooting.LevageUnitaireM2.Control_400.Idx407_FinalAuthorizedStep;INT#0
GVL_Troubleshooting.LevageUnitaireM2.Control_400.Idx408_BrakeCommandOpenConfirmed;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Control_400.Idx409_BrakeTimeoutElapsed;TIME#0ms
GVL_Troubleshooting.LevageUnitaireM2.Control_400.Idx410_RestartDelayElapsed;TIME#0ms
GVL_Troubleshooting.LevageUnitaireM2.Control_400.Idx411_StepDelayElapsed;TIME#0ms
GVL_Troubleshooting.LevageUnitaireM2.Control_400.Idx412_InTopSlowdownZone;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Control_400.Idx413_InBottomSlowdownZone;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Control_400.Idx414_BottomLimitActiveM;REAL#-15
GVL_Troubleshooting.LevageUnitaireM2.Outputs_500.Idx501_CmdRelayFwd_Up_DQ;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Outputs_500.Idx502_CmdRelayRev_Down_DQ;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Outputs_500.Idx503_CmdSpeedContactor1_DQ;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Outputs_500.Idx504_CmdSpeedContactor4_DQ;FALSE
GVL_Troubleshooting.LevageUnitaireM2.Outputs_500.Idx505_CmdBrakeRelease_RQ;FALSE
GVL_Troubleshooting.BenneOuvertureFermeture.Idx101_BucketIsOpen;FALSE
GVL_Troubleshooting.BenneOuvertureFermeture.Idx102_BucketIsClosed;FALSE
GVL_Troubleshooting.BenneOuvertureFermeture.Idx103_OffsetPos_M;REAL#0
GVL_Troubleshooting.BenneOuvertureFermeture.Idx104_AutoSeqActive;FALSE
GVL_Troubleshooting.BenneOuvertureFermeture.Idx105_StateIncoherent;FALSE
GVL_Troubleshooting.BenneOuvertureFermeture.Idx106_FBState;E_State.READY
GVL_Troubleshooting.BenneOuvertureFermeture.Idx107_LastPosM2Open_M;REAL#0
GVL_Troubleshooting.BenneOuvertureFermeture.Idx108_LastPosM2Close_M;REAL#0
GVL_Troubleshooting.BenneOuvertureFermeture.Idx109_BucketTooOpen;FALSE
GVL_Troubleshooting.BenneOuvertureFermeture.Idx110_BucketTooClosed;FALSE
GVL_Troubleshooting.BenneOuvertureFermeture.Idx111_BucketIsIntermediate;FALSE
GVL_Troubleshooting.BenneOuvertureFermeture.Idx112_DeltaPosition_M;REAL#0
GVL_Troubleshooting.BenneOuvertureFermeture.Idx201_HmiCmd_BtnOpen;FALSE
GVL_Troubleshooting.BenneOuvertureFermeture.Idx202_HmiCmd_BtnClose;FALSE
GVL_Troubleshooting.BenneOuvertureFermeture.Idx203_CycleCmd_Open;FALSE
GVL_Troubleshooting.BenneOuvertureFermeture.Idx204_CoupledDiveOpenArmed;FALSE
GVL_Troubleshooting.BenneOuvertureFermeture.Idx205_CoupledAscentCloseArmed;FALSE
GVL_Troubleshooting.BenneOuvertureFermeture.Idx206_CloseReqActive;FALSE
GVL_Troubleshooting.BenneOuvertureFermeture.Idx207_OpenReqActive;FALSE
GVL_Troubleshooting.BenneOuvertureFermeture.Idx208_MotionBlockedByBucket;FALSE
