nom,tier,type,fichier,ligne,bloc,pou,declaration
Diag,T1(brief),ST_SyncContactorDiag,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,51,VAR_OUTPUT,FB_SyncContactor,Diag                            : ST_SyncContactorDiag;
SyncDeviationFault,T1(brief),BOOL,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,40,VAR_OUTPUT,FB_SyncDeviation,SyncDeviationFault              : BOOL;
DeviationFaultTimer,T1(brief),TON,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,45,VAR,FB_SyncDeviation,DeviationFaultTimer            : TON;
FaultActive,T1(brief),BOOL,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,49,VAR,FB_SyncDeviation,FaultActive                     : BOOL;
WarnLatched,T2(elargi),BOOL,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,50,VAR,FB_SyncDeviation,WarnLatched                     : BOOL;
WarnLatched,T2(elargi),= FALSE,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,58,?,FB_SyncDeviation,WarnLatched := FALSE;
WarnLatched,T2(elargi),= FALSE,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,87,?,FB_SyncDeviation,WarnLatched := FALSE;
WarnLatched,T2(elargi),= TRUE,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,89,?,FB_SyncDeviation,WarnLatched := TRUE;
WarnLatched,T2(elargi),= FALSE,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,91,?,FB_SyncDeviation,WarnLatched := FALSE;
SyncDeviationFault,T1(brief),= DeviationFaultTimer.Q,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,96,?,FB_SyncDeviation,SyncDeviationFault := DeviationFaultTimer.Q;
SyncDeviationFault,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,99,?,FB_SyncDeviation,SyncDeviationFault := FALSE;
WarnLatched,T2(elargi),= FALSE,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,100,?,FB_SyncDeviation,WarnLatched := FALSE;
Fault,T1(brief),ST_Fault,CODE/H_TREUILS_BENNE/FB_Winch.st,41,VAR_OUTPUT,FB_Winch,Fault                           : ST_Fault;
SpeedStepConfigFaultLatched,T1(brief),BOOL,CODE/H_TREUILS_BENNE/FB_Winch.st,94,VAR,FB_Winch,SpeedStepConfigFaultLatched     : BOOL;
instFault,T1(brief),FB_FaultCore,CODE/H_TREUILS_BENNE/FB_Winch.st,97,VAR,FB_Winch,instFault                       : FB_FaultCore;
SpeedStepConfigFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Winch.st,109,?,FB_Winch,SpeedStepConfigFaultLatched := FALSE;
SpeedStepConfigFaultLatched,T1(brief),= TRUE,CODE/H_TREUILS_BENNE/FB_Winch.st,114,?,FB_Winch,SpeedStepConfigFaultLatched := TRUE;
Fault,T1(brief),= instFault.Fault,CODE/H_TREUILS_BENNE/FB_Winch.st,130,?,FB_Winch,Fault := instFault.Fault;
Fault,T1(brief),ST_Fault,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,32,VAR_OUTPUT,FB_WinchLoadEstimator,Fault                           : ST_Fault;
ConfigOrSpeedFault,T1(brief),BOOL,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,48,VAR,FB_WinchLoadEstimator,ConfigOrSpeedFault              : BOOL;
instFault,T1(brief),FB_FaultCore,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,51,VAR,FB_WinchLoadEstimator,instFault                       : FB_FaultCore;
ConfigOrSpeedFault,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,62,?,FB_WinchLoadEstimator,ConfigOrSpeedFault := FALSE;
Fault,T1(brief),= instFault.Fault,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,71,?,FB_WinchLoadEstimator,Fault := instFault.Fault;
ConfigOrSpeedFault,T1(brief),= TRUE,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,94,?,FB_WinchLoadEstimator,ConfigOrSpeedFault := TRUE;
ConfigOrSpeedFault,T1(brief),= TRUE,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,113,?,FB_WinchLoadEstimator,ConfigOrSpeedFault := TRUE;
ConfigOrSpeedFault,T1(brief),= TRUE,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,143,?,FB_WinchLoadEstimator,ConfigOrSpeedFault := TRUE;
Fault,T1(brief),ST_Fault,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,53,VAR_OUTPUT,FB_WinchOutputInterlock,Fault                           : ST_Fault;
StateAtError,T1(brief),E_WinchFinalInterlockState,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,55,VAR_OUTPUT,FB_WinchOutputInterlock,StateAtError                    : E_WinchFinalInterlockState;
ErrorEdge,T1(brief),R_TRIG,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,90,VAR,FB_WinchOutputInterlock,ErrorEdge                       : R_TRIG;
ContactorStuckLatched,T2(elargi),BOOL,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,115,VAR,FB_WinchOutputInterlock,ContactorStuckLatched           : BOOL;
Error,T1(brief),BOOL,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,121,VAR,FB_WinchOutputInterlock,Error                           : BOOL;
ErrorId,T1(brief),WORD,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,122,VAR,FB_WinchOutputInterlock,ErrorId                         : WORD;
instFault,T1(brief),FB_FaultCore,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,125,VAR,FB_WinchOutputInterlock,instFault                       : FB_FaultCore;
StateAtError,T1(brief),= State,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,196,?,FB_WinchOutputInterlock,StateAtError := State;
ContactorStuckLatched,T2(elargi),= TRUE,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,317,?,FB_WinchOutputInterlock,ContactorStuckLatched := TRUE;
ContactorStuckLatched,T2(elargi),= FALSE,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,513,?,FB_WinchOutputInterlock,ContactorStuckLatched := FALSE;
ErrorId,T1(brief),= ErrorId OR 16#0001,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,516,?,FB_WinchOutputInterlock,ErrorId := ErrorId OR 16#0001;
ErrorId,T1(brief),= ErrorId AND 16#FFFE,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,518,?,FB_WinchOutputInterlock,ErrorId := ErrorId AND 16#FFFE;
Fault,T1(brief),= instFault.Fault,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,532,?,FB_WinchOutputInterlock,Fault := instFault.Fault;
Fault,T1(brief),ST_Fault,CODE/H_TREUILS_BENNE/FB_WinchSync.st,55,VAR_OUTPUT,FB_WinchSync,Fault                           : ST_Fault;
SyncDeviationFault,T1(brief),BOOL,CODE/H_TREUILS_BENNE/FB_WinchSync.st,63,VAR_OUTPUT,FB_WinchSync,SyncDeviationFault              : BOOL;
instFault,T1(brief),FB_FaultCore,CODE/H_TREUILS_BENNE/FB_WinchSync.st,76,VAR,FB_WinchSync,instFault                       : FB_FaultCore;
Fault,T1(brief),= instFault.Fault,CODE/H_TREUILS_BENNE/FB_WinchSync.st,105,?,FB_WinchSync,Fault := instFault.Fault;
SyncDeviationFault,T1(brief),= instDeviation.SyncDeviationFault,CODE/H_TREUILS_BENNE/FB_WinchSync.st,145,?,FB_WinchSync,SyncDeviationFault := instDeviation.SyncDeviationFault;
Fault,T1(brief),= instFault.Fault,CODE/H_TREUILS_BENNE/FB_WinchSync.st,190,?,FB_WinchSync,Fault := instFault.Fault;
Fault,T1(brief),ST_Fault,CODE/I_TRANSLATION/FB_Safety_Translation.st,55,VAR_OUTPUT,FB_Safety_Translation,Fault               : ST_Fault;
ErrorOperatorComm,T1(brief),BOOL,CODE/I_TRANSLATION/FB_Safety_Translation.st,58,VAR_OUTPUT,FB_Safety_Translation,ErrorOperatorComm   : BOOL;
ErrorDriveComm,T1(brief),BOOL,CODE/I_TRANSLATION/FB_Safety_Translation.st,59,VAR_OUTPUT,FB_Safety_Translation,ErrorDriveComm      : BOOL;
ErrorPhaseRotation,T1(brief),BOOL,CODE/I_TRANSLATION/FB_Safety_Translation.st,60,VAR_OUTPUT,FB_Safety_Translation,ErrorPhaseRotation  : BOOL;
ErrorBrakeThermal,T1(brief),BOOL,CODE/I_TRANSLATION/FB_Safety_Translation.st,61,VAR_OUTPUT,FB_Safety_Translation,ErrorBrakeThermal   : BOOL;
ErrorMecaB,T1(brief),BOOL,CODE/I_TRANSLATION/FB_Safety_Translation.st,62,VAR_OUTPUT,FB_Safety_Translation,ErrorMecaB          : BOOL;
ErrorMecaA,T1(brief),BOOL,CODE/I_TRANSLATION/FB_Safety_Translation.st,63,VAR_OUTPUT,FB_Safety_Translation,ErrorMecaA          : BOOL;
ErrorLimitSwitch,T1(brief),BOOL,CODE/I_TRANSLATION/FB_Safety_Translation.st,64,VAR_OUTPUT,FB_Safety_Translation,ErrorLimitSwitch    : BOOL;
ErrorSensorIncoherent,T1(brief),BOOL,CODE/I_TRANSLATION/FB_Safety_Translation.st,65,VAR_OUTPUT,FB_Safety_Translation,ErrorSensorIncoherent: BOOL;
PhaseRotationFault,T1(brief),BOOL,CODE/I_TRANSLATION/FB_Safety_Translation.st,83,VAR,FB_Safety_Translation,PhaseRotationFault  : BOOL;
BrakeThermalFault,T1(brief),BOOL,CODE/I_TRANSLATION/FB_Safety_Translation.st,84,VAR,FB_Safety_Translation,BrakeThermalFault   : BOOL;
MecaBFault,T1(brief),BOOL,CODE/I_TRANSLATION/FB_Safety_Translation.st,85,VAR,FB_Safety_Translation,MecaBFault          : BOOL;
MecaAFault,T1(brief),BOOL,CODE/I_TRANSLATION/FB_Safety_Translation.st,86,VAR,FB_Safety_Translation,MecaAFault          : BOOL;
SensorIncoherentFault,T1(brief),BOOL,CODE/I_TRANSLATION/FB_Safety_Translation.st,87,VAR,FB_Safety_Translation,SensorIncoherentFault: BOOL;
instFault,T1(brief),FB_FaultCore,CODE/I_TRANSLATION/FB_Safety_Translation.st,90,VAR,FB_Safety_Translation,instFault           : FB_FaultCore;
PhaseRotationFault,T1(brief),= FALSE,CODE/I_TRANSLATION/FB_Safety_Translation.st,102,?,FB_Safety_Translation,PhaseRotationFault    := FALSE;
BrakeThermalFault,T1(brief),= FALSE,CODE/I_TRANSLATION/FB_Safety_Translation.st,103,?,FB_Safety_Translation,BrakeThermalFault     := FALSE;
MecaBFault,T1(brief),= FALSE,CODE/I_TRANSLATION/FB_Safety_Translation.st,104,?,FB_Safety_Translation,MecaBFault            := FALSE;
MecaAFault,T1(brief),= FALSE,CODE/I_TRANSLATION/FB_Safety_Translation.st,105,?,FB_Safety_Translation,MecaAFault            := FALSE;
SensorIncoherentFault,T1(brief),= FALSE,CODE/I_TRANSLATION/FB_Safety_Translation.st,106,?,FB_Safety_Translation,SensorIncoherentFault := FALSE;
PhaseRotationFault,T1(brief),= FALSE,CODE/I_TRANSLATION/FB_Safety_Translation.st,111,?,FB_Safety_Translation,PhaseRotationFault    := FALSE;
BrakeThermalFault,T1(brief),= FALSE,CODE/I_TRANSLATION/FB_Safety_Translation.st,112,?,FB_Safety_Translation,BrakeThermalFault     := FALSE;
MecaBFault,T1(brief),= FALSE,CODE/I_TRANSLATION/FB_Safety_Translation.st,113,?,FB_Safety_Translation,MecaBFault            := FALSE;
MecaAFault,T1(brief),= FALSE,CODE/I_TRANSLATION/FB_Safety_Translation.st,114,?,FB_Safety_Translation,MecaAFault            := FALSE;
SensorIncoherentFault,T1(brief),= FALSE,CODE/I_TRANSLATION/FB_Safety_Translation.st,115,?,FB_Safety_Translation,SensorIncoherentFault := FALSE;
PhaseRotationFault,T1(brief),= TRUE,CODE/I_TRANSLATION/FB_Safety_Translation.st,141,?,FB_Safety_Translation,PhaseRotationFault := TRUE;
BrakeThermalFault,T1(brief),= TRUE,CODE/I_TRANSLATION/FB_Safety_Translation.st,149,?,FB_Safety_Translation,BrakeThermalFault := TRUE;
SensorIncoherentFault,T1(brief),= TRUE,CODE/I_TRANSLATION/FB_Safety_Translation.st,213,?,FB_Safety_Translation,SensorIncoherentFault := TRUE;
Fault,T1(brief),= instFault.Fault,CODE/I_TRANSLATION/FB_Safety_Translation.st,234,?,FB_Safety_Translation,Fault := instFault.Fault;
ErrorOperatorComm,T1(brief),= FALSE,CODE/I_TRANSLATION/FB_Safety_Translation.st,242,?,FB_Safety_Translation,ErrorOperatorComm := FALSE;
ErrorDriveComm,T1(brief),= FALSE,CODE/I_TRANSLATION/FB_Safety_Translation.st,243,?,FB_Safety_Translation,ErrorDriveComm := FALSE;
ErrorPhaseRotation,T1(brief),= FALSE,CODE/I_TRANSLATION/FB_Safety_Translation.st,244,?,FB_Safety_Translation,ErrorPhaseRotation := FALSE;
ErrorBrakeThermal,T1(brief),= FALSE,CODE/I_TRANSLATION/FB_Safety_Translation.st,245,?,FB_Safety_Translation,ErrorBrakeThermal := FALSE;
ErrorMecaB,T1(brief),= FALSE,CODE/I_TRANSLATION/FB_Safety_Translation.st,246,?,FB_Safety_Translation,ErrorMecaB := FALSE;
ErrorMecaA,T1(brief),= FALSE,CODE/I_TRANSLATION/FB_Safety_Translation.st,247,?,FB_Safety_Translation,ErrorMecaA := FALSE;
ErrorLimitSwitch,T1(brief),= FALSE,CODE/I_TRANSLATION/FB_Safety_Translation.st,248,?,FB_Safety_Translation,ErrorLimitSwitch := FALSE;
ErrorSensorIncoherent,T1(brief),= FALSE,CODE/I_TRANSLATION/FB_Safety_Translation.st,249,?,FB_Safety_Translation,ErrorSensorIncoherent := FALSE;
ErrorOperatorComm,T1(brief),= instCauses[0].Active,CODE/I_TRANSLATION/FB_Safety_Translation.st,270,?,FB_Safety_Translation,ErrorOperatorComm     := instCauses[0].Active;
ErrorDriveComm,T1(brief),= instCauses[1].Active,CODE/I_TRANSLATION/FB_Safety_Translation.st,271,?,FB_Safety_Translation,ErrorDriveComm        := instCauses[1].Active;
ErrorPhaseRotation,T1(brief),= instCauses[2].Active,CODE/I_TRANSLATION/FB_Safety_Translation.st,272,?,FB_Safety_Translation,ErrorPhaseRotation    := instCauses[2].Active;
ErrorBrakeThermal,T1(brief),= instCauses[3].Active,CODE/I_TRANSLATION/FB_Safety_Translation.st,273,?,FB_Safety_Translation,ErrorBrakeThermal     := instCauses[3].Active;
ErrorMecaB,T1(brief),= instCauses[4].Active,CODE/I_TRANSLATION/FB_Safety_Translation.st,274,?,FB_Safety_Translation,ErrorMecaB            := instCauses[4].Active;
ErrorMecaA,T1(brief),= instCauses[5].Active,CODE/I_TRANSLATION/FB_Safety_Translation.st,275,?,FB_Safety_Translation,ErrorMecaA            := instCauses[5].Active;
ErrorLimitSwitch,T1(brief),= instCauses[6].Active,CODE/I_TRANSLATION/FB_Safety_Translation.st,276,?,FB_Safety_Translation,ErrorLimitSwitch      := instCauses[6].Active;
ErrorSensorIncoherent,T1(brief),= instCauses[7].Active,CODE/I_TRANSLATION/FB_Safety_Translation.st,277,?,FB_Safety_Translation,ErrorSensorIncoherent := instCauses[7].Active;
Fault,T1(brief),ST_Fault,CODE/I_TRANSLATION/FB_Translation.st,54,VAR_OUTPUT,FB_Translation,Fault                       : ST_Fault;
DriveFaultLatching,T1(brief),BOOL,CODE/I_TRANSLATION/FB_Translation.st,87,VAR,FB_Translation,DriveFaultLatching          : BOOL;
instFault,T1(brief),FB_FaultCore,CODE/I_TRANSLATION/FB_Translation.st,88,VAR,FB_Translation,instFault                   : FB_FaultCore;
DriveFaultLatching,T1(brief),= FALSE,CODE/I_TRANSLATION/FB_Translation.st,99,?,FB_Translation,DriveFaultLatching := FALSE;
DriveFaultLatching,T1(brief),= TRUE,CODE/I_TRANSLATION/FB_Translation.st,103,?,FB_Translation,DriveFaultLatching := TRUE;
Fault,T1(brief),= instFault.Fault,CODE/I_TRANSLATION/FB_Translation.st,133,?,FB_Translation,Fault := instFault.Fault;
Fault,T1(brief),ST_Fault,CODE/I_TRANSLATION/FB_TranslationOutputInterlock.st,30,VAR_OUTPUT,FB_TranslationOutputInterlock,Fault                        : ST_Fault;
instFault,T1(brief),FB_FaultCore,CODE/I_TRANSLATION/FB_TranslationOutputInterlock.st,60,VAR,FB_TranslationOutputInterlock,instFault                    : FB_FaultCore;
Fault,T1(brief),= instFault.Fault,CODE/I_TRANSLATION/FB_TranslationOutputInterlock.st,120,?,FB_TranslationOutputInterlock,Fault := instFault.Fault;
Error,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/1_TREUILS_BENNE/ST_BucketHMIState.st,18,STRUCT,,Error               : BOOL;
ErrorId,T1(brief),WORD,CODE/J_SUPERVISION/_TYPES/1_TREUILS_BENNE/ST_BucketHMIState.st,19,STRUCT,,ErrorId             : WORD;
EncoderFault,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/1_TREUILS_BENNE/ST_BypassWinch.st,16,STRUCT,,EncoderFault      : BOOL;
Idx310_ErrorOperatorComm,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/1_TREUILS_BENNE/ST_Chain_Winch_Safety.st,13,STRUCT,,Idx310_ErrorOperatorComm : BOOL;
Idx311_ErrorEncoder,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/1_TREUILS_BENNE/ST_Chain_Winch_Safety.st,14,STRUCT,,Idx311_ErrorEncoder      : BOOL;
Idx312_ErrorPhaseRotation,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/1_TREUILS_BENNE/ST_Chain_Winch_Safety.st,15,STRUCT,,Idx312_ErrorPhaseRotation: BOOL;
Idx313_ErrorMecaA,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/1_TREUILS_BENNE/ST_Chain_Winch_Safety.st,16,STRUCT,,Idx313_ErrorMecaA        : BOOL;
Idx314_ErrorMecaB,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/1_TREUILS_BENNE/ST_Chain_Winch_Safety.st,17,STRUCT,,Idx314_ErrorMecaB        : BOOL;
Idx315_ErrorMecaC,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/1_TREUILS_BENNE/ST_Chain_Winch_Safety.st,18,STRUCT,,Idx315_ErrorMecaC        : BOOL;
Idx316_ErrorMecaD,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/1_TREUILS_BENNE/ST_Chain_Winch_Safety.st,19,STRUCT,,Idx316_ErrorMecaD        : BOOL;
Idx317_ErrorMecaE,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/1_TREUILS_BENNE/ST_Chain_Winch_Safety.st,20,STRUCT,,Idx317_ErrorMecaE        : BOOL;
Idx318_ErrorBrakeThermal,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/1_TREUILS_BENNE/ST_Chain_Winch_Safety.st,21,STRUCT,,Idx318_ErrorBrakeThermal : BOOL;
Idx319_ErrorOppositeDir,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/1_TREUILS_BENNE/ST_Chain_Winch_Safety.st,22,STRUCT,,Idx319_ErrorOppositeDir  : BOOL;
Idx320_ErrorNoMovement,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/1_TREUILS_BENNE/ST_Chain_Winch_Safety.st,23,STRUCT,,Idx320_ErrorNoMovement   : BOOL;
Idx302_BucketFaultActive,T1(brief),BOOL,CODE/J_SUPERVISION/_TYPES/1_TREUILS_BENNE/ST_ChainBucket.st,35,STRUCT,,Idx302_BucketFaultActive     : BOOL;
Idx305_KoboldBottomTouchLatched,T2(elargi),BOOL,CODE/J_SUPERVISION/_TYPES/1_TREUILS_BENNE/ST_ChainBucket.st,38,STRUCT,,Idx305_KoboldBottomTouchLatched    : BOOL;
