nom,tier,type,fichier,ligne,bloc,pou,declaration
PresetFailError,T1(brief),BOOL,CODE/E_CODEURS/FB_Encoder_Homing.st,88,VAR,FB_Encoder_Homing,PresetFailError        : BOOL;
BootIncoherentError,T1(brief),BOOL,CODE/E_CODEURS/FB_Encoder_Homing.st,89,VAR,FB_Encoder_Homing,BootIncoherentError    : BOOL;
instFault,T1(brief),FB_FaultCore,CODE/E_CODEURS/FB_Encoder_Homing.st,103,VAR,FB_Encoder_Homing,instFault              : FB_FaultCore;
HomingModeError,T1(brief),= FALSE,CODE/E_CODEURS/FB_Encoder_Homing.st,124,?,FB_Encoder_Homing,HomingModeError := FALSE;
TargetOutOfRangeError,T1(brief),= FALSE,CODE/E_CODEURS/FB_Encoder_Homing.st,125,?,FB_Encoder_Homing,TargetOutOfRangeError := FALSE;
PresetFailError,T1(brief),= FALSE,CODE/E_CODEURS/FB_Encoder_Homing.st,126,?,FB_Encoder_Homing,PresetFailError := FALSE;
BootIncoherentError,T1(brief),= FALSE,CODE/E_CODEURS/FB_Encoder_Homing.st,132,?,FB_Encoder_Homing,BootIncoherentError := FALSE;
Fault,T1(brief),= instFault.Fault,CODE/E_CODEURS/FB_Encoder_Homing.st,154,?,FB_Encoder_Homing,Fault := instFault.Fault;
BootIncoherentError,T1(brief),= TRUE,CODE/E_CODEURS/FB_Encoder_Homing.st,186,?,FB_Encoder_Homing,BootIncoherentError := TRUE;
HomingModeError,T1(brief),= TRUE,CODE/E_CODEURS/FB_Encoder_Homing.st,203,?,FB_Encoder_Homing,HomingModeError := TRUE;
TargetOutOfRangeError,T1(brief),= TRUE,CODE/E_CODEURS/FB_Encoder_Homing.st,227,?,FB_Encoder_Homing,TargetOutOfRangeError := TRUE;
PresetFailError,T1(brief),= FALSE,CODE/E_CODEURS/FB_Encoder_Homing.st,269,?,FB_Encoder_Homing,PresetFailError := FALSE;
PresetFailError,T1(brief),= TRUE,CODE/E_CODEURS/FB_Encoder_Homing.st,274,?,FB_Encoder_Homing,PresetFailError := TRUE;
Fault,T1(brief),ST_Fault,CODE/E_CODEURS/FB_Encoder_Safety.st,31,VAR_OUTPUT,FB_Encoder_Safety,Fault                 : ST_Fault;
instFault,T1(brief),FB_FaultCore,CODE/E_CODEURS/FB_Encoder_Safety.st,42,VAR,FB_Encoder_Safety,instFault             : FB_FaultCore;
Fault,T1(brief),= instFault.Fault,CODE/E_CODEURS/FB_Encoder_Safety.st,63,?,FB_Encoder_Safety,Fault := instFault.Fault;
EncoderFault,T1(brief),BOOL,CODE/E_CODEURS/FB_EncoderReliability.st,24,VAR_OUTPUT,FB_EncoderReliability,EncoderFault      : BOOL;
EncoderFaultPresent,T1(brief),BOOL,CODE/F_MODES/FB_Modes.st,46,VAR_INPUT,FB_Modes,EncoderFaultPresent     : BOOL;
Fault,T1(brief),ST_Fault,CODE/F_MODES/FB_Modes.st,78,VAR_OUTPUT,FB_Modes,Fault                   : ST_Fault;
instFault,T1(brief),FB_FaultCore,CODE/F_MODES/FB_Modes.st,87,VAR,FB_Modes,instFault               : FB_FaultCore;
SemiAutoCycleNotReadyFault,T1(brief),BOOL,CODE/F_MODES/FB_Modes.st,100,VAR,FB_Modes,SemiAutoCycleNotReadyFault        : BOOL;
Fault,T1(brief),= instFault.Fault,CODE/F_MODES/FB_Modes.st,185,?,FB_Modes,Fault := instFault.Fault;
ModeChangeBlockReason,T2(elargi),= 'Chgt mode refuse : contacteur M1',CODE/F_MODES/FB_Modes.st,272,?,FB_Modes,ModeChangeBlockReason := 'Chgt mode refuse : contacteur M1';
ModeChangeBlockReason,T2(elargi),= 'Chgt mode refuse : frein M1',CODE/F_MODES/FB_Modes.st,274,?,FB_Modes,ModeChangeBlockReason := 'Chgt mode refuse : frein M1';
ModeChangeBlockReason,T2(elargi),= 'Chgt mode refuse : M1 en mvt',CODE/F_MODES/FB_Modes.st,276,?,FB_Modes,ModeChangeBlockReason := 'Chgt mode refuse : M1 en mvt';
ModeChangeBlockReason,T2(elargi),= 'Chgt mode refuse : contacteur M2',CODE/F_MODES/FB_Modes.st,278,?,FB_Modes,ModeChangeBlockReason := 'Chgt mode refuse : contacteur M2';
ModeChangeBlockReason,T2(elargi),= 'Chgt mode refuse : frein M2',CODE/F_MODES/FB_Modes.st,280,?,FB_Modes,ModeChangeBlockReason := 'Chgt mode refuse : frein M2';
ModeChangeBlockReason,T2(elargi),= 'Chgt mode refuse : M2 en mvt',CODE/F_MODES/FB_Modes.st,282,?,FB_Modes,ModeChangeBlockReason := 'Chgt mode refuse : M2 en mvt';
ModeChangeBlockReason,T2(elargi),= '',CODE/F_MODES/FB_Modes.st,284,?,FB_Modes,ModeChangeBlockReason := '';
HomingError,T1(brief),BOOL,CODE/G_CYCLE/_TYPES/ST_fbMachineHomingCycle_AxisHomingStatus.st,13,STRUCT,,HomingError      : BOOL;
Fault,T1(brief),ST_Fault,CODE/G_CYCLE/FB_CycleMachineHoming.st,57,VAR_OUTPUT,FB_CycleMachineHoming,Fault                       : ST_Fault;
MachineHomingStepAtError,T1(brief),E_MachineHomingStep := E_MachineHomingStep.IDLE,CODE/G_CYCLE/FB_CycleMachineHoming.st,63,VAR_OUTPUT,FB_CycleMachineHoming,MachineHomingStepAtError    : E_MachineHomingStep := E_MachineHomingStep.IDLE;
instFault,T1(brief),FB_FaultCore,CODE/G_CYCLE/FB_CycleMachineHoming.st,90,VAR,FB_CycleMachineHoming,instFault                   : FB_FaultCore;
LatchedEdge,T2(elargi),R_TRIG,CODE/G_CYCLE/FB_CycleMachineHoming.st,92,VAR,FB_CycleMachineHoming,LatchedEdge                 : R_TRIG;
AxisHomingError,T1(brief),BOOL,CODE/G_CYCLE/FB_CycleMachineHoming.st,133,VAR,FB_CycleMachineHoming,AxisHomingError             : BOOL;
HomingLossLatched,T2(elargi),BOOL,CODE/G_CYCLE/FB_CycleMachineHoming.st,142,VAR,FB_CycleMachineHoming,HomingLossLatched           : BOOL;
BucketCloseConfirmedLatched,T2(elargi),BOOL,CODE/G_CYCLE/FB_CycleMachineHoming.st,160,VAR,FB_CycleMachineHoming,BucketCloseConfirmedLatched : BOOL;
CST_CauseHomingErrorM1,T1(brief),INT := 3,CODE/G_CYCLE/FB_CycleMachineHoming.st,167,VAR CONSTANT,FB_CycleMachineHoming,CST_CauseHomingErrorM1      : INT := 3;
CST_CauseHomingErrorM2,T1(brief),INT := 4,CODE/G_CYCLE/FB_CycleMachineHoming.st,168,VAR CONSTANT,FB_CycleMachineHoming,CST_CauseHomingErrorM2      : INT := 4;
AxisHomingError,T1(brief),= M1Status.HomingError OR M2Status.HomingError,CODE/G_CYCLE/FB_CycleMachineHoming.st,253,?,FB_CycleMachineHoming,AxisHomingError  := M1Status.HomingError OR M2Status.HomingError;
HomingLossLatched,T2(elargi),= TRUE,CODE/G_CYCLE/FB_CycleMachineHoming.st,347,?,FB_CycleMachineHoming,HomingLossLatched := TRUE;
HomingLossLatched,T2(elargi),= FALSE,CODE/G_CYCLE/FB_CycleMachineHoming.st,353,?,FB_CycleMachineHoming,HomingLossLatched := FALSE;
HomingLossLatched,T2(elargi),= FALSE,CODE/G_CYCLE/FB_CycleMachineHoming.st,378,?,FB_CycleMachineHoming,HomingLossLatched   := FALSE;
BucketCloseConfirmedLatched,T2(elargi),= FALSE,CODE/G_CYCLE/FB_CycleMachineHoming.st,381,?,FB_CycleMachineHoming,BucketCloseConfirmedLatched := FALSE;
BucketCloseConfirmedLatched,T2(elargi),= TRUE,CODE/G_CYCLE/FB_CycleMachineHoming.st,425,?,FB_CycleMachineHoming,BucketCloseConfirmedLatched := TRUE;
BucketCloseConfirmedLatched,T2(elargi),= FALSE,CODE/G_CYCLE/FB_CycleMachineHoming.st,428,?,FB_CycleMachineHoming,BucketCloseConfirmedLatched := FALSE;
Fault,T1(brief),= instFault.Fault,CODE/G_CYCLE/FB_CycleMachineHoming.st,464,?,FB_CycleMachineHoming,Fault := instFault.Fault;
BucketCloseConfirmedLatched,T2(elargi),= FALSE,CODE/G_CYCLE/FB_CycleMachineHoming.st,566,?,FB_CycleMachineHoming,BucketCloseConfirmedLatched := FALSE;
BucketCloseConfirmedLatched,T2(elargi),= FALSE,CODE/G_CYCLE/FB_CycleMachineHoming.st,574,?,FB_CycleMachineHoming,BucketCloseConfirmedLatched := FALSE;
MachineHomingStepAtError,T1(brief),= MachineHomingStep,CODE/G_CYCLE/FB_CycleMachineHoming.st,867,?,FB_CycleMachineHoming,MachineHomingStepAtError := MachineHomingStep;
EncoderFaultPresent,T1(brief),BOOL,CODE/G_CYCLE/FB_CycleSemiAuto.st,16,VAR_INPUT,FB_CycleSemiAuto,EncoderFaultPresent     : BOOL;
ResumeAfterFault,T1(brief),BOOL,CODE/G_CYCLE/FB_CycleSemiAuto.st,29,VAR_INPUT,FB_CycleSemiAuto,ResumeAfterFault        : BOOL;
WinchSyncError,T1(brief),BOOL,CODE/G_CYCLE/FB_CycleSemiAuto.st,40,VAR_INPUT,FB_CycleSemiAuto,WinchSyncError          : BOOL;
Fault,T1(brief),ST_Fault,CODE/G_CYCLE/FB_CycleSemiAuto.st,109,VAR_OUTPUT,FB_CycleSemiAuto,Fault                   : ST_Fault;
ForceStepRejected,T2(elargi),BOOL,CODE/G_CYCLE/FB_CycleSemiAuto.st,122,VAR_OUTPUT,FB_CycleSemiAuto,ForceStepRejected       : BOOL;
CycleStepAtError,T1(brief),E_AutoCycleStep,CODE/G_CYCLE/FB_CycleSemiAuto.st,137,VAR_OUTPUT,FB_CycleSemiAuto,CycleStepAtError        : E_AutoCycleStep;
M1SpeedStepAtFault,T1(brief),INT,CODE/G_CYCLE/FB_CycleSemiAuto.st,138,VAR_OUTPUT,FB_CycleSemiAuto,M1SpeedStepAtFault      : INT;
M2SpeedStepAtFault,T1(brief),INT,CODE/G_CYCLE/FB_CycleSemiAuto.st,139,VAR_OUTPUT,FB_CycleSemiAuto,M2SpeedStepAtFault      : INT;
ResumeAfterFaultAvailable,T1(brief),BOOL,CODE/G_CYCLE/FB_CycleSemiAuto.st,140,VAR_OUTPUT,FB_CycleSemiAuto,ResumeAfterFaultAvailable : BOOL;
ResumeAfterFaultEdge,T1(brief),R_TRIG,CODE/G_CYCLE/FB_CycleSemiAuto.st,166,VAR,FB_CycleSemiAuto,ResumeAfterFaultEdge    : R_TRIG;
ErrorEdge,T1(brief),R_TRIG,CODE/G_CYCLE/FB_CycleSemiAuto.st,167,VAR,FB_CycleSemiAuto,ErrorEdge               : R_TRIG;
AutoDiveM2Step5TrialLatched,T2(elargi),BOOL := FALSE,CODE/G_CYCLE/FB_CycleSemiAuto.st,179,VAR,FB_CycleSemiAuto,AutoDiveM2Step5TrialLatched : BOOL := FALSE;
instFault,T1(brief),FB_FaultCore,CODE/G_CYCLE/FB_CycleSemiAuto.st,264,VAR,FB_CycleSemiAuto,instFault               : FB_FaultCore;
ForceStepRejected,T2(elargi),= FALSE,CODE/G_CYCLE/FB_CycleSemiAuto.st,299,?,FB_CycleSemiAuto,ForceStepRejected := FALSE;
Fault,T1(brief),= instFault.Fault,CODE/G_CYCLE/FB_CycleSemiAuto.st,551,?,FB_CycleSemiAuto,Fault := instFault.Fault;
ForceStepRejected,T2(elargi),= TRUE,CODE/G_CYCLE/FB_CycleSemiAuto.st,654,?,FB_CycleSemiAuto,ForceStepRejected := TRUE;
ForceStepRejected,T2(elargi),= TRUE,CODE/G_CYCLE/FB_CycleSemiAuto.st,657,?,FB_CycleSemiAuto,ForceStepRejected := TRUE;
ForceStepRejected,T2(elargi),= TRUE,CODE/G_CYCLE/FB_CycleSemiAuto.st,668,?,FB_CycleSemiAuto,ForceStepRejected := TRUE;
AutoDiveM2Step5TrialLatched,T2(elargi),= FALSE,CODE/G_CYCLE/FB_CycleSemiAuto.st,693,?,FB_CycleSemiAuto,AutoDiveM2Step5TrialLatched := FALSE;
CycleStepAtError,T1(brief),= State,CODE/G_CYCLE/FB_CycleSemiAuto.st,824,?,FB_CycleSemiAuto,CycleStepAtError := State;
M1SpeedStepAtFault,T1(brief),= M1_SpeedStepApplied,CODE/G_CYCLE/FB_CycleSemiAuto.st,825,?,FB_CycleSemiAuto,M1SpeedStepAtFault := M1_SpeedStepApplied;
M2SpeedStepAtFault,T1(brief),= M2_SpeedStepApplied,CODE/G_CYCLE/FB_CycleSemiAuto.st,826,?,FB_CycleSemiAuto,M2SpeedStepAtFault := M2_SpeedStepApplied;
AutoDiveM2Step5TrialLatched,T2(elargi),= FALSE,CODE/G_CYCLE/FB_CycleSemiAuto.st,834,?,FB_CycleSemiAuto,AutoDiveM2Step5TrialLatched := FALSE;
AutoDiveM2Step5TrialLatched,T2(elargi),= FALSE,CODE/G_CYCLE/FB_CycleSemiAuto.st,878,?,FB_CycleSemiAuto,AutoDiveM2Step5TrialLatched := FALSE;
AutoDiveM2Step5TrialLatched,T2(elargi),= CfgAutoDiveM2Step5Trial,CODE/G_CYCLE/FB_CycleSemiAuto.st,1034,?,FB_CycleSemiAuto,AutoDiveM2Step5TrialLatched := CfgAutoDiveM2Step5Trial;
AutoDiveM2Step5TrialLatched,T2(elargi),= FALSE,CODE/G_CYCLE/FB_CycleSemiAuto.st,1175,?,FB_CycleSemiAuto,AutoDiveM2Step5TrialLatched := FALSE;
Fault,T1(brief),ST_Fault,CODE/H_TREUILS_BENNE/BENNE/FB_Bucket.st,67,VAR_OUTPUT,FB_Bucket,Fault                           : ST_Fault;
SevereError,T1(brief),BOOL,CODE/H_TREUILS_BENNE/BENNE/FB_Bucket.st,130,VAR,FB_Bucket,SevereError                     : BOOL;
CfgFaultLatched,T1(brief),BOOL,CODE/H_TREUILS_BENNE/BENNE/FB_Bucket.st,139,VAR,FB_Bucket,CfgFaultLatched                 : BOOL;
OffsetMaxFaultLatched,T1(brief),BOOL,CODE/H_TREUILS_BENNE/BENNE/FB_Bucket.st,140,VAR,FB_Bucket,OffsetMaxFaultLatched           : BOOL;
TimeoutFaultLatched,T1(brief),BOOL,CODE/H_TREUILS_BENNE/BENNE/FB_Bucket.st,141,VAR,FB_Bucket,TimeoutFaultLatched             : BOOL;
M1SlipFaultLatched,T1(brief),BOOL,CODE/H_TREUILS_BENNE/BENNE/FB_Bucket.st,142,VAR,FB_Bucket,M1SlipFaultLatched              : BOOL;
instFault,T1(brief),FB_FaultCore,CODE/H_TREUILS_BENNE/BENNE/FB_Bucket.st,145,VAR,FB_Bucket,instFault                       : FB_FaultCore;
CfgFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/BENNE/FB_Bucket.st,175,?,FB_Bucket,CfgFaultLatched       := FALSE;
OffsetMaxFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/BENNE/FB_Bucket.st,176,?,FB_Bucket,OffsetMaxFaultLatched := FALSE;
TimeoutFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/BENNE/FB_Bucket.st,177,?,FB_Bucket,TimeoutFaultLatched   := FALSE;
M1SlipFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/BENNE/FB_Bucket.st,178,?,FB_Bucket,M1SlipFaultLatched    := FALSE;
CfgFaultLatched,T1(brief),= TRUE,CODE/H_TREUILS_BENNE/BENNE/FB_Bucket.st,187,?,FB_Bucket,CfgFaultLatched := TRUE;
OffsetMaxFaultLatched,T1(brief),= TRUE,CODE/H_TREUILS_BENNE/BENNE/FB_Bucket.st,213,?,FB_Bucket,OffsetMaxFaultLatched := TRUE;
TimeoutFaultLatched,T1(brief),= TRUE,CODE/H_TREUILS_BENNE/BENNE/FB_Bucket.st,261,?,FB_Bucket,TimeoutFaultLatched := TRUE;
M1SlipFaultLatched,T1(brief),= TRUE,CODE/H_TREUILS_BENNE/BENNE/FB_Bucket.st,276,?,FB_Bucket,M1SlipFaultLatched := TRUE;
Fault,T1(brief),= instFault.Fault,CODE/H_TREUILS_BENNE/BENNE/FB_Bucket.st,304,?,FB_Bucket,Fault := instFault.Fault;
SevereError,T1(brief),= Fault.Error,CODE/H_TREUILS_BENNE/BENNE/FB_Bucket.st,423,?,FB_Bucket,SevereError := Fault.Error;
Violation,T2(elargi),BOOL,CODE/H_TREUILS_BENNE/FB_DriftGuard.st,21,VAR_OUTPUT,FB_DriftGuard,Violation                       : BOOL;
Violation,T2(elargi),= DriftM > ToleranceM,CODE/H_TREUILS_BENNE/FB_DriftGuard.st,36,?,FB_DriftGuard,Violation := DriftM > ToleranceM;
Violation,T2(elargi),= FALSE,CODE/H_TREUILS_BENNE/FB_DriftGuard.st,40,?,FB_DriftGuard,Violation := FALSE;
EncoderFaultBypass,T1(brief),BOOL,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,65,VAR_INPUT,FB_Safety_Winch,EncoderFaultBypass              : BOOL;
Fault,T1(brief),ST_Fault,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,87,VAR_OUTPUT,FB_Safety_Winch,Fault                           : ST_Fault;
OverspeedFault,T1(brief),BOOL,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,100,VAR_OUTPUT,FB_Safety_Winch,OverspeedFault                  : BOOL;
EncoderFaultLatched,T1(brief),BOOL,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,153,VAR,FB_Safety_Winch,EncoderFaultLatched             : BOOL;
MotorThermalFaultLatched,T1(brief),BOOL,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,154,VAR,FB_Safety_Winch,MotorThermalFaultLatched        : BOOL;
PhaseRotationFaultLatched,T1(brief),BOOL,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,155,VAR,FB_Safety_Winch,PhaseRotationFaultLatched       : BOOL;
MecaAFaultLatched,T1(brief),BOOL,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,156,VAR,FB_Safety_Winch,MecaAFaultLatched               : BOOL;
MecaBFaultLatched,T1(brief),BOOL,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,157,VAR,FB_Safety_Winch,MecaBFaultLatched               : BOOL;
MecaCFaultLatched,T1(brief),BOOL,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,158,VAR,FB_Safety_Winch,MecaCFaultLatched               : BOOL;
BrakeThermalFaultLatched,T1(brief),BOOL,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,159,VAR,FB_Safety_Winch,BrakeThermalFaultLatched        : BOOL;
MecaDFaultLatched,T1(brief),BOOL,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,160,VAR,FB_Safety_Winch,MecaDFaultLatched               : BOOL;
MecaEFaultLatched,T1(brief),BOOL,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,161,VAR,FB_Safety_Winch,MecaEFaultLatched               : BOOL;
MecaEEscaladeFaultLatched,T1(brief),BOOL,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,162,VAR,FB_Safety_Winch,MecaEEscaladeFaultLatched       : BOOL;
OppositeDirectionFaultLatched,T1(brief),BOOL,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,163,VAR,FB_Safety_Winch,OppositeDirectionFaultLatched   : BOOL;
NoMovementFaultLatched,T1(brief),BOOL,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,164,VAR,FB_Safety_Winch,NoMovementFaultLatched          : BOOL;
OverspeedFaultLatched,T1(brief),BOOL,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,165,VAR,FB_Safety_Winch,OverspeedFaultLatched           : BOOL;
instFault,T1(brief),FB_FaultCore,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,168,VAR,FB_Safety_Winch,instFault                       : FB_FaultCore;
EncoderFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,184,?,FB_Safety_Winch,EncoderFaultLatched           := FALSE;
MotorThermalFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,185,?,FB_Safety_Winch,MotorThermalFaultLatched      := FALSE;
PhaseRotationFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,186,?,FB_Safety_Winch,PhaseRotationFaultLatched     := FALSE;
MecaAFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,187,?,FB_Safety_Winch,MecaAFaultLatched             := FALSE;
MecaBFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,188,?,FB_Safety_Winch,MecaBFaultLatched             := FALSE;
MecaCFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,189,?,FB_Safety_Winch,MecaCFaultLatched             := FALSE;
BrakeThermalFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,190,?,FB_Safety_Winch,BrakeThermalFaultLatched      := FALSE;
MecaDFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,191,?,FB_Safety_Winch,MecaDFaultLatched             := FALSE;
MecaEFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,192,?,FB_Safety_Winch,MecaEFaultLatched             := FALSE;
MecaEEscaladeFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,193,?,FB_Safety_Winch,MecaEEscaladeFaultLatched     := FALSE;
OppositeDirectionFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,194,?,FB_Safety_Winch,OppositeDirectionFaultLatched := FALSE;
NoMovementFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,195,?,FB_Safety_Winch,NoMovementFaultLatched        := FALSE;
OverspeedFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,196,?,FB_Safety_Winch,OverspeedFaultLatched         := FALSE;
EncoderFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,203,?,FB_Safety_Winch,EncoderFaultLatched           := FALSE;
MotorThermalFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,204,?,FB_Safety_Winch,MotorThermalFaultLatched      := FALSE;
PhaseRotationFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,205,?,FB_Safety_Winch,PhaseRotationFaultLatched     := FALSE;
MecaAFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,206,?,FB_Safety_Winch,MecaAFaultLatched             := FALSE;
MecaBFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,207,?,FB_Safety_Winch,MecaBFaultLatched             := FALSE;
MecaCFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,208,?,FB_Safety_Winch,MecaCFaultLatched             := FALSE;
BrakeThermalFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,209,?,FB_Safety_Winch,BrakeThermalFaultLatched      := FALSE;
MecaDFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,210,?,FB_Safety_Winch,MecaDFaultLatched             := FALSE;
MecaEFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,211,?,FB_Safety_Winch,MecaEFaultLatched             := FALSE;
MecaEEscaladeFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,212,?,FB_Safety_Winch,MecaEEscaladeFaultLatched     := FALSE;
OppositeDirectionFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,213,?,FB_Safety_Winch,OppositeDirectionFaultLatched := FALSE;
NoMovementFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,214,?,FB_Safety_Winch,NoMovementFaultLatched        := FALSE;
OverspeedFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,215,?,FB_Safety_Winch,OverspeedFaultLatched         := FALSE;
MecaAFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,251,?,FB_Safety_Winch,MecaAFaultLatched         := FALSE;
MecaEFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,252,?,FB_Safety_Winch,MecaEFaultLatched         := FALSE;
MecaEEscaladeFaultLatched,T1(brief),= FALSE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,253,?,FB_Safety_Winch,MecaEEscaladeFaultLatched := FALSE;
EncoderFaultLatched,T1(brief),= TRUE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,278,?,FB_Safety_Winch,EncoderFaultLatched := TRUE;
MotorThermalFaultLatched,T1(brief),= TRUE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,286,?,FB_Safety_Winch,MotorThermalFaultLatched := TRUE;
PhaseRotationFaultLatched,T1(brief),= TRUE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,303,?,FB_Safety_Winch,PhaseRotationFaultLatched := TRUE;
BrakeThermalFaultLatched,T1(brief),= TRUE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,366,?,FB_Safety_Winch,BrakeThermalFaultLatched := TRUE;
MecaEFaultLatched,T1(brief),= TRUE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,397,?,FB_Safety_Winch,MecaEFaultLatched := TRUE;
MecaEEscaladeFaultLatched,T1(brief),= TRUE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,412,?,FB_Safety_Winch,MecaEEscaladeFaultLatched := TRUE;
OverspeedFaultLatched,T1(brief),= TRUE,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,454,?,FB_Safety_Winch,OverspeedFaultLatched := TRUE;
OverspeedFault,T1(brief),= OverspeedFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,485,?,FB_Safety_Winch,OverspeedFault := OverspeedFaultLatched;
Fault,T1(brief),= instFault.Fault,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,489,?,FB_Safety_Winch,Fault := instFault.Fault;
ConfigError,T1(brief),BOOL,CODE/H_TREUILS_BENNE/FB_SpeedStep.st,24,VAR_OUTPUT,FB_SpeedStep,ConfigError                     : BOOL;
ConfigErrorId,T1(brief),WORD,CODE/H_TREUILS_BENNE/FB_SpeedStep.st,25,VAR_OUTPUT,FB_SpeedStep,ConfigErrorId                   : WORD;
_ConfigErrorIdInt,T1(brief),WORD,CODE/H_TREUILS_BENNE/FB_SpeedStep.st,29,VAR,FB_SpeedStep,_ConfigErrorIdInt               : WORD;
_ConfigErrorIdInt,T1(brief),= 16#0000,CODE/H_TREUILS_BENNE/FB_SpeedStep.st,43,?,FB_SpeedStep,_ConfigErrorIdInt := 16#0000;
_ConfigErrorIdInt,T1(brief),= _ConfigErrorIdInt OR 16#0001,CODE/H_TREUILS_BENNE/FB_SpeedStep.st,49,?,FB_SpeedStep,_ConfigErrorIdInt := _ConfigErrorIdInt OR 16#0001;
_ConfigErrorIdInt,T1(brief),= _ConfigErrorIdInt OR 16#0001,CODE/H_TREUILS_BENNE/FB_SpeedStep.st,53,?,FB_SpeedStep,_ConfigErrorIdInt := _ConfigErrorIdInt OR 16#0001;
ConfigErrorId,T1(brief),= _ConfigErrorIdInt,CODE/H_TREUILS_BENNE/FB_SpeedStep.st,55,?,FB_SpeedStep,ConfigErrorId := _ConfigErrorIdInt;
