nom,fichier,ligne,role,contexte
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,934,LECTURE,AlarmArray[AlarmCount] := '[M2] Limite basse cable atteinte'; AlarmCount := AlarmCount + 1;
ErrorOperatorComm,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,938,LECTURE,IF TranslationSafety.ErrorOperatorComm AND Joy1Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,938,LECTURE,IF TranslationSafety.ErrorOperatorComm AND Joy1Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
CST_NbMaxAlarmes,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,938,LECTURE,IF TranslationSafety.ErrorOperatorComm AND Joy1Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,939,LECTURE,AlarmArray[AlarmCount] := '[M3] ErrorID:01 - perte com operateur'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,939,ECRITURE,AlarmArray[AlarmCount] := '[M3] ErrorID:01 - perte com operateur'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,939,LECTURE,AlarmArray[AlarmCount] := '[M3] ErrorID:01 - perte com operateur'; AlarmCount := AlarmCount + 1;
ErrorDriveComm,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,941,LECTURE,IF TranslationSafety.ErrorDriveComm AND VarM3Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,941,LECTURE,IF TranslationSafety.ErrorDriveComm AND VarM3Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
CST_NbMaxAlarmes,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,941,LECTURE,IF TranslationSafety.ErrorDriveComm AND VarM3Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,942,LECTURE,AlarmArray[AlarmCount] := '[M3] ErrorID:02 - perte EtherCAT'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,942,ECRITURE,AlarmArray[AlarmCount] := '[M3] ErrorID:02 - perte EtherCAT'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,942,LECTURE,AlarmArray[AlarmCount] := '[M3] ErrorID:02 - perte EtherCAT'; AlarmCount := AlarmCount + 1;
ErrorPhaseRotation,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,944,LECTURE,IF TranslationSafety.ErrorPhaseRotation AND Vh0800Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,944,LECTURE,IF TranslationSafety.ErrorPhaseRotation AND Vh0800Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
CST_NbMaxAlarmes,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,944,LECTURE,IF TranslationSafety.ErrorPhaseRotation AND Vh0800Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,945,LECTURE,AlarmArray[AlarmCount] := '[M3] ErrorID:03 - rotation phases'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,945,ECRITURE,AlarmArray[AlarmCount] := '[M3] ErrorID:03 - rotation phases'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,945,LECTURE,AlarmArray[AlarmCount] := '[M3] ErrorID:03 - rotation phases'; AlarmCount := AlarmCount + 1;
ErrorMecaB,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,947,LECTURE,IF TranslationSafety.ErrorMecaB AND VarM3Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,947,LECTURE,IF TranslationSafety.ErrorMecaB AND VarM3Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
CST_NbMaxAlarmes,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,947,LECTURE,IF TranslationSafety.ErrorMecaB AND VarM3Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,948,LECTURE,AlarmArray[AlarmCount] := '[M3] ErrorID:05 - MecaB - arret non confirme apres stop'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,948,ECRITURE,AlarmArray[AlarmCount] := '[M3] ErrorID:05 - MecaB - arret non confirme apres stop'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,948,LECTURE,AlarmArray[AlarmCount] := '[M3] ErrorID:05 - MecaB - arret non confirme apres stop'; AlarmCount := AlarmCount + 1;
ErrorMecaA,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,950,LECTURE,IF TranslationSafety.ErrorMecaA AND VarM3Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,950,LECTURE,IF TranslationSafety.ErrorMecaA AND VarM3Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
CST_NbMaxAlarmes,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,950,LECTURE,IF TranslationSafety.ErrorMecaA AND VarM3Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,951,LECTURE,AlarmArray[AlarmCount] := '[M3] ErrorID:06 - MecaA - deplacement sans commande'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,951,ECRITURE,AlarmArray[AlarmCount] := '[M3] ErrorID:06 - MecaA - deplacement sans commande'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,951,LECTURE,AlarmArray[AlarmCount] := '[M3] ErrorID:06 - MecaA - deplacement sans commande'; AlarmCount := AlarmCount + 1;
ErrorLimitSwitch,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,953,LECTURE,IF TranslationSafety.ErrorLimitSwitch AND Vh0808Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,953,LECTURE,IF TranslationSafety.ErrorLimitSwitch AND Vh0808Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
CST_NbMaxAlarmes,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,953,LECTURE,IF TranslationSafety.ErrorLimitSwitch AND Vh0808Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,954,LECTURE,AlarmArray[AlarmCount] := '[M3] ErrorID:07 - butee extreme'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,954,ECRITURE,AlarmArray[AlarmCount] := '[M3] ErrorID:07 - butee extreme'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,954,LECTURE,AlarmArray[AlarmCount] := '[M3] ErrorID:07 - butee extreme'; AlarmCount := AlarmCount + 1;
ErrorSensorIncoherent,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,956,LECTURE,IF TranslationSafety.ErrorSensorIncoherent AND Vh0808Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,956,LECTURE,IF TranslationSafety.ErrorSensorIncoherent AND Vh0808Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
CST_NbMaxAlarmes,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,956,LECTURE,IF TranslationSafety.ErrorSensorIncoherent AND Vh0808Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,957,LECTURE,AlarmArray[AlarmCount] := '[M3] ErrorID:08 - capteurs incoherents'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,957,ECRITURE,AlarmArray[AlarmCount] := '[M3] ErrorID:08 - capteurs incoherents'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,957,LECTURE,AlarmArray[AlarmCount] := '[M3] ErrorID:08 - capteurs incoherents'; AlarmCount := AlarmCount + 1;
TranslationMotionErrorId,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,963,LECTURE,IF ((TranslationMotionErrorId AND 16#0001) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,963,LECTURE,IF ((TranslationMotionErrorId AND 16#0001) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
CST_NbMaxAlarmes,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,963,LECTURE,IF ((TranslationMotionErrorId AND 16#0001) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,964,LECTURE,AlarmArray[AlarmCount] := '[M3] Defaut sequence / retour frein translation'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,964,ECRITURE,AlarmArray[AlarmCount] := '[M3] Defaut sequence / retour frein translation'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,964,LECTURE,AlarmArray[AlarmCount] := '[M3] Defaut sequence / retour frein translation'; AlarmCount := AlarmCount + 1;
TranslationMotionErrorId,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,966,LECTURE,IF ((TranslationMotionErrorId AND 16#0008) <> 16#0000) AND VarM3Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,966,LECTURE,IF ((TranslationMotionErrorId AND 16#0008) <> 16#0000) AND VarM3Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
CST_NbMaxAlarmes,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,966,LECTURE,IF ((TranslationMotionErrorId AND 16#0008) <> 16#0000) AND VarM3Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,967,LECTURE,AlarmArray[AlarmCount] := '[M3] Defaut variateur translation AC600'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,967,ECRITURE,AlarmArray[AlarmCount] := '[M3] Defaut variateur translation AC600'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,967,LECTURE,AlarmArray[AlarmCount] := '[M3] Defaut variateur translation AC600'; AlarmCount := AlarmCount + 1;
TranslationMotionErrorId,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,969,LECTURE,IF ((TranslationMotionErrorId AND 16#0040) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,969,LECTURE,IF ((TranslationMotionErrorId AND 16#0040) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
CST_NbMaxAlarmes,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,969,LECTURE,IF ((TranslationMotionErrorId AND 16#0040) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,970,LECTURE,AlarmArray[AlarmCount] := '[M3] Limite extreme translation atteinte'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,970,ECRITURE,AlarmArray[AlarmCount] := '[M3] Limite extreme translation atteinte'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,970,LECTURE,AlarmArray[AlarmCount] := '[M3] Limite extreme translation atteinte'; AlarmCount := AlarmCount + 1;
TranslationFinalInterlockErrorId,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,972,LECTURE,IF (TranslationFinalInterlockErrorId <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,972,LECTURE,IF (TranslationFinalInterlockErrorId <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
CST_NbMaxAlarmes,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,972,LECTURE,IF (TranslationFinalInterlockErrorId <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,973,LECTURE,AlarmArray[AlarmCount] := '[M3] Barriere finale translation (frein / redemarrage) - Reset'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,973,ECRITURE,AlarmArray[AlarmCount] := '[M3] Barriere finale translation (frein / redemarrage) - Reset'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,973,LECTURE,AlarmArray[AlarmCount] := '[M3] Barriere finale translation (frein / redemarrage) - Reset'; AlarmCount := AlarmCount + 1;
BucketErrorId,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,979,LECTURE,IF ((BucketErrorId AND 16#0001) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,979,LECTURE,IF ((BucketErrorId AND 16#0001) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
CST_NbMaxAlarmes,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,979,LECTURE,IF ((BucketErrorId AND 16#0001) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,980,LECTURE,AlarmArray[AlarmCount] := '[BENNE] ErrorID:01 - configuration geometrie invalide'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,980,ECRITURE,AlarmArray[AlarmCount] := '[BENNE] ErrorID:01 - configuration geometrie invalide'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,980,LECTURE,AlarmArray[AlarmCount] := '[BENNE] ErrorID:01 - configuration geometrie invalide'; AlarmCount := AlarmCount + 1;
BucketErrorId,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,982,LECTURE,IF ((BucketErrorId AND 16#0002) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,982,LECTURE,IF ((BucketErrorId AND 16#0002) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
CST_NbMaxAlarmes,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,982,LECTURE,IF ((BucketErrorId AND 16#0002) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,983,LECTURE,AlarmArray[AlarmCount] := '[BENNE] ErrorID:02 - depassement ecart max autorise'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,983,ECRITURE,AlarmArray[AlarmCount] := '[BENNE] ErrorID:02 - depassement ecart max autorise'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,983,LECTURE,AlarmArray[AlarmCount] := '[BENNE] ErrorID:02 - depassement ecart max autorise'; AlarmCount := AlarmCount + 1;
BucketErrorId,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,985,LECTURE,IF ((BucketErrorId AND 16#0004) <> 16#0000) AND EncM1Valid AND EncM2Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,985,LECTURE,IF ((BucketErrorId AND 16#0004) <> 16#0000) AND EncM1Valid AND EncM2Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
CST_NbMaxAlarmes,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,985,LECTURE,IF ((BucketErrorId AND 16#0004) <> 16#0000) AND EncM1Valid AND EncM2Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,986,LECTURE,AlarmArray[AlarmCount] := '[BENNE] ErrorID:03 - timeout commande deplacement'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,986,ECRITURE,AlarmArray[AlarmCount] := '[BENNE] ErrorID:03 - timeout commande deplacement'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,986,LECTURE,AlarmArray[AlarmCount] := '[BENNE] ErrorID:03 - timeout commande deplacement'; AlarmCount := AlarmCount + 1;
BucketErrorId,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,988,LECTURE,IF ((BucketErrorId AND 16#0008) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,988,LECTURE,IF ((BucketErrorId AND 16#0008) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
CST_NbMaxAlarmes,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,988,LECTURE,IF ((BucketErrorId AND 16#0008) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,989,LECTURE,AlarmArray[AlarmCount] := '[BENNE] ErrorID:04 - glissement treuil M1'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,989,ECRITURE,AlarmArray[AlarmCount] := '[BENNE] ErrorID:04 - glissement treuil M1'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,989,LECTURE,AlarmArray[AlarmCount] := '[BENNE] ErrorID:04 - glissement treuil M1'; AlarmCount := AlarmCount + 1;
BucketErrorId,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,991,LECTURE,IF ((BucketErrorId AND 16#0010) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,991,LECTURE,IF ((BucketErrorId AND 16#0010) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
CST_NbMaxAlarmes,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,991,LECTURE,IF ((BucketErrorId AND 16#0010) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,992,LECTURE,AlarmArray[AlarmCount] := '[BENNE] ErrorID:05 - codeurs treuils non references'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,992,ECRITURE,AlarmArray[AlarmCount] := '[BENNE] ErrorID:05 - codeurs treuils non references'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,992,LECTURE,AlarmArray[AlarmCount] := '[BENNE] ErrorID:05 - codeurs treuils non references'; AlarmCount := AlarmCount + 1;
SyncErrorId,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,996,LECTURE,IF ((SyncErrorId AND 16#0001) <> 16#0000) AND EncM1Valid AND EncM2Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,996,LECTURE,IF ((SyncErrorId AND 16#0001) <> 16#0000) AND EncM1Valid AND EncM2Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
CST_NbMaxAlarmes,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,996,LECTURE,IF ((SyncErrorId AND 16#0001) <> 16#0000) AND EncM1Valid AND EncM2Valid AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,997,LECTURE,AlarmArray[AlarmCount] := '[SYNC] ErrorID:01 - ecart M1/M2'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,997,ECRITURE,AlarmArray[AlarmCount] := '[SYNC] ErrorID:01 - ecart M1/M2'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,997,LECTURE,AlarmArray[AlarmCount] := '[SYNC] ErrorID:01 - ecart M1/M2'; AlarmCount := AlarmCount + 1;
SyncErrorId,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,999,LECTURE,IF ((SyncErrorId AND 16#0002) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,999,LECTURE,IF ((SyncErrorId AND 16#0002) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
CST_NbMaxAlarmes,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,999,LECTURE,IF ((SyncErrorId AND 16#0002) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1000,LECTURE,AlarmArray[AlarmCount] := '[SYNC] ErrorID:02 - incoherence commande'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1000,ECRITURE,AlarmArray[AlarmCount] := '[SYNC] ErrorID:02 - incoherence commande'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1000,LECTURE,AlarmArray[AlarmCount] := '[SYNC] ErrorID:02 - incoherence commande'; AlarmCount := AlarmCount + 1;
SyncContactorDiag,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1003,LECTURE,IF (SyncContactorDiag.MismatchLevel >= 1) AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1003,LECTURE,IF (SyncContactorDiag.MismatchLevel >= 1) AND (AlarmCount < CST_NbMaxAlarmes) THEN
CST_NbMaxAlarmes,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1003,LECTURE,IF (SyncContactorDiag.MismatchLevel >= 1) AND (AlarmCount < CST_NbMaxAlarmes) THEN
SyncContactorDiag,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1004,LECTURE,IF    SyncContactorDiag.RelayFwdMismatch THEN BannerSyncContactorWhich := 'relais montee';
SyncContactorDiag,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1005,LECTURE,ELSIF SyncContactorDiag.RelayRevMismatch THEN BannerSyncContactorWhich := 'relais descente';
SyncContactorDiag,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1006,LECTURE,ELSIF SyncContactorDiag.Step1Mismatch   THEN BannerSyncContactorWhich := 'palier 1';
SyncContactorDiag,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1007,LECTURE,ELSIF SyncContactorDiag.Step2Mismatch   THEN BannerSyncContactorWhich := 'palier 2';
SyncContactorDiag,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1008,LECTURE,ELSIF SyncContactorDiag.Step3Mismatch   THEN BannerSyncContactorWhich := 'palier 3';
SyncContactorDiag,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1009,LECTURE,ELSIF SyncContactorDiag.Step4Mismatch   THEN BannerSyncContactorWhich := 'palier 4';
SyncContactorDiag,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1012,LECTURE,IF SyncContactorDiag.MismatchLevel >= 2 THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1013,LECTURE,"AlarmArray[AlarmCount] := CONCAT('[SYNC] discordance M1/M2 persistante -> coupure : ', BannerSyncContactorWhich);"
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1015,LECTURE,"AlarmArray[AlarmCount] := CONCAT('[SYNC] discordance contacteurs M1/M2 -> arret : ', BannerSyncContactorWhich);"
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1017,ECRITURE,AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1017,LECTURE,AlarmCount := AlarmCount + 1;
DiveErrorId,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1021,LECTURE,IF ((DiveErrorId AND 16#0001) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1021,LECTURE,IF ((DiveErrorId AND 16#0001) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
CST_NbMaxAlarmes,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1021,LECTURE,IF ((DiveErrorId AND 16#0001) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1022,LECTURE,AlarmArray[AlarmCount] := '[DIVE] ErrorID:01 - timeout immersion'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1022,ECRITURE,AlarmArray[AlarmCount] := '[DIVE] ErrorID:01 - timeout immersion'; AlarmCount := AlarmCount + 1;
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1022,LECTURE,AlarmArray[AlarmCount] := '[DIVE] ErrorID:01 - timeout immersion'; AlarmCount := AlarmCount + 1;
DiveErrorId,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1024,LECTURE,IF ((DiveErrorId AND 16#0002) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
AlarmCount,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1024,LECTURE,IF ((DiveErrorId AND 16#0002) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
CST_NbMaxAlarmes,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st,1024,LECTURE,IF ((DiveErrorId AND 16#0002) <> 16#0000) AND (AlarmCount < CST_NbMaxAlarmes) THEN
