nom,fichier,ligne,role,contexte
SevereError,CODE/H_TREUILS_BENNE/BENNE/FB_Bucket.st,681,LECTURE,IF NOT Lifecycle.Busy AND NOT SevereError THEN
Fault,CODE/H_TREUILS_BENNE/BENNE/FB_Bucket.st,807,LECTURE,AND (Fault.ErrorId = 0);
ErrorId,CODE/H_TREUILS_BENNE/BENNE/FB_Bucket.st,807,ECRITURE,AND (Fault.ErrorId = 0);
Violation,CODE/H_TREUILS_BENNE/FB_DriftGuard.st,21,LECTURE,Violation                       : BOOL;
Violation,CODE/H_TREUILS_BENNE/FB_DriftGuard.st,36,ECRITURE,Violation := DriftM > ToleranceM;
Violation,CODE/H_TREUILS_BENNE/FB_DriftGuard.st,40,ECRITURE_FALSE,Violation := FALSE;
EncoderFaultBypass,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,65,LECTURE,EncoderFaultBypass              : BOOL;
Fault,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,87,LECTURE,Fault                           : ST_Fault;
OverspeedFault,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,100,LECTURE,OverspeedFault                  : BOOL;
EncoderFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,153,LECTURE,EncoderFaultLatched             : BOOL;
MotorThermalFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,154,LECTURE,MotorThermalFaultLatched        : BOOL;
PhaseRotationFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,155,LECTURE,PhaseRotationFaultLatched       : BOOL;
MecaAFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,156,LECTURE,MecaAFaultLatched               : BOOL;
MecaBFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,157,LECTURE,MecaBFaultLatched               : BOOL;
MecaCFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,158,LECTURE,MecaCFaultLatched               : BOOL;
BrakeThermalFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,159,LECTURE,BrakeThermalFaultLatched        : BOOL;
MecaDFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,160,LECTURE,MecaDFaultLatched               : BOOL;
MecaEFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,161,LECTURE,MecaEFaultLatched               : BOOL;
MecaEEscaladeFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,162,LECTURE,MecaEEscaladeFaultLatched       : BOOL;
OppositeDirectionFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,163,LECTURE,OppositeDirectionFaultLatched   : BOOL;
NoMovementFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,164,LECTURE,NoMovementFaultLatched          : BOOL;
OverspeedFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,165,LECTURE,OverspeedFaultLatched           : BOOL;
instFault,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,168,LECTURE,instFault                       : FB_FaultCore;
EncoderFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,184,ECRITURE_FALSE,EncoderFaultLatched           := FALSE;
MotorThermalFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,185,ECRITURE_FALSE,MotorThermalFaultLatched      := FALSE;
PhaseRotationFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,186,ECRITURE_FALSE,PhaseRotationFaultLatched     := FALSE;
MecaAFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,187,ECRITURE_FALSE,MecaAFaultLatched             := FALSE;
MecaBFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,188,ECRITURE_FALSE,MecaBFaultLatched             := FALSE;
MecaCFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,189,ECRITURE_FALSE,MecaCFaultLatched             := FALSE;
BrakeThermalFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,190,ECRITURE_FALSE,BrakeThermalFaultLatched      := FALSE;
MecaDFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,191,ECRITURE_FALSE,MecaDFaultLatched             := FALSE;
MecaEFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,192,ECRITURE_FALSE,MecaEFaultLatched             := FALSE;
MecaEEscaladeFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,193,ECRITURE_FALSE,MecaEEscaladeFaultLatched     := FALSE;
OppositeDirectionFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,194,ECRITURE_FALSE,OppositeDirectionFaultLatched := FALSE;
NoMovementFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,195,ECRITURE_FALSE,NoMovementFaultLatched        := FALSE;
OverspeedFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,196,ECRITURE_FALSE,OverspeedFaultLatched         := FALSE;
EncoderFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,203,ECRITURE_FALSE,EncoderFaultLatched           := FALSE;
MotorThermalFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,204,ECRITURE_FALSE,MotorThermalFaultLatched      := FALSE;
PhaseRotationFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,205,ECRITURE_FALSE,PhaseRotationFaultLatched     := FALSE;
MecaAFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,206,ECRITURE_FALSE,MecaAFaultLatched             := FALSE;
MecaBFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,207,ECRITURE_FALSE,MecaBFaultLatched             := FALSE;
MecaCFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,208,ECRITURE_FALSE,MecaCFaultLatched             := FALSE;
BrakeThermalFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,209,ECRITURE_FALSE,BrakeThermalFaultLatched      := FALSE;
MecaDFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,210,ECRITURE_FALSE,MecaDFaultLatched             := FALSE;
MecaEFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,211,ECRITURE_FALSE,MecaEFaultLatched             := FALSE;
MecaEEscaladeFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,212,ECRITURE_FALSE,MecaEEscaladeFaultLatched     := FALSE;
OppositeDirectionFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,213,ECRITURE_FALSE,OppositeDirectionFaultLatched := FALSE;
NoMovementFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,214,ECRITURE_FALSE,NoMovementFaultLatched        := FALSE;
OverspeedFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,215,ECRITURE_FALSE,OverspeedFaultLatched         := FALSE;
MecaAFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,251,ECRITURE_FALSE,MecaAFaultLatched         := FALSE;
MecaEFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,252,ECRITURE_FALSE,MecaEFaultLatched         := FALSE;
MecaEEscaladeFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,253,ECRITURE_FALSE,MecaEEscaladeFaultLatched := FALSE;
EncoderFaultBypass,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,277,LECTURE,IF NOT (BypassProcess OR EncoderFaultBypass) AND NOT EncoderAvailable THEN
EncoderFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,278,ECRITURE_TRUE,EncoderFaultLatched := TRUE;
EncoderFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,280,LECTURE,instCauses[1].Active   := EncoderFaultLatched;
MotorThermalFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,286,ECRITURE_TRUE,MotorThermalFaultLatched := TRUE;
MotorThermalFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,288,LECTURE,instCauses[2].Active   := MotorThermalFaultLatched;
PhaseRotationFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,303,ECRITURE_TRUE,PhaseRotationFaultLatched := TRUE;
PhaseRotationFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,305,LECTURE,instCauses[4].Active   := PhaseRotationFaultLatched;
Violation,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,334,LECTURE,IF DriftGuardA.Violation THEN MecaAFaultLatched := TRUE; END_IF;
MecaAFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,334,ECRITURE_TRUE,IF DriftGuardA.Violation THEN MecaAFaultLatched := TRUE; END_IF;
MecaAFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,335,LECTURE,instCauses[7].Active   := MecaAFaultLatched;
MecaBFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,343,ECRITURE_TRUE,IF TonMecaB.Q THEN MecaBFaultLatched := TRUE; END_IF;
MecaBFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,348,LECTURE,instCauses[8].Active   := MecaBFaultLatched;
Violation,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,359,LECTURE,IF DriftGuardC.Violation THEN MecaCFaultLatched := TRUE; END_IF;
MecaCFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,359,ECRITURE_TRUE,IF DriftGuardC.Violation THEN MecaCFaultLatched := TRUE; END_IF;
MecaCFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,360,LECTURE,instCauses[9].Active   := MecaCFaultLatched;
BrakeThermalFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,366,ECRITURE_TRUE,BrakeThermalFaultLatched := TRUE;
BrakeThermalFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,368,LECTURE,instCauses[10].Active   := BrakeThermalFaultLatched;
MecaDFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,381,ECRITURE_TRUE,IF TonMecaD.Q THEN MecaDFaultLatched := TRUE; END_IF;
MecaDFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,385,LECTURE,instCauses[11].Active   := MecaDFaultLatched;
MecaEFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,397,ECRITURE_TRUE,MecaEFaultLatched := TRUE;
MecaEFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,399,LECTURE,instCauses[12].Active   := MecaEFaultLatched;
MecaEFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,404,LECTURE,"IN := NOT (BypassSafety OR BypassMecaE) AND NOT RefWindowActive AND MecaEFaultLatched AND NOT (FwdRevSpeedFeedbackOff AND NOT BrakeFeedback),"
MecaEEscaladeFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,407,ECRITURE_TRUE,IF TonMecaE.Q THEN MecaEEscaladeFaultLatched := TRUE; END_IF;
MecaEEscaladeFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,412,ECRITURE_TRUE,MecaEEscaladeFaultLatched := TRUE;
MecaEEscaladeFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,414,LECTURE,instCauses[13].Active   := MecaEEscaladeFaultLatched;
OppositeDirectionFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,426,ECRITURE_TRUE,IF TonOppositeDirection.Q THEN OppositeDirectionFaultLatched := TRUE; END_IF;
OppositeDirectionFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,427,LECTURE,instCauses[14].Active   := OppositeDirectionFaultLatched;
NoMovementFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,444,ECRITURE_TRUE,IF TonNoMovement.Q THEN NoMovementFaultLatched := TRUE; END_IF;
NoMovementFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,445,LECTURE,instCauses[15].Active   := NoMovementFaultLatched;
OverspeedFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,454,ECRITURE_TRUE,OverspeedFaultLatched := TRUE;
MecaBFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,484,LECTURE,ContactorStuck := MecaBFaultLatched;
OverspeedFault,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,485,ECRITURE,OverspeedFault := OverspeedFaultLatched;
OverspeedFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,485,LECTURE,OverspeedFault := OverspeedFaultLatched;
instFault,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,488,LECTURE,"instFault(Enable := Enable, Reset := Reset, Causes := instCauses);"
Fault,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,489,ECRITURE,Fault := instFault.Fault;
instFault,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,489,LECTURE,Fault := instFault.Fault;
Fault,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,489,LECTURE,Fault := instFault.Fault;
Fault,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,546,LECTURE,Ready := Enable AND NOT Fault.Latched;
Latched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,546,LECTURE,Ready := Enable AND NOT Fault.Latched;
OverspeedFaultLatched,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,560,LECTURE,OR OverspeedFaultLatched;
ConfigError,CODE/H_TREUILS_BENNE/FB_SpeedStep.st,24,LECTURE,ConfigError                     : BOOL;
ConfigErrorId,CODE/H_TREUILS_BENNE/FB_SpeedStep.st,25,LECTURE,ConfigErrorId                   : WORD;
_ConfigErrorIdInt,CODE/H_TREUILS_BENNE/FB_SpeedStep.st,29,LECTURE,_ConfigErrorIdInt               : WORD;
_ConfigErrorIdInt,CODE/H_TREUILS_BENNE/FB_SpeedStep.st,43,ECRITURE,_ConfigErrorIdInt := 16#0000;
_ConfigErrorIdInt,CODE/H_TREUILS_BENNE/FB_SpeedStep.st,49,ECRITURE,_ConfigErrorIdInt := _ConfigErrorIdInt OR 16#0001;
_ConfigErrorIdInt,CODE/H_TREUILS_BENNE/FB_SpeedStep.st,49,LECTURE,_ConfigErrorIdInt := _ConfigErrorIdInt OR 16#0001;
_ConfigErrorIdInt,CODE/H_TREUILS_BENNE/FB_SpeedStep.st,53,ECRITURE,_ConfigErrorIdInt := _ConfigErrorIdInt OR 16#0001;
_ConfigErrorIdInt,CODE/H_TREUILS_BENNE/FB_SpeedStep.st,53,LECTURE,_ConfigErrorIdInt := _ConfigErrorIdInt OR 16#0001;
ConfigErrorId,CODE/H_TREUILS_BENNE/FB_SpeedStep.st,55,ECRITURE,ConfigErrorId := _ConfigErrorIdInt;
_ConfigErrorIdInt,CODE/H_TREUILS_BENNE/FB_SpeedStep.st,55,LECTURE,ConfigErrorId := _ConfigErrorIdInt;
ConfigError,CODE/H_TREUILS_BENNE/FB_SpeedStep.st,56,ECRITURE,ConfigError := (ConfigErrorId <> 16#0000);
ConfigErrorId,CODE/H_TREUILS_BENNE/FB_SpeedStep.st,56,LECTURE,ConfigError := (ConfigErrorId <> 16#0000);
Diag,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,51,LECTURE,Diag                            : ST_SyncContactorDiag;
Diag,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,82,LECTURE,Diag.RelayFwdMismatch := FALSE;
Diag,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,83,LECTURE,Diag.RelayRevMismatch := FALSE;
Diag,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,84,LECTURE,Diag.Step1Mismatch := FALSE;
Diag,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,85,LECTURE,Diag.Step2Mismatch := FALSE;
Diag,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,86,LECTURE,Diag.Step3Mismatch := FALSE;
Diag,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,87,LECTURE,Diag.Step4Mismatch := FALSE;
Diag,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,88,LECTURE,Diag.MismatchLevel := 0;
Diag,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,104,LECTURE,Diag.RelayFwdMismatch := (BothCommanded OR SyncEnable) AND (RelayFwdM1 <> RelayFwdM2);
Diag,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,105,LECTURE,Diag.RelayRevMismatch := (BothCommanded OR SyncEnable) AND (RelayRevM1 <> RelayRevM2);
Diag,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,106,LECTURE,Diag.Step1Mismatch    := (BothCommanded OR SyncEnable) AND (Contactor1_M1 <> Contactor1_M2);
Diag,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,107,LECTURE,Diag.Step2Mismatch    := (BothCommanded OR SyncEnable) AND (Contactor2_M1 <> Contactor2_M2);
Diag,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,108,LECTURE,Diag.Step3Mismatch    := (BothCommanded OR SyncEnable) AND (Contactor3_M1 <> Contactor3_M2);
Diag,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,109,LECTURE,Diag.Step4Mismatch    := (BothCommanded OR SyncEnable) AND (Contactor4_M1 <> Contactor4_M2);
Diag,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,128,LECTURE,Diag.Step1Mismatch := FALSE;
Diag,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,129,LECTURE,Diag.Step2Mismatch := FALSE;
Diag,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,130,LECTURE,Diag.Step3Mismatch := FALSE;
Diag,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,131,LECTURE,Diag.Step4Mismatch := FALSE;
Diag,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,134,LECTURE,MismatchActive := Diag.RelayFwdMismatch OR Diag.RelayRevMismatch
Diag,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,134,LECTURE,MismatchActive := Diag.RelayFwdMismatch OR Diag.RelayRevMismatch
Diag,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,135,LECTURE,OR Diag.Step1Mismatch OR Diag.Step2Mismatch
Diag,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,135,LECTURE,OR Diag.Step1Mismatch OR Diag.Step2Mismatch
Diag,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,136,LECTURE,OR Diag.Step3Mismatch OR Diag.Step4Mismatch;
Diag,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,136,LECTURE,OR Diag.Step3Mismatch OR Diag.Step4Mismatch;
Diag,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,149,LECTURE,Diag.MismatchLevel := 2;
Diag,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,151,LECTURE,Diag.MismatchLevel := 1;
Diag,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,153,LECTURE,Diag.MismatchLevel := 0;
SyncDeviationFault,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,40,LECTURE,SyncDeviationFault              : BOOL;
DeviationFaultTimer,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,45,LECTURE,DeviationFaultTimer            : TON;
FaultActive,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,49,LECTURE,FaultActive                     : BOOL;
WarnLatched,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,50,LECTURE,WarnLatched                     : BOOL;
SyncDeviationFault,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,57,ECRITURE_FALSE,SyncDeviationWarn := FALSE; SyncDeviationFault := FALSE;
WarnLatched,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,58,ECRITURE_FALSE,WarnLatched := FALSE;
FaultActive,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,82,ECRITURE,FaultActive := SyncEnable AND HomedAndReliableM1 AND HomedAndReliableM2 AND (DeltaPosM > CfgSyncCriticalToleranceM);
WarnLatched,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,87,ECRITURE_FALSE,WarnLatched := FALSE;
WarnLatched,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,89,ECRITURE_TRUE,WarnLatched := TRUE;
WarnLatched,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,91,ECRITURE_FALSE,WarnLatched := FALSE;
WarnLatched,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,93,LECTURE,SyncDeviationWarn := WarnActive OR WarnLatched;
DeviationFaultTimer,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,95,LECTURE,"DeviationFaultTimer(IN := FaultActive, PT := T#800ms);"
FaultActive,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,95,LECTURE,"DeviationFaultTimer(IN := FaultActive, PT := T#800ms);"
SyncDeviationFault,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,96,ECRITURE,SyncDeviationFault := DeviationFaultTimer.Q;
DeviationFaultTimer,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,96,LECTURE,SyncDeviationFault := DeviationFaultTimer.Q;
SyncDeviationFault,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,99,ECRITURE_FALSE,SyncDeviationFault := FALSE;
WarnLatched,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,100,ECRITURE_FALSE,WarnLatched := FALSE;
Fault,CODE/H_TREUILS_BENNE/FB_Winch.st,41,LECTURE,Fault                           : ST_Fault;
SpeedStepConfigFaultLatched,CODE/H_TREUILS_BENNE/FB_Winch.st,94,LECTURE,SpeedStepConfigFaultLatched     : BOOL;
instFault,CODE/H_TREUILS_BENNE/FB_Winch.st,97,LECTURE,instFault                       : FB_FaultCore;
SpeedStepConfigFaultLatched,CODE/H_TREUILS_BENNE/FB_Winch.st,109,ECRITURE_FALSE,SpeedStepConfigFaultLatched := FALSE;
ConfigError,CODE/H_TREUILS_BENNE/FB_Winch.st,113,LECTURE,IF Enable AND SpeedStep.ConfigError THEN
SpeedStepConfigFaultLatched,CODE/H_TREUILS_BENNE/FB_Winch.st,114,ECRITURE_TRUE,SpeedStepConfigFaultLatched := TRUE;
SpeedStepConfigFaultLatched,CODE/H_TREUILS_BENNE/FB_Winch.st,124,LECTURE,instCauses[2].Active   := SpeedStepConfigFaultLatched;
instFault,CODE/H_TREUILS_BENNE/FB_Winch.st,129,LECTURE,"instFault(Enable := Enable, Reset := Reset, Causes := instCauses);"
Fault,CODE/H_TREUILS_BENNE/FB_Winch.st,130,ECRITURE,Fault := instFault.Fault;
instFault,CODE/H_TREUILS_BENNE/FB_Winch.st,130,LECTURE,Fault := instFault.Fault;
Fault,CODE/H_TREUILS_BENNE/FB_Winch.st,130,LECTURE,Fault := instFault.Fault;
Fault,CODE/H_TREUILS_BENNE/FB_Winch.st,164,LECTURE,Ready := Enable AND NOT Fault.Latched;
Latched,CODE/H_TREUILS_BENNE/FB_Winch.st,164,LECTURE,Ready := Enable AND NOT Fault.Latched;
Fault,CODE/H_TREUILS_BENNE/FB_Winch.st,320,LECTURE,IF Fault.Error THEN
Error,CODE/H_TREUILS_BENNE/FB_Winch.st,320,LECTURE,IF Fault.Error THEN
Fault,CODE/H_TREUILS_BENNE/FB_Winch.st,334,LECTURE,SenseHoldHardCut := (NOT PowerContactorEngaged) OR EffectiveSafeStop OR Fault.Error;
Error,CODE/H_TREUILS_BENNE/FB_Winch.st,334,LECTURE,SenseHoldHardCut := (NOT PowerContactorEngaged) OR EffectiveSafeStop OR Fault.Error;
DefaultValueS,CODE/H_TREUILS_BENNE/FB_Winch_Symmetry.st,75,ECRITURE,CycleTime(DefaultValueS := 0.010); ResetEdge(CLK := Reset);
Fault,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,32,LECTURE,Fault                           : ST_Fault;
ConfigOrSpeedFault,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,48,LECTURE,ConfigOrSpeedFault              : BOOL;
instFault,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,51,LECTURE,instFault                       : FB_FaultCore;
ConfigOrSpeedFault,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,62,ECRITURE_FALSE,ConfigOrSpeedFault := FALSE;
ConfigOrSpeedFault,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,65,LECTURE,instCauses[0].Active   := ConfigOrSpeedFault;
instFault,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,70,LECTURE,"instFault(Enable := Enable, Reset := Reset, Causes := instCauses);"
Fault,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,71,ECRITURE,Fault := instFault.Fault;
instFault,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,71,LECTURE,Fault := instFault.Fault;
Fault,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,71,LECTURE,Fault := instFault.Fault;
Fault,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,86,LECTURE,Ready := Enable AND NOT Fault.Latched;
Latched,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,86,LECTURE,Ready := Enable AND NOT Fault.Latched;
ConfigOrSpeedFault,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,94,ECRITURE_TRUE,ConfigOrSpeedFault := TRUE;
ConfigOrSpeedFault,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,113,ECRITURE_TRUE,ConfigOrSpeedFault := TRUE;
ConfigOrSpeedFault,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,143,ECRITURE_TRUE,ConfigOrSpeedFault := TRUE;
Fault,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,53,LECTURE,Fault                           : ST_Fault;
StateAtError,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,55,LECTURE,StateAtError                    : E_WinchFinalInterlockState;
ErrorEdge,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,90,LECTURE,ErrorEdge                       : R_TRIG;
ContactorStuckLatched,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,115,LECTURE,ContactorStuckLatched           : BOOL;
Error,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,121,LECTURE,Error                           : BOOL;
ErrorId,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,122,LECTURE,ErrorId                         : WORD;
instFault,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,125,LECTURE,instFault                       : FB_FaultCore;
ContactorStuckLatched,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,159,LECTURE,ContactorStuck := ContactorStuckLatched;
Error,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,168,ECRITURE,Error := (ErrorId <> 16#0000);
ErrorId,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,168,LECTURE,Error := (ErrorId <> 16#0000);
Error,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,193,ECRITURE,Error := (ErrorId <> 16#0000);
ErrorId,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,193,LECTURE,Error := (ErrorId <> 16#0000);
ErrorEdge,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,194,LECTURE,ErrorEdge(CLK := Error);
Error,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,194,LECTURE,ErrorEdge(CLK := Error);
ErrorEdge,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,195,LECTURE,IF ErrorEdge.Q THEN
