nom,tier,nature,type,bloc,fichier,ligne,pou,nb_references,lignes_ecriture,premier_ecrit_true,reference_dans_bandeau,reference_dans_PRG_07,nom_cite_dans_agregation_anyfault,nom_cite_dans_gardes_bandeau,texte_cause_associe,trace_mecanique
OverspeedFaultLatched,T1(brief),AUTRE,= TRUE,?,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,454,FB_Safety_Winch,6,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st:196 ; CODE/H_TREUILS_BENNE/FB_Safety_Winch.st:215 ; CODE/H_TREUILS_BENNE/FB_Safety_Winch.st:454,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st:454,,,non,non,non,ecrit TRUE en CODE/H_TREUILS_BENNE/FB_Safety_Winch.st:454
OverspeedFault,T1(brief),AUTRE,= OverspeedFaultLatched,?,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,485,FB_Safety_Winch,4,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st:485,,,,non,non,non,ecrit (jamais TRUE litteral) en CODE/H_TREUILS_BENNE/FB_Safety_Winch.st:485
Fault,T1(brief),AUTRE,= instFault.Fault,?,CODE/H_TREUILS_BENNE/FB_Safety_Winch.st,489,FB_Safety_Winch,254,CODE/A_COMMUN/FB_Brake.st:85 ; CODE/A_COMMUN/FB_Brake.st:131 ; CODE/B_AU_SECURITE/FB_Safety_EmergencyManagement.st:502 ; CODE/D_JOYSTICK/FB_Joystick.st:148 ; CODE/E_CODEURS/FB_Encoder.st:110 ; CODE/E_CODEURS/FB_Encoder.st:235,,,CODE/M_MAIN/PRG_07_Supervision.st:583 ; CODE/M_MAIN/PRG_07_Supervision.st:588 ; CODE/M_MAIN/PRG_07_Supervision.st:627 ; CODE/M_MAIN/PRG_07_Supervision.st:628,oui,non,non,ecrit (jamais TRUE litteral) en CODE/A_COMMUN/FB_Brake.st:85
ConfigError,T1(brief),SORTIE_BOOL_PRODUCTEUR,BOOL,VAR_OUTPUT,CODE/H_TREUILS_BENNE/FB_SpeedStep.st,24,FB_SpeedStep,3,CODE/H_TREUILS_BENNE/FB_SpeedStep.st:56,,,,non,non,non,ecrit (jamais TRUE litteral) en CODE/H_TREUILS_BENNE/FB_SpeedStep.st:56
ConfigErrorId,T1(brief),BITFIELD_OU_INDEX,WORD,VAR_OUTPUT,CODE/H_TREUILS_BENNE/FB_SpeedStep.st,25,FB_SpeedStep,3,CODE/H_TREUILS_BENNE/FB_SpeedStep.st:55,,,,non,non,non,ecrit (jamais TRUE litteral) en CODE/H_TREUILS_BENNE/FB_SpeedStep.st:55
_ConfigErrorIdInt,T1(brief),BITFIELD_OU_INDEX,WORD,VAR,CODE/H_TREUILS_BENNE/FB_SpeedStep.st,29,FB_SpeedStep,7,CODE/H_TREUILS_BENNE/FB_SpeedStep.st:43 ; CODE/H_TREUILS_BENNE/FB_SpeedStep.st:49 ; CODE/H_TREUILS_BENNE/FB_SpeedStep.st:53,,,,non,non,non,ecrit (jamais TRUE litteral) en CODE/H_TREUILS_BENNE/FB_SpeedStep.st:43
_ConfigErrorIdInt,T1(brief),AUTRE,= 16#0000,?,CODE/H_TREUILS_BENNE/FB_SpeedStep.st,43,FB_SpeedStep,7,CODE/H_TREUILS_BENNE/FB_SpeedStep.st:43 ; CODE/H_TREUILS_BENNE/FB_SpeedStep.st:49 ; CODE/H_TREUILS_BENNE/FB_SpeedStep.st:53,,,,non,non,non,ecrit (jamais TRUE litteral) en CODE/H_TREUILS_BENNE/FB_SpeedStep.st:43
_ConfigErrorIdInt,T1(brief),AUTRE,= _ConfigErrorIdInt OR 16#0001,?,CODE/H_TREUILS_BENNE/FB_SpeedStep.st,49,FB_SpeedStep,7,CODE/H_TREUILS_BENNE/FB_SpeedStep.st:43 ; CODE/H_TREUILS_BENNE/FB_SpeedStep.st:49 ; CODE/H_TREUILS_BENNE/FB_SpeedStep.st:53,,,,non,non,non,ecrit (jamais TRUE litteral) en CODE/H_TREUILS_BENNE/FB_SpeedStep.st:43
_ConfigErrorIdInt,T1(brief),AUTRE,= _ConfigErrorIdInt OR 16#0001,?,CODE/H_TREUILS_BENNE/FB_SpeedStep.st,53,FB_SpeedStep,7,CODE/H_TREUILS_BENNE/FB_SpeedStep.st:43 ; CODE/H_TREUILS_BENNE/FB_SpeedStep.st:49 ; CODE/H_TREUILS_BENNE/FB_SpeedStep.st:53,,,,non,non,non,ecrit (jamais TRUE litteral) en CODE/H_TREUILS_BENNE/FB_SpeedStep.st:43
ConfigErrorId,T1(brief),AUTRE,= _ConfigErrorIdInt,?,CODE/H_TREUILS_BENNE/FB_SpeedStep.st,55,FB_SpeedStep,3,CODE/H_TREUILS_BENNE/FB_SpeedStep.st:55,,,,non,non,non,ecrit (jamais TRUE litteral) en CODE/H_TREUILS_BENNE/FB_SpeedStep.st:55
Diag,T1(brief),BRIQUE_ST_FAULT,ST_SyncContactorDiag,VAR_OUTPUT,CODE/H_TREUILS_BENNE/FB_SyncContactor.st,51,FB_SyncContactor,40,CODE/M_MAIN/PRG_07_Supervision.st:578,,,CODE/M_MAIN/PRG_07_Supervision.st:578,oui,oui,non,"brique ST_Fault : porteuse d'un bitfield, voir lignes de causes"
SyncDeviationFault,T1(brief),SORTIE_BOOL_PRODUCTEUR,BOOL,VAR_OUTPUT,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,40,FB_SyncDeviation,10,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:57 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:96 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:99 ; CODE/H_TREUILS_BENNE/FB_WinchSync.st:98 ; CODE/H_TREUILS_BENNE/FB_WinchSync.st:145,,,,non,non,non,ecrit (jamais TRUE litteral) en CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:57
DeviationFaultTimer,T1(brief),TIMER_ANTI_REBOND,TON,VAR,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,45,FB_SyncDeviation,3,,,,,non,non,non,seulement lu (CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:45)
FaultActive,T1(brief),BOOL_INTERNE,BOOL,VAR,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,49,FB_SyncDeviation,3,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:82,,,,non,non,non,ecrit (jamais TRUE litteral) en CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:82
WarnLatched,T2(elargi),BOOL_INTERNE,BOOL,VAR,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,50,FB_SyncDeviation,7,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:58 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:87 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:89 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:91 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:100,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:89,,,non,non,non,ecrit TRUE en CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:89
WarnLatched,T2(elargi),AUTRE,= FALSE,?,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,58,FB_SyncDeviation,7,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:58 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:87 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:89 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:91 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:100,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:89,,,non,non,non,ecrit TRUE en CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:89
WarnLatched,T2(elargi),AUTRE,= FALSE,?,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,87,FB_SyncDeviation,7,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:58 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:87 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:89 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:91 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:100,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:89,,,non,non,non,ecrit TRUE en CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:89
WarnLatched,T2(elargi),AUTRE,= TRUE,?,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,89,FB_SyncDeviation,7,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:58 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:87 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:89 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:91 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:100,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:89,,,non,non,non,ecrit TRUE en CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:89
WarnLatched,T2(elargi),AUTRE,= FALSE,?,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,91,FB_SyncDeviation,7,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:58 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:87 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:89 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:91 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:100,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:89,,,non,non,non,ecrit TRUE en CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:89
SyncDeviationFault,T1(brief),AUTRE,= DeviationFaultTimer.Q,?,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,96,FB_SyncDeviation,10,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:57 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:96 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:99 ; CODE/H_TREUILS_BENNE/FB_WinchSync.st:98 ; CODE/H_TREUILS_BENNE/FB_WinchSync.st:145,,,,non,non,non,ecrit (jamais TRUE litteral) en CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:57
SyncDeviationFault,T1(brief),AUTRE,= FALSE,?,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,99,FB_SyncDeviation,10,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:57 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:96 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:99 ; CODE/H_TREUILS_BENNE/FB_WinchSync.st:98 ; CODE/H_TREUILS_BENNE/FB_WinchSync.st:145,,,,non,non,non,ecrit (jamais TRUE litteral) en CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:57
WarnLatched,T2(elargi),AUTRE,= FALSE,?,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st,100,FB_SyncDeviation,7,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:58 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:87 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:89 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:91 ; CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:100,CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:89,,,non,non,non,ecrit TRUE en CODE/H_TREUILS_BENNE/FB_SyncDeviation.st:89
Fault,T1(brief),BRIQUE_ST_FAULT,ST_Fault,VAR_OUTPUT,CODE/H_TREUILS_BENNE/FB_Winch.st,41,FB_Winch,254,CODE/A_COMMUN/FB_Brake.st:85 ; CODE/A_COMMUN/FB_Brake.st:131 ; CODE/B_AU_SECURITE/FB_Safety_EmergencyManagement.st:502 ; CODE/D_JOYSTICK/FB_Joystick.st:148 ; CODE/E_CODEURS/FB_Encoder.st:110 ; CODE/E_CODEURS/FB_Encoder.st:235,,,CODE/M_MAIN/PRG_07_Supervision.st:583 ; CODE/M_MAIN/PRG_07_Supervision.st:588 ; CODE/M_MAIN/PRG_07_Supervision.st:627 ; CODE/M_MAIN/PRG_07_Supervision.st:628,oui,non,non,"brique ST_Fault : porteuse d'un bitfield, voir lignes de causes"
SpeedStepConfigFaultLatched,T1(brief),BOOL_INTERNE,BOOL,VAR,CODE/H_TREUILS_BENNE/FB_Winch.st,94,FB_Winch,4,CODE/H_TREUILS_BENNE/FB_Winch.st:109 ; CODE/H_TREUILS_BENNE/FB_Winch.st:114,CODE/H_TREUILS_BENNE/FB_Winch.st:114,,,non,non,non,ecrit TRUE en CODE/H_TREUILS_BENNE/FB_Winch.st:114
instFault,T1(brief),AUTRE,FB_FaultCore,VAR,CODE/H_TREUILS_BENNE/FB_Winch.st,97,FB_Winch,63,,,,,non,non,non,seulement lu (CODE/A_COMMUN/FB_Brake.st:49)
SpeedStepConfigFaultLatched,T1(brief),AUTRE,= FALSE,?,CODE/H_TREUILS_BENNE/FB_Winch.st,109,FB_Winch,4,CODE/H_TREUILS_BENNE/FB_Winch.st:109 ; CODE/H_TREUILS_BENNE/FB_Winch.st:114,CODE/H_TREUILS_BENNE/FB_Winch.st:114,,,non,non,non,ecrit TRUE en CODE/H_TREUILS_BENNE/FB_Winch.st:114
SpeedStepConfigFaultLatched,T1(brief),AUTRE,= TRUE,?,CODE/H_TREUILS_BENNE/FB_Winch.st,114,FB_Winch,4,CODE/H_TREUILS_BENNE/FB_Winch.st:109 ; CODE/H_TREUILS_BENNE/FB_Winch.st:114,CODE/H_TREUILS_BENNE/FB_Winch.st:114,,,non,non,non,ecrit TRUE en CODE/H_TREUILS_BENNE/FB_Winch.st:114
Fault,T1(brief),AUTRE,= instFault.Fault,?,CODE/H_TREUILS_BENNE/FB_Winch.st,130,FB_Winch,254,CODE/A_COMMUN/FB_Brake.st:85 ; CODE/A_COMMUN/FB_Brake.st:131 ; CODE/B_AU_SECURITE/FB_Safety_EmergencyManagement.st:502 ; CODE/D_JOYSTICK/FB_Joystick.st:148 ; CODE/E_CODEURS/FB_Encoder.st:110 ; CODE/E_CODEURS/FB_Encoder.st:235,,,CODE/M_MAIN/PRG_07_Supervision.st:583 ; CODE/M_MAIN/PRG_07_Supervision.st:588 ; CODE/M_MAIN/PRG_07_Supervision.st:627 ; CODE/M_MAIN/PRG_07_Supervision.st:628,oui,non,non,ecrit (jamais TRUE litteral) en CODE/A_COMMUN/FB_Brake.st:85
Fault,T1(brief),BRIQUE_ST_FAULT,ST_Fault,VAR_OUTPUT,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,32,FB_WinchLoadEstimator,254,CODE/A_COMMUN/FB_Brake.st:85 ; CODE/A_COMMUN/FB_Brake.st:131 ; CODE/B_AU_SECURITE/FB_Safety_EmergencyManagement.st:502 ; CODE/D_JOYSTICK/FB_Joystick.st:148 ; CODE/E_CODEURS/FB_Encoder.st:110 ; CODE/E_CODEURS/FB_Encoder.st:235,,,CODE/M_MAIN/PRG_07_Supervision.st:583 ; CODE/M_MAIN/PRG_07_Supervision.st:588 ; CODE/M_MAIN/PRG_07_Supervision.st:627 ; CODE/M_MAIN/PRG_07_Supervision.st:628,oui,non,non,"brique ST_Fault : porteuse d'un bitfield, voir lignes de causes"
ConfigOrSpeedFault,T1(brief),BOOL_INTERNE,BOOL,VAR,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,48,FB_WinchLoadEstimator,6,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:62 ; CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:94 ; CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:113 ; CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:143,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:94,,,non,non,non,ecrit TRUE en CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:94
instFault,T1(brief),AUTRE,FB_FaultCore,VAR,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,51,FB_WinchLoadEstimator,63,,,,,non,non,non,seulement lu (CODE/A_COMMUN/FB_Brake.st:49)
ConfigOrSpeedFault,T1(brief),AUTRE,= FALSE,?,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,62,FB_WinchLoadEstimator,6,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:62 ; CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:94 ; CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:113 ; CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:143,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:94,,,non,non,non,ecrit TRUE en CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:94
Fault,T1(brief),AUTRE,= instFault.Fault,?,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,71,FB_WinchLoadEstimator,254,CODE/A_COMMUN/FB_Brake.st:85 ; CODE/A_COMMUN/FB_Brake.st:131 ; CODE/B_AU_SECURITE/FB_Safety_EmergencyManagement.st:502 ; CODE/D_JOYSTICK/FB_Joystick.st:148 ; CODE/E_CODEURS/FB_Encoder.st:110 ; CODE/E_CODEURS/FB_Encoder.st:235,,,CODE/M_MAIN/PRG_07_Supervision.st:583 ; CODE/M_MAIN/PRG_07_Supervision.st:588 ; CODE/M_MAIN/PRG_07_Supervision.st:627 ; CODE/M_MAIN/PRG_07_Supervision.st:628,oui,non,non,ecrit (jamais TRUE litteral) en CODE/A_COMMUN/FB_Brake.st:85
ConfigOrSpeedFault,T1(brief),AUTRE,= TRUE,?,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,94,FB_WinchLoadEstimator,6,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:62 ; CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:94 ; CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:113 ; CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:143,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:94,,,non,non,non,ecrit TRUE en CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:94
ConfigOrSpeedFault,T1(brief),AUTRE,= TRUE,?,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,113,FB_WinchLoadEstimator,6,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:62 ; CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:94 ; CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:113 ; CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:143,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:94,,,non,non,non,ecrit TRUE en CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:94
ConfigOrSpeedFault,T1(brief),AUTRE,= TRUE,?,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st,143,FB_WinchLoadEstimator,6,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:62 ; CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:94 ; CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:113 ; CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:143,CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:94,,,non,non,non,ecrit TRUE en CODE/H_TREUILS_BENNE/FB_WinchLoadEstimator.st:94
Fault,T1(brief),BRIQUE_ST_FAULT,ST_Fault,VAR_OUTPUT,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,53,FB_WinchOutputInterlock,254,CODE/A_COMMUN/FB_Brake.st:85 ; CODE/A_COMMUN/FB_Brake.st:131 ; CODE/B_AU_SECURITE/FB_Safety_EmergencyManagement.st:502 ; CODE/D_JOYSTICK/FB_Joystick.st:148 ; CODE/E_CODEURS/FB_Encoder.st:110 ; CODE/E_CODEURS/FB_Encoder.st:235,,,CODE/M_MAIN/PRG_07_Supervision.st:583 ; CODE/M_MAIN/PRG_07_Supervision.st:588 ; CODE/M_MAIN/PRG_07_Supervision.st:627 ; CODE/M_MAIN/PRG_07_Supervision.st:628,oui,non,non,"brique ST_Fault : porteuse d'un bitfield, voir lignes de causes"
StateAtError,T1(brief),AUTRE,E_WinchFinalInterlockState,VAR_OUTPUT,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,55,FB_WinchOutputInterlock,10,CODE/C_DIAG_RESEAUX/FB_Diag_CanOpen.st:88 ; CODE/C_DIAG_RESEAUX/FB_Diag_CanOpen.st:137 ; CODE/C_DIAG_RESEAUX/FB_Diag_CanOpen.st:138 ; CODE/C_DIAG_RESEAUX/FB_Diag_Ethercat.st:116 ; CODE/C_DIAG_RESEAUX/FB_Diag_Ethercat.st:117 ; CODE/C_DIAG_RESEAUX/FB_Diag_Ethercat.st:118,,,,non,non,non,ecrit (jamais TRUE litteral) en CODE/C_DIAG_RESEAUX/FB_Diag_CanOpen.st:88
ErrorEdge,T1(brief),TIMER_ANTI_REBOND,R_TRIG,VAR,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,90,FB_WinchOutputInterlock,6,,,,,non,non,non,seulement lu (CODE/G_CYCLE/FB_CycleSemiAuto.st:167)
ContactorStuckLatched,T2(elargi),BOOL_INTERNE,BOOL,VAR,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,115,FB_WinchOutputInterlock,8,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st:317 ; CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st:513,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st:317,,,non,non,non,ecrit TRUE en CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st:317
Error,T1(brief),BOOL_INTERNE,BOOL,VAR,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,121,FB_WinchOutputInterlock,139,CODE/A_COMMUN/FB_FaultCore.st:57 ; CODE/B_AU_SECURITE/FB_Safety_EmergencyManagement.st:575 ; CODE/C_DIAG_RESEAUX/FB_Diag_CanOpen.st:52 ; CODE/C_DIAG_RESEAUX/FB_Diag_CanOpen.st:57 ; CODE/C_DIAG_RESEAUX/FB_Diag_CanOpen.st:128 ; CODE/C_DIAG_RESEAUX/FB_Diag_CanOpen.st:132,,,CODE/M_MAIN/PRG_07_Supervision.st:587 ; CODE/M_MAIN/PRG_07_Supervision.st:589 ; CODE/M_MAIN/PRG_07_Supervision.st:591 ; CODE/M_MAIN/PRG_07_Supervision.st:592,oui,oui,non,ecrit (jamais TRUE litteral) en CODE/A_COMMUN/FB_FaultCore.st:57
ErrorId,T1(brief),BITFIELD_OU_INDEX,WORD,VAR,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,122,FB_WinchOutputInterlock,165,CODE/A_COMMUN/FB_FaultCore.st:49 ; CODE/A_COMMUN/FB_FaultCore.st:53 ; CODE/B_AU_SECURITE/FB_Safety_EmergencyManagement.st:576 ; CODE/C_DIAG_RESEAUX/FB_Diag_CanOpen.st:53 ; CODE/C_DIAG_RESEAUX/FB_Diag_CanOpen.st:58 ; CODE/C_DIAG_RESEAUX/FB_Diag_CanOpen.st:81,,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:766 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:766 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:778 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:778,CODE/M_MAIN/PRG_07_Supervision.st:628 ; CODE/M_MAIN/PRG_07_Supervision.st:628 ; CODE/M_MAIN/PRG_07_Supervision.st:633 ; CODE/M_MAIN/PRG_07_Supervision.st:633,non,oui,non,ecrit (jamais TRUE litteral) en CODE/A_COMMUN/FB_FaultCore.st:49
instFault,T1(brief),AUTRE,FB_FaultCore,VAR,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,125,FB_WinchOutputInterlock,63,,,,,non,non,non,seulement lu (CODE/A_COMMUN/FB_Brake.st:49)
StateAtError,T1(brief),AUTRE,= State,?,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,196,FB_WinchOutputInterlock,10,CODE/C_DIAG_RESEAUX/FB_Diag_CanOpen.st:88 ; CODE/C_DIAG_RESEAUX/FB_Diag_CanOpen.st:137 ; CODE/C_DIAG_RESEAUX/FB_Diag_CanOpen.st:138 ; CODE/C_DIAG_RESEAUX/FB_Diag_Ethercat.st:116 ; CODE/C_DIAG_RESEAUX/FB_Diag_Ethercat.st:117 ; CODE/C_DIAG_RESEAUX/FB_Diag_Ethercat.st:118,,,,non,non,non,ecrit (jamais TRUE litteral) en CODE/C_DIAG_RESEAUX/FB_Diag_CanOpen.st:88
ContactorStuckLatched,T2(elargi),AUTRE,= TRUE,?,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,317,FB_WinchOutputInterlock,8,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st:317 ; CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st:513,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st:317,,,non,non,non,ecrit TRUE en CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st:317
ContactorStuckLatched,T2(elargi),AUTRE,= FALSE,?,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,513,FB_WinchOutputInterlock,8,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st:317 ; CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st:513,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st:317,,,non,non,non,ecrit TRUE en CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st:317
ErrorId,T1(brief),AUTRE,= ErrorId OR 16#0001,?,CODE/H_TREUILS_BENNE/FB_WinchOutputInterlock.st,516,FB_WinchOutputInterlock,165,CODE/A_COMMUN/FB_FaultCore.st:49 ; CODE/A_COMMUN/FB_FaultCore.st:53 ; CODE/B_AU_SECURITE/FB_Safety_EmergencyManagement.st:576 ; CODE/C_DIAG_RESEAUX/FB_Diag_CanOpen.st:53 ; CODE/C_DIAG_RESEAUX/FB_Diag_CanOpen.st:58 ; CODE/C_DIAG_RESEAUX/FB_Diag_CanOpen.st:81,,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:766 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:766 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:778 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:778,CODE/M_MAIN/PRG_07_Supervision.st:628 ; CODE/M_MAIN/PRG_07_Supervision.st:628 ; CODE/M_MAIN/PRG_07_Supervision.st:633 ; CODE/M_MAIN/PRG_07_Supervision.st:633,non,oui,non,ecrit (jamais TRUE litteral) en CODE/A_COMMUN/FB_FaultCore.st:49
