//CoDeSys Mapping Export V1.2
//Mapped variable;//Parameter name @ counter in device;//Unit;//Description;//IEC address;//Device name
//Important: change only first, third or fourth column in Excel or add variable name before first
;Input;;Universal digital input;%IB0;Local_Digital_IO
;Bit27;;Preset Value;%QX23.3;COD2_CODEUR
;Bit28;;Preset Value;%QX23.4;COD2_CODEUR
;Bit29;;Preset Value;%QX23.5;COD2_CODEUR
;Bit30;;Preset Value;%QX23.6;COD2_CODEUR
;Bit31;;Preset Value;%QX23.7;COD2_CODEUR
COD2_Alarms;Alarms;;Alarms;%IW10;COD2_CODEUR
;Bit0@3;;Alarms;%IX20.0;COD2_CODEUR
;Bit1@3;;Alarms;%IX20.1;COD2_CODEUR
;Bit2@3;;Alarms;%IX20.2;COD2_CODEUR
;Bit3@3;;Alarms;%IX20.3;COD2_CODEUR
;Bit4@3;;Alarms;%IX20.4;COD2_CODEUR
;Bit5@3;;Alarms;%IX20.5;COD2_CODEUR
;Bit6@3;;Alarms;%IX20.6;COD2_CODEUR
;Bit7@3;;Alarms;%IX20.7;COD2_CODEUR
;Bit8@3;;Alarms;%IX21.0;COD2_CODEUR
;Bit9@3;;Alarms;%IX21.1;COD2_CODEUR
;Bit10@3;;Alarms;%IX21.2;COD2_CODEUR
;Bit11@3;;Alarms;%IX21.3;COD2_CODEUR
;Bit12@3;;Alarms;%IX21.4;COD2_CODEUR
;Bit13@3;;Alarms;%IX21.5;COD2_CODEUR
;Bit14@3;;Alarms;%IX21.6;COD2_CODEUR
;Bit15@3;;Alarms;%IX21.7;COD2_CODEUR
COD2_Warnings;Warnings;;Warnings;%IW11;COD2_CODEUR
;Bit0@4;;Warnings;%IX22.0;COD2_CODEUR
;Bit1@4;;Warnings;%IX22.1;COD2_CODEUR
;Bit2@4;;Warnings;%IX22.2;COD2_CODEUR
;Bit3@4;;Warnings;%IX22.3;COD2_CODEUR
;Bit4@4;;Warnings;%IX22.4;COD2_CODEUR
;Bit5@4;;Warnings;%IX22.5;COD2_CODEUR
;Bit6@4;;Warnings;%IX22.6;COD2_CODEUR
;Bit7@4;;Warnings;%IX22.7;COD2_CODEUR
;Bit8@4;;Warnings;%IX23.0;COD2_CODEUR
;Bit9@4;;Warnings;%IX23.1;COD2_CODEUR
;Bit10@4;;Warnings;%IX23.2;COD2_CODEUR
;Bit11@4;;Warnings;%IX23.3;COD2_CODEUR
;Bit12@4;;Warnings;%IX23.4;COD2_CODEUR
;Bit13@4;;Warnings;%IX23.5;COD2_CODEUR
;Bit14@4;;Warnings;%IX23.6;COD2_CODEUR
;Bit15@4;;Warnings;%IX23.7;COD2_CODEUR
COD2_PosValue;Position value;;Position value;%ID50;COD2_CODEUR
;Bit0@5;;Position value;%IX200.0;COD2_CODEUR
;Bit1@5;;Position value;%IX200.1;COD2_CODEUR
;Bit2@5;;Position value;%IX200.2;COD2_CODEUR
;Bit3@5;;Position value;%IX200.3;COD2_CODEUR
;Bit4@5;;Position value;%IX200.4;COD2_CODEUR
;Bit5@5;;Position value;%IX200.5;COD2_CODEUR
;Bit6@5;;Position value;%IX200.6;COD2_CODEUR
;Bit7@5;;Position value;%IX200.7;COD2_CODEUR
;Bit8@5;;Position value;%IX201.0;COD2_CODEUR
;Bit9@5;;Position value;%IX201.1;COD2_CODEUR
;Bit10@5;;Position value;%IX201.2;COD2_CODEUR
;Bit11@5;;Position value;%IX201.3;COD2_CODEUR
;Bit12@5;;Position value;%IX201.4;COD2_CODEUR
;Bit13@5;;Position value;%IX201.5;COD2_CODEUR
;Bit14@5;;Position value;%IX201.6;COD2_CODEUR
;Bit15@5;;Position value;%IX201.7;COD2_CODEUR
;Bit16@1;;Position value;%IX202.0;COD2_CODEUR
;Bit17@1;;Position value;%IX202.1;COD2_CODEUR
;Bit18@1;;Position value;%IX202.2;COD2_CODEUR
;Bit19@1;;Position value;%IX202.3;COD2_CODEUR
;Bit20@1;;Position value;%IX202.4;COD2_CODEUR
;Bit21@1;;Position value;%IX202.5;COD2_CODEUR
;Bit22@1;;Position value;%IX202.6;COD2_CODEUR
;Bit23@1;;Position value;%IX202.7;COD2_CODEUR
