Timestamp_ms;M3Translation.State.AtTremie;M3Translation.State.AtP2;M3Translation.State.AtPV;M3Translation.State.AtP1;M3Translation.State.AtMaintenance;IoHw.In.Hardware.Translation.M3_PosTremie_DI;IoHw.In.Hardware.Translation.M3_PosPV_DI;IoHw.In.Hardware.Translation.M3_PosPVP2_DI;IoHw.In.Hardware.Translation.M3_PosP1_DI;M3_BrakeIsOpen_DI;PRG_02_Acquisition.HwIn.Translation.M3_ActualFrequencyHz;M3_StatusWord;M3_SetpointFrequencyHz;M3_CommandWord;M3_ThermalOK_DI;M3Translation.Safety.Error;M3Translation.Safety.ErrorId;M3Translation.State.Error;M3Translation.State.ErrorId;M3Translation.State.EstimatedPosM3_M;JOY1Joystick.State.AxisCmdX.Deflection;JOY1Joystick.State.AxisCmdY.Deflection
43374;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43384;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43395;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43406;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43416;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43427;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43437;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43448;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43459;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43469;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43480;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43492;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43502;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
43513;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.022706985473633;-100;0
