Timestamp_ms;PRG_03_Modes_Cycle.instCycleSemiAuto.CycleStep;PRG_03_Modes_Cycle.instCycleSemiAuto.Lifecycle.Busy;PRG_03_Modes_Cycle.instCycleSemiAuto.WaitingForOperator;PRG_03_Modes_Cycle.instCycleSemiAuto.WaitingForProcess;PRG_03_Modes_Cycle.instCycleSemiAuto.Fault.Error;PRG_02_Acquisition.Data.Joystick.DeadmanArmed;PRG_02_Acquisition.Data.Joystick.AtNeutralXY;PRG_02_Acquisition.Data.Joystick.AxisY.Deflection;PRG_02_Acquisition.Data.EncoderM1.Measurement.CablePosM;PRG_02_Acquisition.Data.EncoderM2.Measurement.CablePosM;M1TreuilRetenue.State.StepNumber;M2TreuilBenne.State.StepNumber;M1_M2_KoboldBottomTouch_DI;M1_M2_KoboldMeasureEnable_RQ;M3Translation.State.AtP1;M3Translation.State.AtTremie;M3Translation.State.EstimatedPosM3_M;PRG_04_Treuils_Benne.instWinchStateProjection.InterlockM2.MotorRequest;PRG_06_Outputs.instWinchOutputInterlockM2.MotorRequest;M1_SpeedContactor_3_DQ;M2TreuilBenne.Bucket.State.BucketOpening_Pct;PRG_04_Treuils_Benne.Data.ArmingPermit;PRG_05_Translation.TranslationFinalInterlockRequest.ReqTremieSemantic;M3_CommandWord;M3_SetpointFrequencyHz;M3_BrakeRelease_RQ;IoHw.In.Hardware.Operator.JoyXRaw_ANA1;IoHw.In.Hardware.Operator.JoyYRaw_ANA2;M1TreuilRetenue.Safety.ErrorMecaB;M1TreuilRetenue.Safety.ErrorId;IoHw.In.Hardware.Winch.M1_ContactorsReleased_DI;IoHw.In.Hardware.Winch.M2_ContactorsReleased_DI;GVL_Troubleshooting.I_LevageUnitaireM1.Inputs_100.Idx104_BrakeApplied;IoHw.In.Hardware.Winch.M2_TensionedCable_DI;PRG_07_Supervision.instTroubleshootingView.WinchM2.Safety.ErrorId;PRG_02_Acquisition.instSimBench.MotorIsStalledM1;PRG_02_Acquisition.instSimBench.MotorIsStalledM2
10499;3;1;0;1;0;1;0;-100;8.5;12.132568359375;0;4;0;0;1;0;30;1;1;0;75.782875061035156;1;0;0;0;0;5000;0;0;0;1;0;1;1;0;0;0
10600;3;1;0;1;0;1;0;-100;8.5;11.956787109375;0;4;0;0;1;0;30;1;1;0;76.954750061035156;1;0;0;0;0;5000;0;0;0;1;0;1;1;0;0;0
10699;3;1;0;1;0;1;0;-100;8.5;11.798583984375;0;4;0;0;1;0;30;1;1;0;78.009437561035156;1;0;0;0;0;5000;0;0;0;1;0;1;1;0;0;0
10801;3;1;0;1;0;1;0;-100;8.5;11.640380859375;0;4;0;0;1;0;30;1;1;0;79.064125061035156;1;0;0;0;0;5000;0;0;0;1;0;1;1;0;0;0
10903;3;1;0;1;0;1;0;-100;8.5;11.464599609375;0;4;0;0;1;0;30;1;1;0;80.236000061035156;1;0;0;0;0;5000;0;0;0;1;0;1;1;0;0;0
11004;3;1;0;1;0;1;0;-100;8.5;11.288818359375;0;4;0;0;1;0;30;1;1;0;81.407875061035156;1;0;0;0;0;5000;0;0;0;1;0;1;1;0;0;0
11105;3;1;0;1;0;1;0;-100;8.5;11.130615234375;0;4;0;0;1;0;30;1;1;0;82.462562561035156;1;0;0;0;0;5000;0;0;0;1;0;1;1;0;0;0
11207;3;1;0;1;0;1;0;-100;8.5;10.954833984375;0;4;0;0;1;0;30;1;1;0;83.634437561035156;1;0;0;0;0;5000;0;0;0;1;0;1;1;0;0;0
11308;3;1;0;1;0;1;0;-100;8.5;10.796630859375;0;4;0;0;1;0;30;1;1;0;84.689125061035156;1;0;0;0;0;5000;0;0;0;1;0;1;1;0;0;0
11410;3;1;0;1;0;1;0;-100;8.5;10.620849609375;0;4;0;0;1;0;30;1;1;0;85.861000061035156;1;0;0;0;0;5000;0;0;0;1;0;1;1;0;0;0
11509;3;1;0;1;0;1;0;-100;8.5;10.462646484375;0;4;0;0;1;0;30;1;1;0;86.915687561035156;1;0;0;0;0;5000;0;0;0;1;0;1;1;0;0;0
11609;3;1;0;1;0;1;0;-100;8.5;10.286865234375;0;4;0;0;1;0;30;1;1;0;88.087562561035156;1;0;0;0;0;5000;0;0;0;1;0;1;1;0;0;0
11709;3;1;0;1;0;1;0;-100;8.5;10.128662109375;0;4;0;0;1;0;30;1;1;0;89.142250061035156;1;0;0;0;0;5000;0;0;0;1;0;1;1;0;0;0
11810;3;1;0;1;0;1;0;-100;8.5;9.952880859375;0;4;0;0;1;0;30;1;1;0;90.314125061035156;1;0;0;0;0;5000;0;0;0;1;0;1;1;0;0;0
11910;3;1;0;1;0;1;0;-100;8.5;9.78466796875;0;0;0;0;1;0;30;0;0;0;91.435546875;1;0;0;0;0;5000;0;0;0;1;1;1;1;0;0;0
12012;21;1;0;1;0;1;0;-100;8.5;9.694580078125;0;0;0;0;1;0;30;0;0;0;92.0361328125;1;0;0;0;0;5000;0;0;0;1;1;1;1;0;0;0
12111;21;1;0;1;0;1;0;-100;8.5;9.594482421875;0;0;0;0;1;0;30;0;0;0;92.703453063964844;1;0;0;0;0;5000;0;0;0;1;1;1;1;0;0;0
12213;21;1;0;1;0;1;0;-100;8.5;9.50439453125;0;0;0;0;1;0;30;0;0;0;93.304039001464844;1;0;0;0;0;5000;0;0;0;1;1;1;1;0;0;0
12313;21;1;0;1;0;1;0;-100;8.5;9.404296875;0;0;0;0;1;0;30;0;0;0;93.971351623535156;1;0;0;0;0;5000;0;0;0;1;1;1;1;0;0;0
12412;21;1;0;1;0;1;0;-100;8.5;9.38427734375;0;0;0;0;1;0;30;0;0;0;94.104820251464844;1;0;0;0;0;5000;0;0;0;1;1;1;1;0;0;0
12513;21;1;0;1;0;1;0;-100;8.5;9.38427734375;0;0;0;0;1;0;30;0;0;0;94.104820251464844;1;0;0;0;0;5000;0;0;0;1;1;1;1;0;0;0
12613;21;1;0;1;0;1;0;-100;8.5;9.38427734375;0;0;0;0;1;0;30;0;0;0;94.104820251464844;1;0;0;0;0;5000;0;0;0;1;1;1;1;0;0;0
12713;4;1;0;1;0;1;0;-100;8.449951171875;9.337890625;1;1;0;0;1;0;30;1;1;0;94.080406188964844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
12814;4;1;0;1;0;1;0;-100;8.349853515625;9.2451171875;1;1;0;0;1;0;30;1;1;0;94.031578063964844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
12915;4;1;0;1;0;1;0;-100;8.259765625;9.16162109375;1;1;0;0;1;0;30;1;1;0;93.987632751464844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
13016;4;1;0;1;0;1;0;-100;8.15966796875;9.06884765625;1;1;0;0;1;0;30;1;1;0;93.938804626464844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
13117;4;1;0;1;0;1;0;-100;8.069580078125;8.9853515625;1;1;0;0;1;0;30;1;1;0;93.894859313964844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
13215;4;1;0;1;0;1;0;-100;7.9697265625;8.89208984375;2;2;0;0;1;0;30;1;1;0;93.850914001464844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
13318;4;1;0;1;0;1;0;-100;7.84521484375;8.77490234375;2;2;0;0;1;0;30;1;1;0;93.802085876464844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
13418;4;1;0;1;0;1;0;-100;7.733154296875;8.66943359375;2;2;0;0;1;0;30;1;1;0;93.758140563964844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
13519;4;1;0;1;0;1;0;-100;7.608642578125;8.55224609375;2;2;0;0;1;0;30;1;1;0;93.709312438964844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
13620;4;1;0;1;0;1;0;-100;7.49658203125;8.44677734375;2;2;0;0;1;0;30;1;1;0;93.665367126464844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
13720;4;1;0;1;0;1;0;-100;7.3671875;8.3251953125;3;3;0;0;1;0;30;1;1;0;93.61328125;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
13820;4;1;0;1;0;1;0;-100;7.233154296875;8.199951171875;3;3;0;0;1;0;30;1;1;0;93.5546875;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
13920;4;1;0;1;0;1;0;-100;7.084228515625;8.060791015625;3;3;0;0;1;0;30;1;1;0;93.489585876464844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
14021;4;1;0;1;0;1;0;-100;6.9501953125;7.935546875;3;3;0;0;1;0;30;1;1;0;93.430992126464844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
14122;4;1;0;1;0;1;0;-100;6.816162109375;7.810302734375;3;3;0;0;1;0;30;1;1;0;93.372398376464844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
14222;4;1;0;1;0;1;0;-100;6.667236328125;7.671142578125;4;4;0;0;1;0;30;1;1;0;93.307289123535156;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
14322;4;1;0;1;0;1;0;-100;6.491455078125;7.507568359375;4;4;0;0;1;0;30;1;1;0;93.225914001464844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
14421;4;1;0;1;0;1;0;-100;6.333251953125;7.3603515625;4;4;0;0;1;0;30;1;1;0;93.152671813964844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
14523;4;1;0;1;0;1;0;-100;6.175048828125;7.213134765625;4;4;0;0;1;0;30;1;1;0;93.079429626464844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
14624;4;1;0;1;0;1;0;-100;5.999267578125;7.049560546875;4;4;0;0;1;0;30;1;1;1;92.998046875;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
14724;4;1;0;1;0;1;0;-100;5.841064453125;6.90234375;4;4;0;0;1;0;30;1;1;1;92.9248046875;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
14824;4;1;0;1;0;1;0;-100;5.665283203125;6.72119140625;4;5;0;0;1;0;30;1;1;1;92.960609436035156;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
14924;4;1;0;1;0;1;0;-100;5.507080078125;6.55419921875;4;5;0;0;1;0;30;1;1;1;93.019203186035156;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
15024;4;1;0;1;0;1;0;-100;5.331298828125;6.36865234375;4;5;0;0;1;0;30;1;1;1;93.084312438964844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
15125;4;1;0;1;0;1;0;-100;5.155517578125;6.18310546875;4;5;0;0;1;0;30;1;1;1;93.1494140625;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
15225;4;1;0;1;0;1;0;-100;4.997314453125;6.01611328125;4;5;0;0;1;0;30;1;1;1;93.2080078125;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
15326;4;1;0;1;0;1;0;-100;4.839111328125;5.84912109375;4;5;0;0;1;0;30;1;1;1;93.2666015625;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
15425;4;1;0;1;0;1;0;-100;4.663330078125;5.66357421875;4;5;0;0;1;0;30;1;1;1;93.331703186035156;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
15526;4;1;0;1;0;1;0;-100;4.505126953125;5.49658203125;4;5;0;0;1;0;30;1;1;1;93.390296936035156;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
15626;4;1;0;1;0;1;0;-100;4.329345703125;5.31103515625;4;5;0;0;1;0;30;1;1;1;93.455406188964844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
15729;4;1;0;1;0;1;0;-100;4.171142578125;5.14404296875;4;5;0;0;1;0;30;1;1;1;93.513999938964844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
15830;4;1;0;1;0;1;0;-100;3.995361328125;4.95849609375;4;5;0;0;1;0;30;1;1;1;93.5791015625;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
15933;5;1;0;1;0;1;0;-100;3.837158203125;4.79150390625;4;5;0;1;1;0;30;1;1;1;93.6376953125;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
16031;5;1;0;1;0;1;0;-100;3.661376953125;4.60595703125;4;5;0;1;1;0;30;1;1;1;93.702796936035156;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
16130;5;1;0;1;0;1;0;-100;3.503173828125;4.43896484375;4;5;0;1;1;0;30;1;1;1;93.761390686035156;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
16232;5;1;0;1;0;1;0;-100;3.327392578125;4.25341796875;4;5;0;1;1;0;30;1;1;1;93.826499938964844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
16332;5;1;0;1;0;1;0;-100;3.169189453125;4.08642578125;4;5;0;1;1;0;30;1;1;1;93.885093688964844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
16431;6;1;0;1;0;1;0;-100;2.993408203125;3.90087890625;4;5;0;1;1;0;30;1;1;1;93.9501953125;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
16530;6;1;0;1;0;1;0;-100;2.835205078125;3.73388671875;4;5;0;1;1;0;30;1;1;1;94.0087890625;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
16630;6;1;0;1;0;1;0;-100;2.677001953125;3.56689453125;4;5;0;1;1;0;30;1;1;1;94.0673828125;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
16732;6;1;0;1;0;1;0;-100;2.501220703125;3.38134765625;4;5;0;1;1;0;30;1;1;1;94.132484436035156;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
16834;6;1;0;1;0;1;0;-100;2.343017578125;3.21435546875;4;5;0;1;1;0;30;1;1;1;94.191078186035156;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
16934;7;1;0;1;0;1;0;-100;2.167236328125;3.02880859375;4;5;0;1;1;0;30;1;1;1;94.256187438964844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
17035;7;1;0;1;0;1;0;-100;2.009033203125;2.86181640625;4;5;0;1;1;0;30;1;1;1;94.314781188964844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
17136;7;1;0;1;0;1;0;-100;1.850830078125;2.69482421875;4;5;0;1;1;0;30;1;1;1;94.373374938964844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
17235;7;1;0;1;0;1;0;-100;1.675048828125;2.50927734375;4;5;0;1;1;0;30;1;1;1;94.4384765625;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
17338;7;1;0;1;0;1;0;-100;1.516845703125;2.34228515625;4;5;0;1;1;0;30;1;1;1;94.4970703125;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
17436;7;1;0;1;0;1;0;-100;1.341064453125;2.15673828125;4;5;0;1;1;0;30;1;1;1;94.562171936035156;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
17537;7;1;0;1;0;1;0;-100;1.182861328125;1.98974609375;4;5;0;1;1;0;30;1;1;1;94.620765686035156;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
17636;7;1;0;1;0;1;0;-100;1.024658203125;1.82275390625;4;5;0;1;1;0;30;1;1;1;94.679359436035156;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
17737;7;1;0;1;0;1;0;-100;0.848876953125;1.63720703125;4;5;0;1;1;0;30;1;1;1;94.744468688964844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
17839;7;1;0;1;0;1;0;-100;0.673095703125;1.45166015625;4;5;0;1;1;0;30;1;1;1;94.8095703125;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
17940;7;1;0;1;0;1;0;-100;0.514892578125;1.28466796875;4;5;0;1;1;0;30;1;1;1;94.8681640625;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
18039;7;1;0;1;0;1;0;-100;0.339111328125;1.09912109375;4;5;0;1;1;0;30;1;1;1;94.933265686035156;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
18141;7;1;0;1;0;1;0;-100;0.180908203125;0.93212890625;4;5;0;1;1;0;30;1;1;1;94.991859436035156;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
18241;7;1;0;1;0;1;0;-100;0.022705078125;0.76513671875;4;5;0;1;1;0;30;1;1;1;95.050453186035156;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
18342;7;1;0;1;0;1;0;-100;-0.153076171875;0.57958984375;4;5;0;1;1;0;30;1;1;1;95.109046936035156;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
18441;7;1;0;1;0;1;0;-100;-0.311279296875;0.41259765625;4;5;0;1;1;0;30;1;1;1;95.174156188964844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
18544;7;1;0;1;0;1;0;-100;-0.487060546875;0.22705078125;4;5;0;1;1;0;30;1;1;1;95.2392578125;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
18644;7;1;0;1;0;1;0;-100;-0.645263671875;0.06005859375;4;5;0;1;1;0;30;1;1;1;95.2978515625;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
18744;7;1;0;1;0;1;0;-100;-0.821044921875;-0.12548828125;4;5;0;1;1;0;30;1;1;1;95.362953186035156;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
18845;7;1;0;1;0;1;0;-100;-0.979248046875;-0.29248046875;4;5;0;1;1;0;30;1;1;1;95.421546936035156;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
18946;7;1;0;1;0;1;0;-100;-1.155029296875;-0.47802734375;4;5;0;1;1;0;30;1;1;1;95.486656188964844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
19046;7;1;0;1;0;1;0;-100;-1.313232421875;-0.64501953125;4;5;0;1;1;0;30;1;1;1;95.545249938964844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
19149;7;1;0;1;0;1;0;-100;-1.489013671875;-0.83056640625;4;5;0;1;1;0;30;1;1;1;95.6103515625;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
19248;7;1;0;1;0;1;0;-100;-1.647216796875;-0.99755859375;4;5;0;1;1;0;30;1;1;1;95.6689453125;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
19349;7;1;0;1;0;1;0;-100;-1.822998046875;-1.18310546875;4;5;0;1;1;0;30;1;1;1;95.734046936035156;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
19449;7;1;0;1;0;1;0;-100;-1.998779296875;-1.36865234375;4;5;0;1;1;0;30;1;1;1;95.792640686035156;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
19550;7;1;0;1;0;1;0;-100;-2.156982421875;-1.53564453125;4;5;0;1;1;0;30;1;1;1;95.857749938964844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
19651;7;1;0;1;0;1;0;-100;-2.315185546875;-1.70263671875;4;5;0;1;1;0;30;1;1;1;95.916343688964844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
19750;7;1;0;1;0;1;0;-100;-2.490966796875;-1.88818359375;4;5;0;1;1;0;30;1;1;1;95.9814453125;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
19850;7;1;0;1;0;1;0;-100;-2.649169921875;-2.05517578125;4;5;0;1;1;0;30;1;1;1;96.0400390625;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
19952;7;1;0;1;0;1;0;-100;-2.77099609375;-2.22216796875;4;5;0;1;1;0;30;1;1;1;96.341148376464844;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
20052;7;1;0;1;0;1;0;-100;-2.77099609375;-2.40771484375;4;5;0;1;1;0;30;1;1;1;97.578125;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
20152;7;1;0;1;0;1;0;-100;-2.77099609375;-2.59326171875;4;5;0;1;1;0;30;1;1;1;98.815101623535156;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
20252;7;1;0;1;0;1;0;-100;-2.77099609375;-2.76025390625;4;5;0;1;1;0;30;1;1;1;99.928382873535156;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
20354;7;1;0;1;0;1;0;-100;-2.77099609375;-2.94580078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
20453;7;1;0;1;0;1;0;-100;-2.77099609375;-3.11279296875;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
20554;7;1;0;1;0;1;0;-100;-2.77099609375;-3.29833984375;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
20653;7;1;0;1;0;1;0;-100;-2.77099609375;-3.46533203125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
20754;7;1;0;1;0;1;0;-100;-2.77099609375;-3.63232421875;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
20855;7;1;0;1;0;1;0;-100;-2.77099609375;-3.81787109375;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
20955;7;1;0;1;0;1;0;-100;-2.77099609375;-3.98486328125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
21056;7;1;0;1;0;1;0;-100;-2.77099609375;-4.17041015625;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
21157;7;1;0;1;0;1;0;-100;-2.77099609375;-4.33740234375;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
21258;7;1;0;1;0;1;0;-100;-2.77099609375;-4.52294921875;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
21356;7;1;0;1;0;1;0;-100;-2.77099609375;-4.68994140625;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
21457;7;1;0;1;0;1;0;-100;-2.77099609375;-4.87548828125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
21557;7;1;0;1;0;1;0;-100;-2.77099609375;-5.04248046875;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
21657;7;1;0;1;0;1;0;-100;-2.77099609375;-5.20947265625;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
21760;7;1;0;1;0;1;0;-100;-2.77099609375;-5.39501953125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
21860;7;1;0;1;0;1;0;-100;-2.77099609375;-5.56201171875;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
21961;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
22061;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
22162;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
22264;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
22364;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
22465;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
22565;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
22664;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
22766;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
22865;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
22966;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
23066;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
23167;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
23268;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
23370;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
23469;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
23571;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
23670;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
23771;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
23871;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
23972;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
24072;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
24173;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
24273;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
24375;7;1;0;1;0;1;0;-100;-2.77099609375;-5.647705078125;4;5;0;1;1;0;30;1;1;1;100;1;0;0;0;0;5000;0;0;0;0;0;0;1;0;0;0
