Timestamp_ms;PRG_03_Modes_Cycle.instCycleSemiAuto.CycleStep;GVL_Troubleshooting.G_CycleSemiAuto.Idx104_DeadmanArmed;PRG_03_Modes_Cycle.instCycleSemiAuto.JoystickPull;PRG_03_Modes_Cycle.instCycleSemiAuto.M1FinalAscentStartReady;PRG_03_Modes_Cycle.instCycleSemiAuto.M2_SpeedStepApplied;PRG_03_Modes_Cycle.instCycleSemiAuto.BucketCmd.ReqHoldAscentP1AfterClose;PRG_03_Modes_Cycle.instCycleSemiAuto.Ax10bFallbackStopActive;PRG_03_Modes_Cycle.instCycleSemiAuto.AscentStartStopTimer.ET;PRG_03_Modes_Cycle.instCycleSemiAuto.Ax10bHandoffWaitTimer.ET;PRG_04_Treuils_Benne.Data.BucketCloseReached;PRG_04_Treuils_Benne.Data.BucketState.MechState.IsClosed;PRG_04_Treuils_Benne.Data.BucketState.BucketOpening_Pct;PRG_04_Treuils_Benne.Data.BucketState.ActiveOffset_M;PRG_04_Treuils_Benne.Data.WinchM1State.Position_M;PRG_04_Treuils_Benne.Data.WinchM2State.Position_M;PRG_04_Treuils_Benne.Data.BucketState.M2PositionCorrected;PRG_04_Treuils_Benne.Data.BucketState.DeltaPositionCorrected_M;PRG_02_Acquisition.Data.EncoderM1.Measurement.Speed_Mps;PRG_02_Acquisition.Data.EncoderM2.Measurement.Speed_Mps;GVL_Troubleshooting.G_CycleSemiAuto.Idx307_M1SpeedStepApplied;GVL_Troubleshooting.G_CycleSemiAuto.Idx308_M2SpeedStepApplied;GVL_Troubleshooting.I_LevageUnitaireM1.Demandes_200.Idx209_ArbitratedDirection;GVL_Troubleshooting.J_LevageUnitaireM2.Demandes_200.Idx209_ArbitratedDirection;PRG_04_Treuils_Benne.Data.WinchM1State.DirectionChangePending;PRG_04_Treuils_Benne.Data.WinchM2State.DirectionChangePending;GVL_Troubleshooting.I_LevageUnitaireM1.Control_400.Idx415_MotorRequest;GVL_Troubleshooting.J_LevageUnitaireM2.Control_400.Idx415_MotorRequest;GVL_Troubleshooting.I_LevageUnitaireM1.Control_400.Idx416_RestartRequired;GVL_Troubleshooting.J_LevageUnitaireM2.Control_400.Idx416_RestartRequired;PRG_04_Treuils_Benne.Data.WinchM2Safety.AscentPermit;PRG_04_Treuils_Benne.Data.WinchM2Safety.CableLimitAscent;PRG_06_Outputs.Data.ContactorMismatch;GVL_Troubleshooting.I_LevageUnitaireM1.Outputs_500.Idx501_CmdRelayAscent_RQ;GVL_Troubleshooting.J_LevageUnitaireM2.Outputs_500.Idx501_CmdRelayAscent_RQ;GVL_Troubleshooting.I_LevageUnitaireM1.Outputs_500.Idx505_CmdBrakeRelease_RQ;GVL_Troubleshooting.J_LevageUnitaireM2.Outputs_500.Idx505_CmdBrakeRelease_RQ;GVL_Troubleshooting.I_LevageUnitaireM1.Inputs_100.Idx103_ContactorsReleased_DI;GVL_Troubleshooting.J_LevageUnitaireM2.Inputs_100.Idx103_ContactorsReleased_DI
146;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
156;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
166;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
176;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
186;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
196;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
206;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
216;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
226;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
236;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
246;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
256;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
266;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
276;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
286;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
296;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
306;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
316;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
326;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
336;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
346;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
356;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
366;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
376;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
386;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
397;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
406;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
416;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
426;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
436;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
446;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
456;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
466;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
476;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
486;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
497;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
506;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
516;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
526;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
537;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
546;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
557;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
566;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
576;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
586;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
596;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
606;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
616;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
626;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
636;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
646;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
657;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
666;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
677;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
686;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
697;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
706;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
716;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
727;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
736;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
746;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
756;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
766;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
776;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
786;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
796;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
809;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
816;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
829;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
836;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
848;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
856;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
866;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
876;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
909;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
917;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
926;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
936;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
946;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
957;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
966;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
976;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
987;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
996;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
1006;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
1016;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
1026;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
1036;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
1046;10;0;0;1;0;0;0;0;0;0;0;91.3916015625;0;-12.893798828125;-11.6025390625;-12.893798828125;1.291259765625;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
