Timestamp_ms;GVL_Troubleshooting.G_CycleSemiAuto.Idx206_Step;GVL_Troubleshooting.G_CycleSemiAuto.Idx104_DeadmanArmed;GVL_Troubleshooting.G_CycleSemiAuto.Idx105_MancheDeflechi;PRG_04_Treuils_Benne.Data.WinchM1State.Position_M;PRG_04_Treuils_Benne.Data.WinchM2State.Position_M;PRG_02_Acquisition.Data.EncoderM1.Measurement.Speed_Mps;PRG_02_Acquisition.Data.EncoderM2.Measurement.Speed_Mps;GVL_Troubleshooting.G_CycleSemiAuto.Idx307_M1SpeedStepApplied;GVL_Troubleshooting.G_CycleSemiAuto.Idx308_M2SpeedStepApplied;GVL_Troubleshooting.I_LevageUnitaireM1.Demandes_200.Idx209_ArbitratedDirection;GVL_Troubleshooting.J_LevageUnitaireM2.Demandes_200.Idx209_ArbitratedDirection;PRG_04_Treuils_Benne.Data.WinchM1State.DirectionChangePending;PRG_04_Treuils_Benne.Data.WinchM1State.DirectionChangeDelayElapsed;PRG_04_Treuils_Benne.Data.WinchM2State.DirectionChangePending;PRG_04_Treuils_Benne.Data.WinchM2State.DirectionChangeDelayElapsed;GVL_Troubleshooting.I_LevageUnitaireM1.Control_400.Idx415_MotorRequest;GVL_Troubleshooting.J_LevageUnitaireM2.Control_400.Idx415_MotorRequest;GVL_Troubleshooting.I_LevageUnitaireM1.Control_400.Idx416_RestartRequired;GVL_Troubleshooting.I_LevageUnitaireM1.Control_400.Idx406_FinalInterlockReason;GVL_Troubleshooting.I_LevageUnitaireM1.Safety_300.Idx302_SafeStopActive;PRG_06_Outputs.Data.ContactorMismatch;PRG_04_Treuils_Benne.SyncState.SyncDeviationWarn;GVL_Troubleshooting.I_LevageUnitaireM1.Outputs_500.Idx501_CmdRelayAscent_RQ;GVL_Troubleshooting.J_LevageUnitaireM2.Outputs_500.Idx501_CmdRelayAscent_RQ;GVL_Troubleshooting.I_LevageUnitaireM1.Outputs_500.Idx505_CmdBrakeRelease_RQ;GVL_Troubleshooting.J_LevageUnitaireM2.Outputs_500.Idx505_CmdBrakeRelease_RQ;GVL_Troubleshooting.I_LevageUnitaireM1.Inputs_100.Idx103_ContactorsReleased_DI;GVL_Troubleshooting.J_LevageUnitaireM2.Inputs_100.Idx103_ContactorsReleased_DI
28353;21;1;1;8.993408203125;9.005859375;0;0.66666668653488159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
28403;21;1;1;8.993408203125;8.97216796875;0;0.6066666841506958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
28453;21;1;1;8.993408203125;8.939208984375;0;0.54000002145767212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
28503;21;1;1;8.993408203125;8.912841796875;0;0.476666659116745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
28553;21;1;1;8.993408203125;8.8876953125;0;0.41333335638046265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
28603;21;1;1;8.993408203125;8.8681640625;0;0.34999999403953552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
28653;21;1;1;8.993408203125;8.8505859375;0;0.28666669130325317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
28703;21;1;1;8.993408203125;8.83740234375;0;0.22666667401790619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
28753;21;1;1;8.993408203125;8.8271484375;0;0.16333334147930145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
28803;21;1;1;8.993408203125;8.821044921875;0;0.10333333909511566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
28853;21;1;1;8.993408203125;8.81787109375;0;0.043333336710929871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
28903;21;1;1;8.993408203125;8.817626953125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
28953;21;1;1;8.993408203125;8.81787109375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
29003;21;1;1;8.993408203125;8.81787109375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
29053;21;1;1;8.993408203125;8.81787109375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
29103;21;1;1;8.993408203125;8.81787109375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
29153;21;1;1;8.993408203125;8.81787109375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
29203;4;1;1;8.993408203125;8.81787109375;0;0;1;1;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;1
29253;4;1;1;8.993408203125;8.81787109375;0;0;1;1;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
29303;4;1;1;8.9931640625;8.817626953125;0.0066666668280959129;0;1;1;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
29353;4;1;1;8.990478515625;8.8154296875;0.0533333346247673;0.0533333346247673;1;1;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
29403;4;1;1;8.983154296875;8.807373046875;0.14000001549720764;0.14666667580604553;1;1;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
29453;4;1;1;8.969482421875;8.796142578125;0.23666666448116302;0.19333334267139435;1;1;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
29503;4;1;1;8.9521484375;8.782958984375;0.32333332300186157;0.24666666984558105;1;1;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
29553;4;1;1;8.92822265625;8.764404296875;0.40999999642372131;0.31666666269302368;1;1;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
29603;4;1;1;8.901611328125;8.744873046875;0.48999997973442078;0.36000001430511475;1;1;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
29653;4;1;1;8.8681640625;8.720947265625;0.56999999284744263;0.40666666626930237;1;1;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
29703;4;1;1;8.8330078125;8.696533203125;0.64000004529953;0.44999998807907104;2;2;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
29753;4;1;1;8.791015625;8.6669921875;0.71666663885116577;0.5;2;2;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
29803;4;1;1;8.748291015625;8.63720703125;0.78333336114883423;0.54000002145767212;2;2;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
29853;4;1;1;8.6982421875;8.602783203125;0.85000002384185791;0.57999998331069946;2;2;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
29903;4;1;1;8.648681640625;8.56884765625;0.90333336591720581;0.62000000476837158;2;2;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
29953;4;1;1;8.591796875;8.530029296875;0.96333330869674683;0.65666669607162476;2;2;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
30003;4;1;1;8.5361328125;8.491943359375;1.0166666507720947;0.69333338737487793;2;2;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
30053;4;1;1;8.47265625;8.44873046875;1.0700000524520874;0.72666668891906738;2;2;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
30104;4;1;1;8.4111328125;8.406982421875;1.1200001239776611;0.76000005006790161;2;2;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
30153;4;1;1;8.341796875;8.360107421875;1.1700000762939453;0.79333335161209106;2;2;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
30203;4;1;1;8.275146484375;8.314697265625;1.2200000286102295;0.83333331346511841;2;2;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
30253;4;1;1;8.19970703125;8.261962890625;1.2733333110809326;0.89000004529953;3;3;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
30303;4;1;1;8.12744140625;8.2109375;1.3166667222976685;0.93333333730697632;3;3;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
30353;4;1;1;8.047119140625;8.153076171875;1.3566666841506958;0.97666668891906738;3;3;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
30403;4;1;1;7.970703125;8.097412109375;1.3899999856948853;1.0133333206176758;3;3;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
30453;4;1;1;7.88623046875;8.034912109375;1.4233334064483643;1.0533334016799927;3;3;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
30504;4;1;1;7.806396484375;7.9755859375;1.4533333778381348;1.0833333730697632;3;3;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
30552;4;1;1;7.718505859375;7.909423828125;1.4800000190734863;1.1133333444595337;3;3;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
30603;4;1;1;7.635986328125;7.846923828125;1.5;1.1399999856948853;3;3;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
30653;4;1;1;7.54541015625;7.778076171875;1.5233333110809326;1.1599999666213989;3;3;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
30704;4;1;1;7.460693359375;7.712890625;1.5400000810623169;1.18666672706604;3;3;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
30753;4;1;1;7.36865234375;7.640380859375;1.5466667413711548;1.2200000286102295;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
30804;4;1;1;7.28369140625;7.57177734375;1.5499999523162842;1.2466666698455811;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
30853;4;1;1;7.191162109375;7.49609375;1.5566667318344116;1.2733333110809326;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
30903;4;1;1;7.10546875;7.42529296875;1.5566667318344116;1.2900000810623169;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
30953;4;1;1;7.0126953125;7.34765625;1.559999942779541;1.309999942779541;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
31003;4;1;1;6.9267578125;7.275146484375;1.5633333921432495;1.3200000524520874;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
31053;4;1;1;6.833740234375;7.196044921875;1.5633333921432495;1.3333333730697632;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
31103;4;1;1;6.74755859375;7.12255859375;1.5666667222976685;1.3366667032241821;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
31153;4;1;1;6.654296875;7.042724609375;1.5700000524520874;1.34333336353302;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
31203;4;1;1;6.568115234375;6.968505859375;1.5666667222976685;1.346666693687439;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
31253;4;1;1;6.4755859375;6.8876953125;1.5499999523162842;1.3533333539962769;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
31303;4;1;1;6.39111328125;6.812744140625;1.5333333015441895;1.3633333444595337;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
31353;4;1;1;6.30029296875;6.7314453125;1.5233333110809326;1.3666666746139526;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
31403;4;1;1;6.217041015625;6.656005859375;1.5133334398269653;1.3666666746139526;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
31453;4;1;1;6.127197265625;6.57421875;1.5066666603088379;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
31504;4;1;1;6.04443359375;6.498779296875;1.5033334493637085;1.3733333349227905;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
31553;4;1;1;5.955078125;6.4169921875;1.5;1.3733333349227905;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
31603;4;1;1;5.87255859375;6.341064453125;1.4966666698455811;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
31653;4;1;1;5.783447265625;6.25927734375;1.4966666698455811;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
31703;4;1;1;5.701416015625;6.18359375;1.4933333396911621;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
31753;4;1;1;5.6123046875;6.1015625;1.4933333396911621;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
31803;4;1;1;5.5302734375;6.02587890625;1.4933333396911621;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
31853;4;1;1;5.441162109375;5.943603515625;1.4933333396911621;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
31903;4;1;1;5.359130859375;5.867919921875;1.4933333396911621;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
31953;4;1;1;5.270263671875;5.7861328125;1.4933333396911621;1.3733333349227905;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
32003;4;1;1;5.188232421875;5.71044921875;1.4933333396911621;1.3733333349227905;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
32053;4;1;1;5.099365234375;5.628173828125;1.4933333396911621;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
32103;4;1;1;5.01708984375;5.552490234375;1.4933333396911621;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
32153;4;1;1;4.92822265625;5.470458984375;1.4933333396911621;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
32203;4;1;1;4.84619140625;5.394775390625;1.4933333396911621;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
32253;4;1;1;4.757080078125;5.31298828125;1.4966666698455811;1.3733333349227905;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
32304;4;1;1;4.675048828125;5.2373046875;1.4933333396911621;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
32353;4;1;1;4.5859375;5.155517578125;1.4933333396911621;1.3666666746139526;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
32403;4;1;1;4.503662109375;5.07958984375;1.4933333396911621;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
32453;4;1;1;4.414794921875;4.99755859375;1.4966666698455811;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
32503;4;1;1;4.33251953125;4.921875;1.4933333396911621;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
32553;4;1;1;4.24365234375;4.83984375;1.4933333396911621;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
32603;4;1;1;4.16162109375;4.76416015625;1.4933333396911621;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
32653;4;1;1;4.07275390625;4.68212890625;1.4933333396911621;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
32703;4;1;1;3.99072265625;4.606201171875;1.4933333396911621;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
32753;5;1;1;3.901611328125;4.5244140625;1.4933333396911621;1.3733333349227905;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
32803;5;1;1;3.81982421875;4.44873046875;1.4900000095367432;1.3733333349227905;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
32853;5;1;1;3.73095703125;4.366455078125;1.4900000095367432;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
32903;5;1;1;3.64892578125;4.290771484375;1.4900000095367432;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
32953;5;1;1;3.56005859375;4.208740234375;1.4933333396911621;1.3733333349227905;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
33003;5;1;1;3.47802734375;4.133056640625;1.4900000095367432;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
33053;5;1;1;3.38916015625;4.051025390625;1.4933333396911621;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
33103;5;1;1;3.307373046875;3.975341796875;1.4900000095367432;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
33153;5;1;1;3.218505859375;3.893310546875;1.4900000095367432;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
33203;5;1;1;3.136474609375;3.8173828125;1.4933333396911621;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
33253;6;1;1;3.04736328125;3.7353515625;1.4933333396911621;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
33303;6;1;1;2.96533203125;3.659423828125;1.4933333396911621;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
33353;6;1;1;2.87646484375;3.57763671875;1.4933333396911621;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
33403;6;1;1;2.79443359375;3.501708984375;1.4933333396911621;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
33453;6;1;1;2.705322265625;3.419677734375;1.4933333396911621;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
33503;6;1;1;2.623291015625;3.343994140625;1.4933333396911621;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
33553;6;1;1;2.5341796875;3.261962890625;1.4933333396911621;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
33603;6;1;1;2.4521484375;3.18603515625;1.4933333396911621;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
33653;6;1;1;2.363037109375;3.10400390625;1.4933333396911621;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
33703;6;1;1;2.281005859375;3.0283203125;1.4933333396911621;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
33753;7;1;1;2.192138671875;2.9462890625;1.4933333396911621;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
33803;7;1;1;2.110107421875;2.870849609375;1.4933333396911621;1.3733333349227905;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
33853;7;1;1;2.021240234375;2.78857421875;1.4933333396911621;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
33903;7;1;1;1.93896484375;2.712890625;1.4933333396911621;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
33953;7;1;1;1.85009765625;2.630859375;1.4933333396911621;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
34003;7;1;1;1.76806640625;2.55517578125;1.4933333396911621;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
34053;7;1;1;1.67919921875;2.47314453125;1.4933333396911621;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
34103;7;1;1;1.59716796875;2.397216796875;1.4933333396911621;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
34153;7;1;1;1.50830078125;2.315185546875;1.4933333396911621;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
34203;7;1;1;1.42626953125;2.239501953125;1.4933333396911621;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
34253;7;1;1;1.33740234375;2.1572265625;1.4933333396911621;1.3833333253860474;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
34303;7;1;1;1.25537109375;2.081298828125;1.4933333396911621;1.3833333253860474;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
34353;7;1;1;1.16650390625;1.99951171875;1.4933333396911621;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
34403;7;1;1;1.08447265625;1.923583984375;1.4933333396911621;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
34453;7;1;1;0.99560546875;1.84130859375;1.4933333396911621;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
34504;7;1;1;0.91357421875;1.765625;1.4933333396911621;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
34553;7;1;1;0.82470703125;1.683349609375;1.4933333396911621;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
34604;7;1;1;0.742431640625;1.607666015625;1.4933333396911621;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
34653;7;1;1;0.653564453125;1.525390625;1.4966666698455811;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
34704;7;1;1;0.571533203125;1.44970703125;1.4933333396911621;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
34753;7;1;1;0.482666015625;1.36767578125;1.4933333396911621;1.3733333349227905;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
34803;7;1;1;0.40087890625;1.2919921875;1.4900000095367432;1.3733333349227905;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
34853;7;1;1;0.312255859375;1.209716796875;1.4866667985916138;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
34904;7;1;1;0.230712890625;1.13427734375;1.4833333492279053;1.3733333349227905;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
34953;7;1;1;0.142333984375;1.052001953125;1.4833333492279053;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
35004;7;1;1;0.06103515625;0.9765625;1.4800000190734863;1.3700001239776611;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
35053;7;1;1;-0.027099609375;0.89453125;1.4800000190734863;1.3700001239776611;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
35103;7;1;1;-0.1083984375;0.81884765625;1.4800000190734863;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
35153;7;1;1;-0.1962890625;0.73681640625;1.4733333587646484;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
35203;7;1;1;-0.277099609375;0.6611328125;1.4700000286102295;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
35253;7;1;1;-0.36474609375;0.579345703125;1.4700000286102295;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
35304;7;1;1;-0.4453125;0.503662109375;1.4633333683013916;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
35353;7;1;1;-0.531982421875;0.421875;1.4533333778381348;1.3733333349227905;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
35403;7;1;1;-0.61181640625;0.34619140625;1.4500000476837158;1.3733333349227905;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
35453;7;1;1;-0.697998046875;0.26416015625;1.4500000476837158;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
35503;7;1;1;-0.77783203125;0.1884765625;1.4533333778381348;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
35554;7;1;1;-0.864501953125;0.1064453125;1.4599999189376831;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
35603;7;1;1;-0.94482421875;0.031005859375;1.4599999189376831;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
35653;7;1;1;-1.03173828125;-0.051025390625;1.4599999189376831;1.3733333349227905;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
35703;7;1;1;-1.11181640625;-0.126708984375;1.4566667079925537;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
35753;7;1;1;-1.198486328125;-0.208740234375;1.4566667079925537;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
35803;7;1;1;-1.278564453125;-0.284423828125;1.4566667079925537;1.3733333349227905;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
35853;7;1;1;-1.365478515625;-0.366455078125;1.4599999189376831;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
35903;7;1;1;-1.44580078125;-0.442138671875;1.4599999189376831;1.3799999952316284;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
35953;7;1;1;-1.53271484375;-0.52392578125;1.4599999189376831;1.3733333349227905;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
36003;7;1;1;-1.61279296875;-0.599853515625;1.4599999189376831;1.3766666650772095;4;4;-1;-1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0
