Timestamp_ms;PRG_03_Modes_Cycle.instCycleSemiAuto.CycleStep;GVL_Troubleshooting.G_CycleSemiAuto.Idx104_DeadmanArmed;PRG_03_Modes_Cycle.instCycleSemiAuto.JoystickPull;PRG_03_Modes_Cycle.instCycleSemiAuto.M1FinalAscentStartReady;PRG_03_Modes_Cycle.instCycleSemiAuto.M2_SpeedStepApplied;PRG_03_Modes_Cycle.instCycleSemiAuto.BucketCmd.ReqHoldAscentP1AfterClose;PRG_03_Modes_Cycle.instCycleSemiAuto.Ax10bFallbackStopActive;PRG_03_Modes_Cycle.instCycleSemiAuto.AscentStartStopTimer.ET;PRG_03_Modes_Cycle.instCycleSemiAuto.Ax10bHandoffWaitTimer.ET;PRG_04_Treuils_Benne.Data.BucketCloseReached;PRG_04_Treuils_Benne.Data.BucketState.MechState.IsClosed;PRG_04_Treuils_Benne.Data.BucketState.BucketOpening_Pct;PRG_04_Treuils_Benne.Data.BucketState.ActiveOffset_M;PRG_04_Treuils_Benne.Data.WinchM1State.Position_M;PRG_04_Treuils_Benne.Data.WinchM2State.Position_M;PRG_04_Treuils_Benne.Data.BucketState.M2PositionCorrected;PRG_04_Treuils_Benne.Data.BucketState.DeltaPositionCorrected_M;PRG_02_Acquisition.Data.EncoderM1.Measurement.Speed_Mps;PRG_02_Acquisition.Data.EncoderM2.Measurement.Speed_Mps;GVL_Troubleshooting.G_CycleSemiAuto.Idx307_M1SpeedStepApplied;GVL_Troubleshooting.G_CycleSemiAuto.Idx308_M2SpeedStepApplied;GVL_Troubleshooting.I_LevageUnitaireM1.Demandes_200.Idx209_ArbitratedDirection;GVL_Troubleshooting.J_LevageUnitaireM2.Demandes_200.Idx209_ArbitratedDirection;PRG_04_Treuils_Benne.Data.WinchM1State.DirectionChangePending;PRG_04_Treuils_Benne.Data.WinchM2State.DirectionChangePending;GVL_Troubleshooting.I_LevageUnitaireM1.Control_400.Idx415_MotorRequest;GVL_Troubleshooting.J_LevageUnitaireM2.Control_400.Idx415_MotorRequest;GVL_Troubleshooting.I_LevageUnitaireM1.Control_400.Idx416_RestartRequired;GVL_Troubleshooting.J_LevageUnitaireM2.Control_400.Idx416_RestartRequired;PRG_04_Treuils_Benne.Data.WinchM2Safety.AscentPermit;PRG_04_Treuils_Benne.Data.WinchM2Safety.CableLimitAscent;PRG_06_Outputs.Data.ContactorMismatch;GVL_Troubleshooting.I_LevageUnitaireM1.Outputs_500.Idx501_CmdRelayAscent_RQ;GVL_Troubleshooting.J_LevageUnitaireM2.Outputs_500.Idx501_CmdRelayAscent_RQ;GVL_Troubleshooting.I_LevageUnitaireM1.Outputs_500.Idx505_CmdBrakeRelease_RQ;GVL_Troubleshooting.J_LevageUnitaireM2.Outputs_500.Idx505_CmdBrakeRelease_RQ;GVL_Troubleshooting.I_LevageUnitaireM1.Inputs_100.Idx103_ContactorsReleased_DI;GVL_Troubleshooting.J_LevageUnitaireM2.Inputs_100.Idx103_ContactorsReleased_DI
3;7;1;0;0;4;0;0;0;0;0;0;94.3896484375;0;-1.72607421875;-0.884521484375;-1.72607421875;0.841552734375;1.4633333683013916;1.3766666650772095;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
13;7;1;0;0;4;0;0;0;0;0;0;94.381507873535156;0;-1.746337890625;-0.903564453125;-1.746337890625;0.8427734375;1.4599999189376831;1.3833333253860474;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
23;7;1;0;0;4;0;0;0;0;0;0;94.378257751464844;0;-1.759521484375;-0.916259765625;-1.759521484375;0.84326171875;1.4599999189376831;1.3833333253860474;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
33;7;1;0;0;4;0;0;0;0;0;0;94.3701171875;0;-1.779541015625;-0.93505859375;-1.779541015625;0.844482421875;1.4599999189376831;1.3799999952316284;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
43;7;1;0;0;4;0;0;0;0;0;0;94.365234375;0;-1.79296875;-0.94775390625;-1.79296875;0.84521484375;1.4599999189376831;1.3766666650772095;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
53;7;1;0;0;4;0;0;0;0;0;0;94.358726501464844;0;-1.81298828125;-0.966796875;-1.81298828125;0.84619140625;1.4599999189376831;1.3766666650772095;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
63;7;1;0;0;4;0;0;0;0;0;0;94.352210998535156;0;-1.826416015625;-0.979248046875;-1.826416015625;0.84716796875;1.4599999189376831;1.3766666650772095;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
73;7;1;0;0;4;0;0;0;0;0;0;94.344078063964844;0;-1.846435546875;-0.998046875;-1.846435546875;0.848388671875;1.4599999189376831;1.3733333349227905;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
83;7;1;0;0;4;0;0;0;0;0;0;94.339195251464844;0;-1.85986328125;-1.0107421875;-1.85986328125;0.84912109375;1.4599999189376831;1.3766666650772095;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
93;7;1;0;0;4;0;0;0;0;0;0;94.332679748535156;0;-1.8798828125;-1.02978515625;-1.8798828125;0.85009765625;1.4599999189376831;1.3766666650772095;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
103;7;1;0;0;4;0;0;0;0;0;0;94.326171875;0;-1.893310546875;-1.042236328125;-1.893310546875;0.85107421875;1.4566667079925537;1.3766666650772095;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
113;7;1;0;0;4;0;0;0;0;0;0;94.318031311035156;0;-1.913330078125;-1.06103515625;-1.913330078125;0.852294921875;1.4599999189376831;1.3733333349227905;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
123;7;1;0;0;4;0;0;0;0;0;0;94.314781188964844;0;-1.926513671875;-1.07373046875;-1.926513671875;0.852783203125;1.4599999189376831;1.3733333349227905;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
133;7;1;0;0;4;0;0;0;0;0;0;94.306640625;0;-1.94677734375;-1.0927734375;-1.94677734375;0.85400390625;1.4599999189376831;1.3766666650772095;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
143;7;1;0;0;4;0;0;0;0;0;0;94.303382873535156;0;-1.9599609375;-1.10546875;-1.9599609375;0.8544921875;1.4599999189376831;1.3766666650772095;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
153;7;1;0;0;4;0;0;0;0;0;0;94.293617248535156;0;-1.97998046875;-1.1240234375;-1.97998046875;0.85595703125;1.4566667079925537;1.3700001239776611;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
164;7;1;0;0;4;0;0;0;0;0;0;94.288734436035156;0;-1.993408203125;-1.13671875;-1.993408203125;0.856689453125;1.4599999189376831;1.3733333349227905;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
173;7;1;0;0;4;0;0;0;0;0;0;94.2822265625;0;-2.013427734375;-1.15576171875;-2.013427734375;0.857666015625;1.4566667079925537;1.3799999952316284;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
183;7;1;0;0;4;0;0;0;0;0;0;94.27734375;0;-2.02685546875;-1.16845703125;-2.02685546875;0.8583984375;1.4566667079925537;1.3799999952316284;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
194;7;1;0;0;4;0;0;0;0;0;0;94.269203186035156;0;-2.046875;-1.187255859375;-2.046875;0.859619140625;1.4566667079925537;1.3766666650772095;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
203;7;1;0;0;4;0;0;0;0;0;0;94.265953063964844;0;-2.06005859375;-1.199951171875;-2.06005859375;0.860107421875;1.4599999189376831;1.3766666650772095;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
213;7;1;0;0;4;0;0;0;0;0;0;94.2578125;0;-2.080078125;-1.21875;-2.080078125;0.861328125;1.4566667079925537;1.3766666650772095;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
223;7;1;0;0;4;0;0;0;0;0;0;94.2529296875;0;-2.093505859375;-1.2314453125;-2.093505859375;0.862060546875;1.4566667079925537;1.3766666650772095;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
233;7;1;0;0;4;0;0;0;0;0;0;94.244789123535156;0;-2.113525390625;-1.250244140625;-2.113525390625;0.86328125;1.4599999189376831;1.3733333349227905;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
243;7;1;0;0;4;0;0;0;0;0;0;94.239906311035156;0;-2.126953125;-1.262939453125;-2.126953125;0.864013671875;1.4566667079925537;1.3766666650772095;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
253;7;1;0;0;4;0;0;0;0;0;0;94.2333984375;0;-2.14697265625;-1.281982421875;-2.14697265625;0.864990234375;1.4599999189376831;1.3766666650772095;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
264;7;1;0;0;4;0;0;0;0;0;0;94.230140686035156;0;-2.16015625;-1.294677734375;-2.16015625;0.865478515625;1.4566667079925537;1.3766666650772095;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
273;7;1;0;0;4;0;0;0;0;0;0;94.222007751464844;0;-2.18017578125;-1.3134765625;-2.18017578125;0.86669921875;1.4599999189376831;1.3766666650772095;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
283;7;1;0;0;4;0;0;0;0;0;0;94.217124938964844;0;-2.193603515625;-1.326171875;-2.193603515625;0.867431640625;1.4599999189376831;1.3766666650772095;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
294;7;1;0;0;4;0;0;0;0;0;0;94.208984375;0;-2.213623046875;-1.344970703125;-2.213623046875;0.86865234375;1.4566667079925537;1.3766666650772095;4;4;-1;-1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0
