Timestamp_ms;M1TreuilRetenue.State.Position_M;M2TreuilBenne.Bucket.State.M2PositionCorrected;M2TreuilBenne.State.Position_M;Modes.Cmd.SelJoystickWinch;M2TreuilBenne.Bucket.State.DeltaPosition_M;M1_BrakeIsOpen_DI;M1_BrakeRelease_RQ;M1_RelayAscent_RQ;M1_RelayDescent_RQ;M1_SpeedContactor_1_DQ;M1_SpeedContactor_2_DQ;M1_SpeedContactor_3_DQ;M1_SpeedContactor_4_DQ;M2_BrakeIsOpen_DI;M2_BrakeRelease_RQ;M2_RelayAscent_Close_RQ;M2_RelayDescent_Open_RQ;M2_SpeedContactor_1_DQ;M2_SpeedContactor_2_DQ;M2_SpeedContactor_3_DQ;M2_SpeedContactor_4_DQ;M1_M2_KoboldMeasureEnable_RQ;PRG_02_Acquisition.HwIn.Machine.M1_M2_KoboldBottomTouch_DI;JOY1Joystick.State.RawY;PRG_02_Acquisition.instJoystick.AxisCmdY.SpeedTgt;COD1_PresettTrigCmd;COD1_PresetValue;COD1_PosValue;PRG_02_Acquisition.instJoystick.ArmingPermit;PRG_02_Acquisition.instJoystick.ArmingPermitDenied;PRG_02_Acquisition.Data.Joystick.DeadmanArmed;PRG_06_Outputs.Data.SyncContactorDiag.RelayFwdMismatch;M1M2Sync.State.Error;M1M2Sync.State.ErrorId;M1TreuilRetenue.State.Error;M1TreuilRetenue.State.ErrorId;M1TreuilRetenue.Safety.Error;M1TreuilRetenue.Safety.ErrorId;M2TreuilBenne.State.Error;M2TreuilBenne.State.ErrorId;M2TreuilBenne.Safety.Error;M2TreuilBenne.Safety.ErrorId;M2_TensionedCable_DI;M1M2_TopPositionFree_DI;M1TreuilRetenue.State.MeasuredSpeed_Mps;M2TreuilBenne.State.MeasuredSpeed_Mps;M1M2Sync.State.DeltaPos_M;PRG_02_Acquisition.Data.EncoderM1.Measurement.SignedSpeed_Mps;PRG_02_Acquisition.Data.EncoderM2.Measurement.SignedSpeed_Mps;M2TreuilBenne.Bucket.State.BucketOpening_Pct;PRG_04_Treuils_Benne.Data.ArmingPermit;PRG_04_Treuils_Benne.Data.WinchM1State.CommandedAscent;PRG_04_Treuils_Benne.Data.WinchM1State.DirectionChangePending;PRG_04_Treuils_Benne.Data.WinchM1State.DirectionChangeDelayElapsed;PRG_04_Treuils_Benne.instWinchM1.DirectionInterlock.EnableRising;PRG_04_Treuils_Benne.Data.WinchM2State.CommandedAscent;PRG_04_Treuils_Benne.Data.WinchM2State.DirectionChangePending;PRG_04_Treuils_Benne.Data.WinchM2State.DirectionChangeDelayElapsed
19971;-4.537109375;-3.5517578125;11.4482421875;0;15.9853515625;0;1;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;10000;100;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1.25;1.25;-0.9853515625;1.25;1.25;0;1;1;0;0;0;1;0;0
20072;-4.41259765625;-3.42724609375;11.57275390625;0;15.9853515625;0;1;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;10000;100;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1.25;1.25;-0.9853515625;1.25;1.25;0;1;1;0;0;0;1;0;0
20172;-4.288330078125;-3.302978515625;11.697021484375;0;15.9853515625;0;1;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;10000;100;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;1.5;-0.9853515625;1.5;1.5;0;1;1;0;0;0;1;0;0
20274;-4.154296875;-3.1689453125;11.8310546875;0;15.9853515625;0;1;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;10000;100;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;1.5;-0.9853515625;1.5;1.5;0;1;1;0;0;0;1;0;0
20373;-4.00537109375;-3.02001953125;11.97998046875;0;15.9853515625;0;1;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;10000;100;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;1.5;-0.9853515625;1.5;1.5;0;1;1;0;0;0;1;0;0
20474;-3.871337890625;-2.885986328125;12.114013671875;0;15.9853515625;0;1;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;10000;100;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;1.5;-0.9853515625;1.5;1.5;0;1;1;0;0;0;1;0;0
20574;-3.722412109375;-2.737060546875;12.262939453125;0;15.9853515625;0;1;1;0;1;1;0;0;0;1;1;0;1;1;0;0;0;0;7500;50;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;1.5;-0.9853515625;1.5;1.5;0;1;1;0;0;0;1;0;0
20674;-3.60791015625;-2.62255859375;12.37744140625;0;15.9853515625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5250;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-0.9853515625;1;1;0;1;0;0;0;0;0;0;0
20775;-3.5078125;-2.5224609375;12.4775390625;0;15.9853515625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-0.9853515625;1;1;0;1;0;0;0;0;0;0;0
20874;-3.417724609375;-2.432373046875;12.567626953125;0;15.9853515625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-0.9853515625;1;1;0;1;0;0;0;0;0;0;0
20974;-3.317626953125;-2.332275390625;12.667724609375;0;15.9853515625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-0.9853515625;1;1;0;1;0;0;0;0;0;0;0
21075;-3.257568359375;-2.232177734375;12.767822265625;0;16.025390625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;-1.025390625;0;1;0;1;0;0;0;0;0;0;0
21176;-3.257568359375;-2.18212890625;12.81787109375;0;16.075439453125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.075439453125;0;0;0;1;0;0;0;0;0;0;0
21277;-3.257568359375;-2.18212890625;12.81787109375;0;16.075439453125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.075439453125;0;0;0;1;0;0;0;0;0;0;0
21378;-3.257568359375;-2.18212890625;12.81787109375;0;16.075439453125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.075439453125;0;0;0;1;0;0;0;0;0;0;0
21478;-3.257568359375;-2.18212890625;12.81787109375;0;16.075439453125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.075439453125;0;0;0;1;0;0;0;0;0;0;0
21578;-3.257568359375;-2.18212890625;12.81787109375;0;16.075439453125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.075439453125;0;0;0;1;0;0;0;0;0;0;0
21679;-3.257568359375;-2.18212890625;12.81787109375;0;16.075439453125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.075439453125;0;0;0;1;0;0;0;0;0;0;0
21781;-3.257568359375;-2.18212890625;12.81787109375;0;16.075439453125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.075439453125;0;0;0;1;0;0;0;0;0;0;0
21880;-3.257568359375;-2.18212890625;12.81787109375;0;16.075439453125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.075439453125;0;0;0;1;0;0;0;0;0;0;0
21981;-3.257568359375;-2.18212890625;12.81787109375;0;16.075439453125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.075439453125;0;0;0;1;0;0;0;0;0;0;0
22081;-3.257568359375;-2.18212890625;12.81787109375;0;16.075439453125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.075439453125;0;0;0;1;0;0;0;0;0;0;0
22181;-3.257568359375;-2.18212890625;12.81787109375;0;16.075439453125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.075439453125;0;0;0;1;0;0;0;0;0;0;0
22282;-3.257568359375;-2.18212890625;12.81787109375;0;16.075439453125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.075439453125;0;0;0;1;0;0;0;0;0;0;0
22383;-3.257568359375;-2.18212890625;12.81787109375;0;16.075439453125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.075439453125;0;0;0;1;0;0;0;0;0;0;0
22483;-3.257568359375;-2.18212890625;12.81787109375;0;16.075439453125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.075439453125;0;0;0;1;0;0;0;0;0;0;0
22584;-3.257568359375;-2.18212890625;12.81787109375;0;16.075439453125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.075439453125;0;0;0;1;0;0;0;0;0;0;0
22684;-3.257568359375;-2.18212890625;12.81787109375;0;16.075439453125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.075439453125;0;0;0;1;0;0;0;0;0;0;0
22785;-3.257568359375;-2.18212890625;12.81787109375;0;16.075439453125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.075439453125;0;0;0;1;0;0;0;0;0;0;0
22885;-3.257568359375;-2.18212890625;12.81787109375;0;16.075439453125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.075439453125;0;0;0;1;0;0;0;0;0;0;0
22985;-3.257568359375;-2.18212890625;12.81787109375;0;16.075439453125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.075439453125;0;0;0;1;0;0;0;0;0;0;0
23085;-3.257568359375;-2.18212890625;12.81787109375;0;16.075439453125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.075439453125;0;0;0;1;0;0;0;0;0;0;0
23185;-3.257568359375;-2.18212890625;12.81787109375;0;16.075439453125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5125;0;0;798888;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.075439453125;0;0;0;1;0;0;0;0;0;0;0
23286;-3.24755859375;-2.172119140625;12.827880859375;0;16.075439453125;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;5350;7;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.075439453125;1;1;0;1;1;0;0;0;1;0;0
23386;-3.157470703125;-2.08203125;12.91796875;0;16.075439453125;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;5638;12.760000228881836;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.075439453125;1;1;0;1;1;0;0;0;1;0;0
23486;-3.057373046875;-1.98193359375;13.01806640625;0;16.075439453125;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;6053;21.059999465942383;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.075439453125;1;1;0;1;1;0;0;0;1;0;0
23586;-2.957275390625;-1.8818359375;13.1181640625;0;16.075439453125;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;6568;31.360000610351563;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.075439453125;1;1;0;1;1;0;0;0;1;0;0
23689;-2.8671875;-1.791748046875;13.208251953125;0;16.075439453125;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;6717;34.340000152587891;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.075439453125;1;1;0;1;1;0;0;0;1;0;0
23788;-2.76708984375;-1.691650390625;13.308349609375;0;16.075439453125;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;6922;38.44000244140625;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.075439453125;1;1;0;1;1;0;0;0;1;0;0
23888;-2.677001953125;-1.6015625;13.3984375;0;16.075439453125;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;7192;43.840000152587891;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.075439453125;1;1;0;1;1;0;0;0;1;0;0
23987;-2.5869140625;-1.511474609375;13.488525390625;0;16.075439453125;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;7543;50.860000610351563;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.075439453125;1;1;0;1;1;0;0;0;1;0;0
24089;-2.48681640625;-1.411376953125;13.588623046875;0;16.075439453125;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;8028;60.560001373291016;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.075439453125;1;1;0;1;1;0;0;0;1;0;0
24190;-2.38671875;-1.311279296875;13.688720703125;0;16.075439453125;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;8313;66.259994506835938;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.075439453125;1;1;0;1;1;0;0;0;1;0;0
24290;-2.296630859375;-1.22119140625;13.77880859375;0;16.075439453125;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;8475;69.5;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.075439453125;1;1;0;1;1;0;0;0;1;0;0
24390;-2.196533203125;-1.12109375;13.87890625;0;16.075439453125;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;8750;75;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.075439453125;1;1;0;1;1;0;0;0;1;0;0
24491;-2.1064453125;-1.031005859375;13.968994140625;0;16.075439453125;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;9083;81.660003662109375;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.075439453125;1;1;0;1;1;0;0;0;1;0;0
24591;-2.00634765625;-0.930908203125;14.069091796875;0;16.075439453125;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;9548;90.959999084472656;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.075439453125;1;1;0;1;1;0;0;0;1;0;0
24691;-1.916259765625;-0.8408203125;14.1591796875;0;16.075439453125;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;7298;45.959999084472656;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.075439453125;1;1;0;1;1;0;0;0;1;0;0
24792;-1.816162109375;-0.74072265625;14.25927734375;0;16.075439453125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.075439453125;1;1;0;1;0;0;0;0;0;0;0
24893;-1.72607421875;-0.650634765625;14.349365234375;0;16.075439453125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.075439453125;1;1;0;1;0;0;0;0;0;0;0
24992;-1.635986328125;-0.560546875;14.439453125;0;16.075439453125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.075439453125;1;1;0;1;0;0;0;0;0;0;0
25094;-1.535888671875;-0.48046875;14.51953125;0;16.055419921875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;-1.055419921875;1;0;0;1;0;0;0;0;0;0;0
25195;-1.48583984375;-0.48046875;14.51953125;0;16.00537109375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.00537109375;0;0;0;1;0;0;0;0;0;0;0
25296;-1.48583984375;-0.48046875;14.51953125;0;16.00537109375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.00537109375;0;0;0;1;0;0;0;0;0;0;0
25396;-1.48583984375;-0.48046875;14.51953125;0;16.00537109375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.00537109375;0;0;0;1;0;0;0;0;0;0;0
25497;-1.48583984375;-0.48046875;14.51953125;0;16.00537109375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.00537109375;0;0;0;1;0;0;0;0;0;0;0
25597;-1.48583984375;-0.48046875;14.51953125;0;16.00537109375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.00537109375;0;0;0;1;0;0;0;0;0;0;0
25698;-1.48583984375;-0.48046875;14.51953125;0;16.00537109375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.00537109375;0;0;0;1;0;0;0;0;0;0;0
25799;-1.48583984375;-0.48046875;14.51953125;0;16.00537109375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.00537109375;0;0;0;1;0;0;0;0;0;0;0
25899;-1.48583984375;-0.48046875;14.51953125;0;16.00537109375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.00537109375;0;0;0;1;0;0;0;0;0;0;0
25999;-1.48583984375;-0.48046875;14.51953125;0;16.00537109375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.00537109375;0;0;0;1;0;0;0;0;0;0;0
26099;-1.48583984375;-0.48046875;14.51953125;0;16.00537109375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.00537109375;0;0;0;1;0;0;0;0;0;0;0
26201;-1.48583984375;-0.48046875;14.51953125;0;16.00537109375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.00537109375;0;0;0;1;0;0;0;0;0;0;0
26301;-1.48583984375;-0.48046875;14.51953125;0;16.00537109375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5231;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.00537109375;0;0;0;1;0;0;0;0;0;0;0
26402;-1.48583984375;-0.48046875;14.51953125;0;16.00537109375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5416;0;0;798888;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.00537109375;0;0;0;1;0;0;0;0;0;0;0
26502;-1.40576171875;-0.400390625;14.599609375;0;16.00537109375;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;5701;14.020000457763672;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.00537109375;1;1;0;1;1;0;0;0;1;0;0
26604;-1.315673828125;-0.310302734375;14.689697265625;0;16.00537109375;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;6043;20.860000610351563;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.00537109375;1;1;0;1;1;0;0;0;1;0;0
26704;-1.215576171875;-0.210205078125;14.789794921875;0;16.00537109375;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;6518;30.360000610351563;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.00537109375;1;1;0;1;1;0;0;0;1;0;0
26804;-1.12548828125;-0.1201171875;14.8798828125;0;16.00537109375;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;6831;36.619998931884766;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.00537109375;1;1;0;1;1;0;0;0;1;0;0
26904;-1.025390625;-0.02001953125;14.97998046875;0;16.00537109375;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;6996;39.919998168945313;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.00537109375;1;1;0;1;1;0;0;0;1;0;0
27005;-0.935302734375;0.070068359375;15.070068359375;0;16.00537109375;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;7230;44.600002288818359;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.00537109375;1;1;0;1;1;0;0;0;1;0;0
27105;-0.835205078125;0.170166015625;15.170166015625;0;16.00537109375;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;7585;51.700000762939453;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.00537109375;1;1;0;1;1;0;0;0;1;0;0
27207;-0.7451171875;0.26025390625;15.26025390625;0;16.00537109375;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;7990;59.799999237060547;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.00537109375;1;1;0;1;1;0;0;0;1;0;0
27308;-0.64501953125;0.3603515625;15.3603515625;0;16.00537109375;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;8435;68.699996948242188;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.00537109375;1;1;0;1;1;0;0;0;1;0;0
27408;-0.544921875;0.46044921875;15.46044921875;0;16.00537109375;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;5935;18.700000762939453;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.00537109375;1;1;0;1;1;0;0;0;1;0;0
27509;-0.454833984375;0.550537109375;15.550537109375;0;16.00537109375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.00537109375;1;1;0;1;0;0;0;0;0;0;0
27609;-0.354736328125;0.650634765625;15.650634765625;0;16.00537109375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.00537109375;1;1;0;1;0;0;0;0;0;0;0
27710;-0.2646484375;0.74072265625;15.74072265625;0;16.00537109375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.00537109375;1;1;0;1;0;0;0;0;0;0;0
27809;-0.16455078125;0.8408203125;15.8408203125;0;16.00537109375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1.00537109375;1;1;0;1;0;0;0;0;0;0;0
27910;-0.16455078125;0.930908203125;15.930908203125;0;16.095458984375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;-1.095458984375;0;1;0;1;0;0;0;0;0;0;0
28010;-0.16455078125;0.930908203125;15.930908203125;0;16.095458984375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.095458984375;0;0;0;1;0;0;0;0;0;0;0
28111;-0.16455078125;0.930908203125;15.930908203125;0;16.095458984375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.095458984375;0;0;0;1;0;0;0;0;0;0;0
28212;-0.16455078125;0.930908203125;15.930908203125;0;16.095458984375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.095458984375;0;0;0;1;0;0;0;0;0;0;0
28314;-0.16455078125;0.930908203125;15.930908203125;0;16.095458984375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;798888;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.095458984375;0;0;0;1;0;0;0;0;0;0;0
