Timestamp_ms;PRG_03_Modes_Cycle.instCycleSemiAuto.CycleStep;PRG_03_Modes_Cycle.instCycleSemiAuto.Lifecycle.Busy;PRG_03_Modes_Cycle.instCycleSemiAuto.WaitingForOperator;PRG_03_Modes_Cycle.instCycleSemiAuto.WaitingForProcess;PRG_03_Modes_Cycle.instCycleSemiAuto.Fault.Error;PRG_02_Acquisition.Data.Joystick.DeadmanArmed;PRG_02_Acquisition.Data.Joystick.AtNeutralXY;PRG_02_Acquisition.Data.Joystick.AxisY.Deflection;PRG_02_Acquisition.Data.EncoderM1.Measurement.CablePosM;PRG_02_Acquisition.Data.EncoderM2.Measurement.CablePosM;M1TreuilRetenue.State.StepNumber;M2TreuilBenne.State.StepNumber;M1_M2_KoboldBottomTouch_DI;M1_M2_KoboldMeasureEnable_RQ;M3Translation.State.AtP1;M3Translation.State.AtTremie;M3Translation.State.EstimatedPosM3_M;PRG_04_Treuils_Benne.instWinchStateProjection.InterlockM2.MotorRequest;PRG_06_Outputs.instWinchOutputInterlockM2.MotorRequest;M1TreuilRetenue.State.Position_M;M2TreuilBenne.Bucket.State.M2PositionCorrected;IoHw.Out.M1_RelayAscent_RQ;IoHw.Out.M2_RelayAscent_Close_RQ;IoHw.Out.M1_SpeedContactor_1_DQ;IoHw.Out.M2_SpeedContactor_1_DQ;M1_SpeedContactor_3_DQ;M2_SpeedContactor_3_DQ;M2TreuilBenne.Bucket.State.BucketOpening_Pct;PRG_04_Treuils_Benne.Data.ArmingPermit;PRG_05_Translation.TranslationFinalInterlockRequest.ReqTremieSemantic;M3_CommandWord;M3_SetpointFrequencyHz;M3_BrakeRelease_RQ;IoHw.In.Hardware.Operator.JoyXRaw_ANA1;IoHw.In.Hardware.Operator.JoyYRaw_ANA2;M1TreuilRetenue.Safety.ErrorMecaB;M1TreuilRetenue.Safety.ErrorId;IoHw.In.Hardware.Winch.M1_ContactorsReleased_DI;IoHw.In.Hardware.Winch.M2_ContactorsReleased_DI;GVL_Troubleshooting.I_LevageUnitaireM1.Inputs_100.Idx104_BrakeApplied;IoHw.In.Hardware.Winch.M2_TensionedCable_DI;PRG_07_Supervision.instTroubleshootingView.WinchM2.Safety.ErrorId;PRG_02_Acquisition.instSimBench.MotorIsStalledM1;PRG_02_Acquisition.instSimBench.MotorIsStalledM2
57196;12;1;0;1;0;1;0;100;-7.60009765625;6.246826171875;1;1;0;0;1;0;20;1;1;-7.60009765625;-8.753173828125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
57298;12;1;0;1;0;1;0;100;-7.5;6.346923828125;1;1;0;0;1;0;20;1;1;-7.5;-8.653076171875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
57398;12;1;0;1;0;1;0;100;-7.409912109375;6.43701171875;1;1;0;0;1;0;20;1;1;-7.409912109375;-8.56298828125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
57500;12;1;0;1;0;1;0;100;-7.309814453125;6.537109375;1;1;0;0;1;0;20;1;1;-7.309814453125;-8.462890625;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
57600;12;1;0;1;0;1;0;100;-7.209716796875;6.63720703125;1;1;0;0;1;0;20;1;1;-7.209716796875;-8.36279296875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
57701;12;1;0;1;0;1;0;100;-7.11962890625;6.727294921875;1;1;0;0;1;0;20;1;1;-7.11962890625;-8.272705078125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
57801;12;1;0;1;0;1;0;100;-7.029541015625;6.8173828125;1;1;0;0;1;0;20;1;1;-7.029541015625;-8.1826171875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
57903;12;1;0;1;0;1;0;100;-6.929443359375;6.91748046875;1;1;0;0;1;0;20;1;1;-6.929443359375;-8.08251953125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
58003;12;1;0;1;0;1;0;100;-6.829345703125;7.017578125;1;1;0;0;1;0;20;1;1;-6.829345703125;-7.982421875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
58102;12;1;0;1;0;1;0;100;-6.7392578125;7.107666015625;1;1;0;0;1;0;20;1;1;-6.7392578125;-7.892333984375;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
58204;12;1;0;1;0;1;0;100;-6.63916015625;7.207763671875;1;1;0;0;1;0;20;1;1;-6.63916015625;-7.792236328125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
58305;12;1;0;1;0;1;0;100;-6.549072265625;7.2978515625;1;1;0;0;1;0;20;1;1;-6.549072265625;-7.7021484375;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
58406;12;1;0;1;0;1;0;100;-6.448974609375;7.39794921875;1;1;0;0;1;0;20;1;1;-6.448974609375;-7.60205078125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
58508;12;1;0;1;0;1;0;100;-6.348876953125;7.498046875;1;1;0;0;1;0;20;1;1;-6.348876953125;-7.501953125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
58607;12;1;0;1;0;1;0;100;-6.2587890625;7.588134765625;1;1;0;0;1;0;20;1;1;-6.2587890625;-7.411865234375;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
58708;12;1;0;1;0;1;0;100;-6.15869140625;7.688232421875;1;1;0;0;1;0;20;1;1;-6.15869140625;-7.311767578125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
58807;12;1;0;1;0;1;0;100;-6.068603515625;7.7783203125;1;1;0;0;1;0;20;1;1;-6.068603515625;-7.2216796875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
58908;12;1;0;1;0;1;0;100;-5.968505859375;7.87841796875;1;1;0;0;1;0;20;1;1;-5.968505859375;-7.12158203125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
59008;12;1;0;1;0;1;0;100;-5.87841796875;7.968505859375;1;1;0;0;1;0;20;1;1;-5.87841796875;-7.031494140625;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
59108;12;1;0;1;0;1;0;100;-5.7783203125;8.068603515625;1;1;0;0;1;0;20;1;1;-5.7783203125;-6.931396484375;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
59208;12;1;0;1;0;1;0;100;-5.688232421875;8.15869140625;1;1;0;0;1;0;20;1;1;-5.688232421875;-6.84130859375;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
59310;12;1;0;1;0;1;0;100;-5.588134765625;8.2587890625;1;1;0;0;1;0;20;1;1;-5.588134765625;-6.7412109375;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
59411;12;1;0;1;0;1;0;100;-5.488037109375;8.35888671875;1;1;0;0;1;0;20;1;1;-5.488037109375;-6.64111328125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
59510;12;1;0;1;0;1;0;100;-5.39794921875;8.448974609375;1;1;0;0;1;0;20;1;1;-5.39794921875;-6.551025390625;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
59611;12;1;0;1;0;1;0;100;-5.2978515625;8.549072265625;1;1;0;0;1;0;20;1;1;-5.2978515625;-6.450927734375;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
59711;12;1;0;1;0;1;0;100;-5.207763671875;8.63916015625;1;1;0;0;1;0;20;1;1;-5.207763671875;-6.36083984375;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
59813;12;1;0;1;0;1;0;100;-5.107666015625;8.7392578125;1;1;0;0;1;0;20;1;1;-5.107666015625;-6.2607421875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
59913;12;1;0;1;0;1;0;100;-5.017578125;8.829345703125;1;1;0;0;1;0;20;1;1;-5.017578125;-6.170654296875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
60014;12;1;0;1;0;1;0;100;-4.91748046875;8.929443359375;1;1;0;0;1;0;20;1;1;-4.91748046875;-6.070556640625;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
60114;12;1;0;1;0;1;0;100;-4.827392578125;9.01953125;1;1;0;0;1;0;20;1;1;-4.827392578125;-5.98046875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
60216;12;1;0;1;0;1;0;100;-4.727294921875;9.11962890625;1;1;0;0;1;0;20;1;1;-4.727294921875;-5.88037109375;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
60316;12;1;0;1;0;1;0;100;-4.63720703125;9.209716796875;1;1;0;0;1;0;20;1;1;-4.63720703125;-5.790283203125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
60417;12;1;0;1;0;1;0;100;-4.547119140625;9.2998046875;1;1;0;0;1;0;20;1;1;-4.547119140625;-5.7001953125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
60516;12;1;0;1;0;1;0;100;-4.447021484375;9.39990234375;1;1;0;0;1;0;20;1;1;-4.447021484375;-5.60009765625;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
60617;12;1;0;1;0;1;0;100;-4.35693359375;9.489990234375;1;1;0;0;1;0;20;1;1;-4.35693359375;-5.510009765625;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
60716;12;1;0;1;0;1;0;100;-4.2568359375;9.590087890625;1;1;0;0;1;0;20;1;1;-4.2568359375;-5.409912109375;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
60818;12;1;0;1;0;1;0;100;-4.15673828125;9.690185546875;1;1;0;0;1;0;20;1;1;-4.15673828125;-5.309814453125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
60917;12;1;0;1;0;1;0;100;-4.066650390625;9.7802734375;1;1;0;0;1;0;20;1;1;-4.066650390625;-5.2197265625;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
61018;12;1;0;1;0;1;0;100;-3.966552734375;9.88037109375;1;1;0;0;1;0;20;1;1;-3.966552734375;-5.11962890625;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
61118;12;1;0;1;0;1;0;100;-3.87646484375;9.970458984375;1;1;0;0;1;0;20;1;1;-3.87646484375;-5.029541015625;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
61218;12;1;0;1;0;1;0;100;-3.7763671875;10.070556640625;1;1;0;0;1;0;20;1;1;-3.7763671875;-4.929443359375;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
61318;12;1;0;1;0;1;0;100;-3.686279296875;10.16064453125;1;1;0;0;1;0;20;1;1;-3.686279296875;-4.83935546875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
61419;12;1;0;1;0;1;0;100;-3.586181640625;10.2607421875;1;1;0;0;1;0;20;1;1;-3.586181640625;-4.7392578125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
61518;12;1;0;1;0;1;0;100;-3.49609375;10.350830078125;1;1;0;0;1;0;20;1;1;-3.49609375;-4.649169921875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
61620;12;1;0;1;0;1;0;100;-3.39599609375;10.450927734375;1;1;0;0;1;0;20;1;1;-3.39599609375;-4.549072265625;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
61720;12;1;0;1;0;1;0;100;-3.305908203125;10.541015625;1;1;0;0;1;0;20;1;1;-3.305908203125;-4.458984375;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
61820;12;1;0;1;0;1;0;100;-3.205810546875;10.64111328125;1;1;0;0;1;0;20;1;1;-3.205810546875;-4.35888671875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
61920;12;1;0;1;0;1;0;100;-3.105712890625;10.7412109375;1;1;0;0;1;0;20;1;1;-3.105712890625;-4.2587890625;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
62021;12;1;0;1;0;1;0;100;-3.015625;10.831298828125;1;1;0;0;1;0;20;1;1;-3.015625;-4.168701171875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
62122;12;1;0;1;0;1;0;100;-2.91552734375;10.931396484375;1;1;0;0;1;0;20;1;1;-2.91552734375;-4.068603515625;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
62224;12;1;0;1;0;1;0;100;-2.825439453125;11.021484375;1;1;0;0;1;0;20;1;1;-2.825439453125;-3.978515625;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
62323;12;1;0;1;0;1;0;100;-2.725341796875;11.12158203125;1;1;0;0;1;0;20;1;1;-2.725341796875;-3.87841796875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
62426;12;1;0;1;0;1;0;100;-2.63525390625;11.211669921875;1;1;0;0;1;0;20;1;1;-2.63525390625;-3.788330078125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
62525;12;1;0;1;0;1;0;100;-2.53515625;11.311767578125;1;1;0;0;1;0;20;1;1;-2.53515625;-3.688232421875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
62629;12;1;0;1;0;1;0;100;-2.445068359375;11.40185546875;1;1;0;0;1;0;20;1;1;-2.445068359375;-3.59814453125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
62728;12;1;0;1;0;1;0;100;-2.344970703125;11.501953125;1;1;0;0;1;0;20;1;1;-2.344970703125;-3.498046875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
62829;12;1;0;1;0;1;0;100;-2.244873046875;11.60205078125;1;1;0;0;1;0;20;1;1;-2.244873046875;-3.39794921875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
62928;12;1;0;1;0;1;0;100;-2.15478515625;11.692138671875;1;1;0;0;1;0;20;1;1;-2.15478515625;-3.307861328125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
63028;12;1;0;1;0;1;0;100;-2.0546875;11.792236328125;1;1;0;0;1;0;20;1;1;-2.0546875;-3.207763671875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
63129;12;1;0;1;0;1;0;100;-1.964599609375;11.88232421875;1;1;0;0;1;0;20;1;1;-1.964599609375;-3.11767578125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
63230;12;1;0;1;0;1;0;100;-1.864501953125;11.982421875;1;1;0;0;1;0;20;1;1;-1.864501953125;-3.017578125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
63330;12;1;0;1;0;1;0;100;-1.764404296875;12.08251953125;1;1;0;0;1;0;20;1;1;-1.764404296875;-2.91748046875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
63432;12;1;0;1;0;1;0;100;-1.67431640625;12.172607421875;1;1;0;0;1;0;20;1;1;-1.67431640625;-2.827392578125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
63530;12;1;0;1;0;1;0;100;-1.57421875;12.272705078125;1;1;0;0;1;0;20;1;1;-1.57421875;-2.727294921875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
63632;12;1;0;1;0;1;0;100;-1.484130859375;12.36279296875;1;1;0;0;1;0;20;1;1;-1.484130859375;-2.63720703125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
63731;12;1;0;1;0;1;0;100;-1.39404296875;12.452880859375;1;1;0;0;1;0;20;1;1;-1.39404296875;-2.547119140625;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
63831;12;1;0;1;0;1;0;100;-1.2939453125;12.552978515625;1;1;0;0;1;0;20;1;1;-1.2939453125;-2.447021484375;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
63931;12;1;0;1;0;1;0;100;-1.203857421875;12.64306640625;1;1;0;0;1;0;20;1;1;-1.203857421875;-2.35693359375;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
64032;12;1;0;1;0;1;0;100;-1.103759765625;12.7431640625;1;1;0;0;1;0;20;1;1;-1.103759765625;-2.2568359375;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
64132;12;1;0;1;0;1;0;100;-1.003662109375;12.84326171875;1;1;0;0;1;0;20;1;1;-1.013671875;-2.166748046875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
64233;12;1;0;1;0;1;0;100;-0.91357421875;12.933349609375;1;1;0;0;1;0;20;1;1;-0.91357421875;-2.066650390625;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
64336;12;1;0;1;0;1;0;100;-0.8134765625;13.033447265625;1;1;0;0;1;0;20;1;1;-0.8134765625;-1.966552734375;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
64437;12;1;0;1;0;1;0;100;-0.723388671875;13.12353515625;1;1;0;0;1;0;20;1;1;-0.723388671875;-1.87646484375;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
64537;12;1;0;1;0;1;0;100;-0.623291015625;13.2236328125;1;1;0;0;1;0;20;1;1;-0.623291015625;-1.7763671875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
64638;12;1;0;1;0;1;0;100;-0.533203125;13.313720703125;1;1;0;0;1;0;20;1;1;-0.533203125;-1.686279296875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
64738;12;1;0;1;0;1;0;100;-0.43310546875;13.413818359375;1;1;0;0;1;0;20;1;1;-0.43310546875;-1.586181640625;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
64839;12;1;0;1;0;1;0;100;-0.343017578125;13.50390625;1;1;0;0;1;0;20;1;1;-0.343017578125;-1.49609375;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
64942;12;1;0;1;0;1;0;100;-0.242919921875;13.60400390625;1;1;0;0;1;0;20;1;1;-0.242919921875;-1.39599609375;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
65042;12;1;0;1;0;1;0;100;-0.15283203125;13.694091796875;1;1;0;0;1;0;20;1;1;-0.15283203125;-1.305908203125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
65143;12;1;0;1;0;1;0;100;-0.052734375;13.794189453125;1;1;0;0;1;0;20;1;1;-0.052734375;-1.205810546875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
65242;12;1;0;1;0;1;0;100;0.037353515625;13.88427734375;1;1;0;0;1;0;20;1;1;0.037353515625;-1.11572265625;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
65343;12;1;0;1;0;1;0;100;0.12744140625;13.974365234375;1;1;0;0;1;0;20;1;1;0.12744140625;-1.025634765625;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
65445;12;1;0;1;0;1;0;100;0.2275390625;14.074462890625;1;1;0;0;1;0;20;1;1;0.217529296875;-0.935546875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
65546;12;1;0;1;0;1;0;100;0.317626953125;14.16455078125;1;1;0;0;1;0;20;1;1;0.317626953125;-0.83544921875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
65646;12;1;0;1;0;1;0;100;0.417724609375;14.2646484375;1;1;0;0;1;0;20;1;1;0.40771484375;-0.745361328125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
65746;12;1;0;1;0;1;0;100;0.5078125;14.354736328125;1;1;0;0;1;0;20;1;1;0.5078125;-0.645263671875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
65847;12;1;0;1;0;1;0;100;0.60791015625;14.454833984375;1;1;0;0;1;0;20;1;1;0.597900390625;-0.55517578125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
65949;12;1;0;1;0;1;0;100;0.697998046875;14.544921875;1;1;0;0;1;0;20;1;1;0.697998046875;-0.455078125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
66050;12;1;0;1;0;1;0;100;0.798095703125;14.64501953125;1;1;0;0;1;0;20;1;1;0.798095703125;-0.35498046875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
66151;12;1;0;1;0;1;0;100;0.88818359375;14.735107421875;1;1;0;0;1;0;20;1;1;0.88818359375;-0.264892578125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
66251;12;1;0;1;0;1;0;100;0.98828125;14.835205078125;1;1;0;0;1;0;20;1;1;0.98828125;-0.164794921875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
66351;12;1;0;1;0;1;0;100;1.078369140625;14.92529296875;1;1;0;0;1;0;20;1;1;1.078369140625;-0.07470703125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
66451;12;1;0;1;0;1;0;100;1.178466796875;15.025390625;1;1;0;0;1;0;20;1;1;1.178466796875;0.025390625;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
66554;12;1;0;1;0;1;0;100;1.2685546875;15.115478515625;1;1;0;0;1;0;20;1;1;1.2685546875;0.115478515625;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
66652;12;1;0;1;0;1;0;100;1.36865234375;15.215576171875;1;1;0;0;1;0;20;1;1;1.36865234375;0.215576171875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
66755;12;1;0;1;0;1;0;100;1.458740234375;15.3056640625;1;1;0;0;1;0;20;1;1;1.458740234375;0.3056640625;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
66854;12;1;0;1;0;1;0;100;1.558837890625;15.40576171875;1;1;0;0;1;0;20;1;1;1.558837890625;0.40576171875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
66956;12;1;0;1;0;1;0;100;1.64892578125;15.495849609375;1;1;0;0;1;0;20;1;1;1.64892578125;0.495849609375;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
67055;12;1;0;1;0;1;0;100;1.7490234375;15.595947265625;1;1;0;0;1;0;20;1;1;1.7490234375;0.595947265625;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
67159;12;1;0;1;0;1;0;100;1.84912109375;15.696044921875;1;1;0;0;1;0;20;1;1;1.84912109375;0.696044921875;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
67257;12;1;0;1;0;1;0;100;1.939208984375;15.7861328125;1;1;0;0;1;0;20;1;1;1.939208984375;0.7861328125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
67358;12;1;0;1;0;1;0;100;2.029296875;15.876220703125;1;1;0;0;1;0;20;1;1;2.029296875;0.876220703125;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
67458;12;1;0;1;0;1;0;100;2.12939453125;15.976318359375;1;1;0;0;1;0;20;1;1;2.12939453125;0.976318359375;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
67560;12;1;0;1;0;1;0;100;2.219482421875;16.06640625;1;1;0;0;1;0;20;1;1;2.219482421875;1.06640625;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
67659;12;1;0;1;0;1;0;100;2.319580078125;16.16650390625;1;1;0;0;1;0;20;1;1;2.319580078125;1.16650390625;1;1;0;0;0;0;7.6871743202209473;1;0;0;0;0;5000;10000;0;0;0;0;0;1;0;0;0
