Timestamp_ms;PRG_03_Modes_Cycle.instCycleSemiAuto.CycleStep;PRG_03_Modes_Cycle.instCycleSemiAuto.Lifecycle.Busy;PRG_03_Modes_Cycle.instCycleSemiAuto.WaitingForOperator;PRG_03_Modes_Cycle.instCycleSemiAuto.WaitingForProcess;PRG_03_Modes_Cycle.instCycleSemiAuto.Fault.Error;PRG_02_Acquisition.Data.Joystick.DeadmanArmed;PRG_02_Acquisition.Data.Joystick.AtNeutralXY;PRG_02_Acquisition.Data.Joystick.AxisY.Deflection;PRG_02_Acquisition.Data.EncoderM1.Measurement.CablePosM;PRG_02_Acquisition.Data.EncoderM2.Measurement.CablePosM;M1TreuilRetenue.State.StepNumber;M2TreuilBenne.State.StepNumber;M1_M2_KoboldBottomTouch_DI;M1_M2_KoboldMeasureEnable_RQ;M3Translation.State.AtP1;M3Translation.State.AtTremie;M3Translation.State.EstimatedPosM3_M;PRG_04_Treuils_Benne.instWinchStateProjection.InterlockM2.MotorRequest;PRG_06_Outputs.instWinchOutputInterlockM2.MotorRequest;M1_SpeedContactor_3_DQ;M2TreuilBenne.Bucket.State.BucketOpening_Pct;PRG_04_Treuils_Benne.Data.ArmingPermit;PRG_05_Translation.TranslationFinalInterlockRequest.ReqTremieSemantic;M3_CommandWord;M3_SetpointFrequencyHz;M3_BrakeRelease_RQ;IoHw.In.Hardware.Operator.JoyXRaw_ANA1;IoHw.In.Hardware.Operator.JoyYRaw_ANA2;M1TreuilRetenue.Safety.ErrorMecaB;M1TreuilRetenue.Safety.ErrorId;IoHw.In.Hardware.Winch.M1_ContactorsReleased_DI;IoHw.In.Hardware.Winch.M2_ContactorsReleased_DI;GVL_Troubleshooting.I_LevageUnitaireM1.Inputs_100.Idx104_BrakeApplied;IoHw.In.Hardware.Winch.M2_TensionedCable_DI;PRG_07_Supervision.instTroubleshootingView.WinchM2.Safety.ErrorId
22141;19;0;1;0;0;1;0;-100;3.49951171875;4.4794921875;0;0;0;0;1;0;30;0;0;0;93.466796875;1;0;0;0;0;5000;0;0;0;1;1;1;1;0
22241;19;0;1;0;0;1;0;-100;3.49951171875;4.4794921875;0;0;0;0;1;0;30;0;0;0;93.466796875;1;0;0;0;0;5000;0;0;0;1;1;1;1;0
22341;19;0;1;0;0;1;0;-100;3.49951171875;4.4794921875;0;0;0;0;1;0;30;0;0;0;93.466796875;1;0;0;0;0;5000;0;0;0;1;1;1;1;0
22442;19;0;1;0;0;1;0;-100;3.49951171875;4.4794921875;0;0;0;0;1;0;30;0;0;0;93.466796875;1;0;0;0;0;5000;0;0;0;1;1;1;1;0
22543;19;0;1;0;0;1;0;-100;3.49951171875;4.4794921875;0;0;0;0;1;0;30;0;0;0;93.466796875;1;0;0;0;0;5000;0;0;0;1;1;1;1;0
22643;19;0;1;0;0;1;0;-100;3.49951171875;4.4794921875;0;0;0;0;1;0;30;0;0;0;93.466796875;1;0;0;0;0;5000;0;0;0;1;1;1;1;0
22744;19;0;1;0;0;1;0;-100;3.49951171875;4.4794921875;0;0;0;0;1;0;30;0;0;0;93.466796875;1;0;0;0;0;5000;0;0;0;1;1;1;1;0
22844;19;0;1;0;0;1;0;-100;3.49951171875;4.4794921875;0;0;0;0;1;0;30;0;0;0;93.466796875;1;0;0;0;0;5000;0;0;0;1;1;1;1;0
22944;19;0;1;0;0;1;0;-100;3.49951171875;4.4794921875;0;0;0;0;1;0;30;0;0;0;93.466796875;1;0;0;0;0;5000;0;0;0;1;1;1;1;0
23045;19;0;1;0;0;1;0;-100;3.49951171875;4.4794921875;0;0;0;0;1;0;30;0;0;0;93.466796875;1;0;0;0;0;5000;0;0;0;1;1;1;1;0
23145;19;0;1;0;0;1;0;-100;3.49951171875;4.4794921875;0;0;0;0;1;0;30;0;0;0;93.466796875;1;0;0;0;0;5000;0;0;0;1;1;1;1;0
23245;19;0;1;0;0;1;0;-100;3.49951171875;4.4794921875;0;0;0;0;1;0;30;0;0;0;93.466796875;1;0;0;0;0;5000;0;0;0;1;1;1;1;0
23346;19;0;1;0;0;1;0;-100;3.49951171875;4.4794921875;0;0;0;0;1;0;30;0;0;0;93.466796875;1;0;0;0;0;5000;0;0;0;1;1;1;1;0
